ticker,data,mrs,rsv,atr,atr_ma,atr_ratio,close,dias_rsv,variacao,ret_5d,ret_bova_5d,ret_rel_5d,ret_10d,ret_bova_10d,ret_rel_10d,ret_20d,ret_bova_20d,ret_rel_20d,range_candle,range_ratio,close_pos,ma20,dist_ma20
CVCB3,2023-03-07,-40.401,207.738,0.250,0.264,0.945,3.380,3,C,-10.899,-1.308,-9.591,-12.262,-2.944,-9.318,-23.161,-2.369,-20.792,,,,3.250,3.981
CVCB3,2023-03-08,-39.275,27.514,0.253,0.263,0.964,3.500,4,C,-19.211,-3.711,-15.500,-17.105,-5.997,-11.108,-26.579,-5.416,-21.163,,,,3.230,8.417
CVCB3,2023-03-09,-31.875,42.067,0.269,0.262,1.026,3.840,5,C,-20.384,-1.536,-18.848,-28.537,-6.873,-21.664,-33.573,-3.909,-29.664,,,,3.230,18.939
CVCB3,2023-03-13,-40.299,48.040,0.305,0.265,1.153,3.270,7,C,-11.549,-2.085,-9.465,-16.620,-3.247,-13.373,-10.704,3.137,-13.841,,,,3.180,2.943
CVCB3,2023-04-11,-42.062,16.337,0.203,0.285,0.712,2.920,8,C,-3.470,-0.204,-3.266,-17.350,-3.790,-13.560,5.994,1.856,4.138,,,,2.820,3.426
CVCB3,2023-04-12,-40.165,2.946,0.199,0.280,0.713,3.010,9,C,-11.315,-2.777,-8.538,-22.018,-3.696,-18.322,0.000,1.645,-1.645,,,,2.820,6.688
CVCB3,2023-04-13,-38.522,12.526,0.192,0.274,0.701,3.070,10,C,-11.712,-1.875,-9.837,-18.318,-1.972,-16.346,-5.405,2.468,-7.873,,,,2.830,8.187
CVCB3,2023-05-08,-39.044,13.589,0.174,0.185,0.937,2.840,2,C,2.273,2.908,-0.635,3.896,3.961,-0.065,29.545,6.488,23.057,,,,2.710,4.815
CVCB3,2023-05-23,-39.334,23.049,0.173,0.173,1.000,2.800,2,C,-1.974,-0.996,-0.978,38.158,4.350,33.808,41.801,9.235,32.565,,,,2.740,2.185
CVCB3,2023-05-29,-37.037,111.441,0.188,0.173,1.084,2.850,6,C,28.710,2.220,26.490,34.839,5.779,29.060,19.441,6.556,12.885,,,,2.780,2.632
CVCB3,2023-05-31,-29.530,138.607,0.208,0.177,1.176,3.110,8,C,23.077,6.620,16.457,36.853,10.072,26.780,11.795,9.605,2.190,,,,2.830,10.062
CVCB3,2023-06-01,-25.727,76.966,0.217,0.179,1.213,3.340,9,C,25.895,5.606,20.289,34.607,7.183,27.424,4.993,6.502,-1.509,,,,2.870,16.664
CVCB3,2023-06-02,-27.309,55.165,0.229,0.182,1.259,3.320,10,C,24.722,4.238,20.484,28.791,6.522,22.269,7.075,6.347,0.727,,,,2.890,14.723
CVCB3,2023-06-05,-19.209,199.377,0.242,0.186,1.303,3.670,11,C,4.762,3.482,1.280,14.025,6.121,7.905,-4.480,5.589,-10.069,,,,2.930,25.334
CVCB3,2023-06-06,-16.127,64.078,0.247,0.189,1.308,3.870,12,C,5.997,3.637,2.360,2.637,4.682,-2.045,-11.324,4.295,-15.619,,,,2.980,29.870
CVCB3,2023-06-07,-17.142,18.827,0.248,0.192,1.291,3.830,13,C,11.193,3.239,7.954,-0.031,3.113,-3.144,-15.692,1.664,-17.356,,,,3.020,26.810
CVCB3,2023-06-09,-9.846,77.672,0.269,0.197,1.368,4.210,14,C,6.920,1.493,5.427,-9.950,1.855,-11.805,-18.504,1.749,-20.253,,,,3.080,36.785
CVCB3,2023-06-14,-12.829,11.655,0.305,0.215,1.422,4.100,2,C,-3.171,1.008,-4.178,-17.073,-1.807,-15.266,-22.195,-1.112,-21.083,,,,3.250,26.148
CVCB3,2023-06-19,-8.991,37.474,0.334,0.238,1.400,4.270,2,C,-18.267,-1.472,-16.794,-16.862,-0.164,-16.698,-27.166,-1.223,-25.944,,,,3.480,22.674
CVCB3,2023-06-20,-10.083,2.118,0.331,0.247,1.341,4.190,3,C,-18.616,-1.770,-16.846,-16.229,-0.501,-15.728,-25.060,-1.615,-23.445,,,,3.540,18.264
CVCB3,2023-06-21,-14.803,100.409,0.336,0.255,1.319,3.970,4,C,-14.358,-2.787,-11.571,-13.602,-0.370,-13.232,-23.426,-2.167,-21.258,,,,3.600,10.234
CVCB3,2023-06-22,-16.743,61.368,0.339,0.263,1.287,3.830,5,C,-9.138,-0.304,-8.835,-15.666,-1.406,-14.260,-21.671,-0.798,-20.873,,,,3.660,4.544
CVCB3,2023-06-23,-17.290,241.722,0.349,0.272,1.283,3.790,6,C,-7.388,-0.989,-6.399,-9.499,-0.104,-9.395,-17.942,0.945,-18.887,,,,3.730,1.619
CVCB3,2023-08-30,-24.780,278.499,0.148,0.136,1.095,2.740,5,C,-15.693,-1.449,-14.245,-12.774,1.484,-14.257,-3.285,-1.510,-1.775,,,,2.610,5.102
CVCB3,2023-09-01,-28.368,74.062,0.162,0.137,1.180,2.590,7,C,-8.494,-0.500,-7.994,-12.355,0.526,-12.881,-5.405,-2.245,-3.161,,,,2.560,1.251
CVCB3,2023-09-04,-28.413,19.581,0.161,0.138,1.159,2.580,8,C,-4.651,0.070,-4.721,-13.566,-0.035,-13.531,-7.364,-3.785,-3.580,,,,2.540,1.495
CVCB3,2023-09-28,-20.483,94.862,0.147,0.155,0.943,2.650,2,C,0.377,-2.166,2.544,10.189,-0.107,10.296,7.547,-2.077,9.624,,,,2.400,10.348
CVCB3,2023-09-29,-23.334,35.466,0.141,0.155,0.909,2.570,3,C,0.778,-2.201,2.979,13.619,-0.186,13.804,7.004,-3.703,10.707,,,,2.410,6.816
CVCB3,2023-10-02,-25.625,24.527,0.139,0.153,0.903,2.450,4,C,8.980,0.224,8.755,14.286,0.762,13.523,12.245,-1.677,13.922,,,,2.400,2.126
