ticker,data,mrs,rsv,atr,atr_ma,atr_ratio,close,dias_rsv,variacao,ret_5d,ret_bova_5d,ret_rel_5d,ret_10d,ret_bova_10d,ret_rel_10d,ret_20d,ret_bova_20d,ret_rel_20d,range_candle,range_ratio,close_pos,ma20,dist_ma20
EQTL3,2024-06-14,-4.457,9.564,0.625,0.673,0.927,27.930,1,B,-1.713,1.549,-3.261,3.056,3.579,-0.524,14.708,7.727,6.981,1.266,2.027,0.874,,
EQTL3,2024-06-27,-4.090,337.426,0.673,0.617,1.090,29.000,2,B,5.076,1.507,3.569,9.699,3.121,6.578,4.429,1.333,3.097,1.031,1.533,0.755,,
EQTL3,2024-07-01,-0.863,200.373,0.744,0.626,1.189,30.040,4,B,2.248,1.536,0.712,5.339,3.832,1.507,1.062,1.966,-0.904,1.332,1.790,0.908,,
EQTL3,2024-10-14,-1.596,73.789,0.575,0.564,1.018,30.650,3,B,-0.306,-0.588,0.282,-3.090,0.267,-3.356,-4.069,-2.471,-1.598,1.003,1.746,0.916,,
EQTL3,2024-11-29,-2.878,8.614,0.762,0.627,1.215,28.700,2,B,-2.810,0.114,-2.924,-3.855,-0.564,-3.291,-12.708,-4.267,-8.441,1.153,1.513,0.675,,
EQTL3,2024-12-11,-5.028,15.866,0.792,0.690,1.149,28.960,4,B,-7.707,-6.721,-0.986,-10.492,-7.385,-3.107,-11.724,-8.017,-3.708,1.641,2.071,0.737,,
EQTL3,2025-10-15,-0.509,61.902,0.600,0.630,0.953,34.230,2,B,2.466,1.713,0.752,2.830,4.165,-1.335,15.001,10.718,4.283,0.930,1.550,0.969,,
EQTL3,2025-12-18,-1.382,1.098,0.953,0.768,1.241,38.420,2,B,-0.130,1.647,-1.776,-0.433,2.544,-2.978,1.753,9.099,-7.345,1.555,1.631,0.801,,
EZTC3,2022-03-18,-23.848,108.537,0.518,0.516,1.002,11.310,1,B,14.832,3.630,11.202,13.280,5.843,7.436,-4.776,0.659,-5.435,1.218,2.353,0.911,,
EZTC3,2022-05-04,-16.735,1.321,0.442,0.464,0.952,10.800,1,B,-2.890,-3.583,0.693,1.560,-2.079,3.639,-1.349,2.960,-4.309,0.832,1.884,0.789,,
EZTC3,2022-07-05,-4.793,88.508,0.362,0.377,0.959,10.340,1,B,7.152,0.105,7.046,-4.494,-0.105,-4.388,3.101,4.989,-1.888,0.877,2.425,1.000,,
EZTC3,2023-03-08,-16.208,83.351,0.370,0.385,0.961,8.930,2,B,7.344,-3.711,11.055,-3.338,-5.997,2.659,-6.785,-5.416,-1.369,0.768,2.079,0.948,,
EZTC3,2023-04-11,-9.694,41.031,0.488,0.455,1.072,9.450,9,B,3.516,-0.204,3.720,-3.657,-3.790,0.133,13.291,1.856,11.435,0.870,1.783,0.847,,
EZTC3,2023-11-07,-10.212,24.536,0.485,0.498,0.973,10.830,1,B,8.025,3.406,4.618,8.157,5.602,2.555,9.209,5.230,3.978,0.809,1.669,0.769,,
EZTC3,2023-11-10,-10.316,20.113,0.520,0.491,1.060,10.960,1,B,9.900,4.478,5.422,10.817,4.213,6.604,11.001,5.213,5.787,0.856,1.644,0.719,,
EZTC3,2023-12-13,-7.226,185.688,0.522,0.539,0.969,12.360,1,B,1.463,0.883,0.580,1.355,3.723,-2.368,-9.810,1.678,-11.489,0.838,1.605,0.856,,
EZTC3,2024-01-08,-16.838,5.096,0.473,0.498,0.949,11.400,2,B,-2.175,-0.583,-1.592,-5.644,-4.566,-1.078,-10.641,-3.663,-6.977,0.710,1.501,0.726,,
EZTC3,2024-04-16,-22.579,94.290,0.378,0.444,0.852,9.590,2,B,-5.200,0.463,-5.664,-3.233,1.266,-4.499,-2.521,2.797,-5.318,0.626,1.658,0.731,,
EZTC3,2024-08-02,-9.382,103.410,0.326,0.296,1.103,9.400,1,B,2.739,3.881,-1.142,1.290,6.463,-5.174,2.087,8.351,-6.264,0.792,2.425,0.701,,
EZTC3,2024-08-23,-8.445,11.378,0.387,0.345,1.121,10.090,1,B,-4.862,0.470,-5.331,-7.090,-0.773,-6.317,-9.115,-3.296,-5.820,0.668,1.724,0.980,,
EZTC3,2024-09-13,-6.360,71.272,0.336,0.359,0.935,10.040,1,B,-8.684,-2.728,-5.955,-8.616,-1.654,-6.962,-4.206,-3.613,-0.594,0.613,1.827,0.878,,
FLRY3,2022-02-22,-10.486,86.029,0.454,0.479,0.949,14.010,1,B,-6.722,1.853,-8.575,-10.005,0.367,-10.372,-14.441,5.266,-19.707,0.920,2.026,1.000,,
FLRY3,2022-02-24,-13.276,7.328,0.490,0.474,1.034,13.360,1,B,-6.506,-0.344,-6.162,-9.131,-1.340,-7.791,-7.035,6.541,-13.576,0.825,1.685,0.743,,
FLRY3,2023-03-08,-5.729,16.749,0.352,0.377,0.935,11.510,1,B,-0.682,-3.711,3.029,-2.318,-5.997,3.679,-3.340,-5.416,2.075,0.588,1.670,0.773,,
FLRY3,2023-06-14,-3.354,30.128,0.431,0.411,1.049,13.110,18,B,-1.256,1.008,-2.264,-2.073,-1.807,-0.266,-2.324,-1.112,-1.212,0.692,1.606,1.000,,
FLRY3,2024-05-20,-7.498,69.741,0.295,0.268,1.104,12.670,1,B,-3.571,-2.618,-0.953,-2.291,-4.802,2.511,-5.526,-6.445,0.920,0.563,1.908,0.758,,
FLRY3,2024-06-03,-4.644,51.325,0.298,0.283,1.053,12.410,2,B,-1.032,-0.920,-0.111,-3.851,-2.280,-1.572,5.708,2.229,3.479,0.452,1.516,0.925,,
FLRY3,2024-06-27,-3.624,217.233,0.276,0.288,0.959,12.740,1,B,0.804,1.507,-0.702,4.692,3.121,1.571,1.743,1.333,0.410,0.495,1.793,0.759,,
FLRY3,2024-07-09,-2.277,76.493,0.276,0.277,0.996,13.210,1,B,1.487,1.481,0.005,0.000,-0.478,0.478,-2.133,-0.648,-1.486,0.452,1.638,0.981,,
FLRY3,2024-08-09,-1.878,152.889,0.261,0.247,1.054,13.530,1,B,1.397,2.486,-1.088,3.138,3.815,-0.677,7.843,3.013,4.831,0.427,1.637,0.700,,
FLRY3,2025-01-27,-13.968,2.330,0.276,0.275,1.003,10.610,4,B,-0.752,0.632,-1.384,-0.668,0.558,-1.226,-2.423,0.509,-2.931,0.479,1.736,0.796,,
FLRY3,2025-05-19,-8.191,53.919,0.316,0.311,1.017,11.890,1,B,-1.632,-1.034,-0.598,-0.388,-2.067,1.679,2.875,-0.257,3.131,0.554,1.754,0.733,,
GGBR4,2022-02-25,-4.783,100.519,0.578,0.531,1.087,15.400,1,B,10.427,-1.478,11.906,9.003,-3.673,12.676,19.010,6.290,12.720,1.119,1.937,1.000,,
GGBR4,2022-07-15,-0.624,76.291,0.645,0.690,0.934,14.640,1,B,1.147,2.305,-1.158,3.908,6.465,-2.557,10.875,16.479,-5.604,1.020,1.581,0.970,,
GGBR4,2022-09-19,-8.876,70.865,0.554,0.545,1.018,15.550,1,B,-2.674,-2.855,0.182,3.455,3.863,-0.407,7.816,3.437,4.378,1.062,1.915,0.922,,
GGBR4,2023-07-03,-6.755,44.897,0.449,0.521,0.862,19.320,1,B,1.232,-1.587,2.819,4.967,-1.061,6.028,12.630,1.734,10.896,0.707,1.574,0.863,,
GGBR4,2023-10-23,-15.270,40.152,0.382,0.406,0.941,16.470,2,B,0.551,-0.357,0.908,4.779,5.780,-1.000,9.171,11.706,-2.535,0.575,1.506,0.724,,
GGBR4,2023-11-10,-11.740,41.682,0.398,0.379,1.052,17.980,1,B,-1.306,4.478,-5.784,-4.267,4.213,-8.480,-3.280,5.213,-8.493,0.742,1.861,0.929,,
GGBR4,2023-11-14,-11.954,7.067,0.420,0.379,1.108,18.280,3,B,-1.674,2.124,-3.798,-5.683,2.224,-7.907,-2.940,5.100,-8.040,0.681,1.623,0.678,,
GGBR4,2024-02-21,-14.875,232.033,0.405,0.388,1.043,16.850,1,B,-1.328,0.063,-1.391,-1.668,-0.816,-0.852,0.494,-0.579,1.072,0.911,2.250,0.805,,
GGBR4,2024-03-01,-11.111,303.230,0.406,0.390,1.042,17.310,1,B,-4.881,-1.581,-3.300,-6.941,-1.892,-5.049,-0.134,-1.557,1.423,0.656,1.614,1.000,,
GGBR4,2025-02-10,-2.428,31.473,0.470,0.493,0.953,16.940,1,B,-1.138,2.203,-3.341,-7.399,-0.049,-7.350,-5.351,-1.477,-3.874,0.714,1.520,0.770,,
GGBR4,2025-04-01,-9.991,19.190,0.417,0.450,0.925,16.120,2,B,-15.713,-5.467,-10.246,-9.813,-1.437,-8.376,-10.054,2.976,-13.030,0.728,1.747,0.680,,
GGBR4,2025-06-09,-2.689,107.609,0.471,0.417,1.130,17.370,1,B,-5.180,2.516,-7.697,-9.403,1.010,-10.413,-4.955,2.577,-7.532,1.125,2.388,0.861,,
GGPS3,2022-09-20,-6.794,30.783,0.394,0.460,0.857,11.440,1,B,-4.873,1.871,-6.744,1.164,8.320,-7.157,-2.545,10.315,-12.861,0.641,1.624,0.675,,
GGPS3,2024-07-12,-5.008,455.894,0.391,0.398,0.983,15.210,1,B,-3.748,-2.770,-0.978,-2.101,-4.729,2.628,6.019,-6.688,12.707,0.665,1.702,0.857,,
GGPS3,2024-08-27,-6.798,145.782,0.423,0.389,1.089,15.720,3,B,-2.473,1.821,-4.294,-0.330,3.330,-3.659,2.198,1.137,1.060,0.847,2.000,0.745,,
GGPS3,2024-11-12,-2.563,183.425,0.411,0.370,1.110,15.190,1,B,-0.853,-2.018,1.165,-8.243,-1.881,-6.363,-12.280,-2.992,-9.287,0.864,2.103,0.710,,
GGPS3,2025-05-09,-7.626,4.571,0.435,0.442,0.985,13.580,1,B,1.631,6.396,-4.765,-3.262,7.043,-10.304,-1.631,0.406,-2.037,0.806,1.851,0.912,,
GGPS3,2025-06-30,-3.622,15.134,0.396,0.413,0.958,14.000,1,B,3.542,1.054,2.488,-2.024,3.231,-5.255,-10.247,1.623,-11.870,0.735,1.857,0.867,,
GMAT3,2022-07-13,-20.249,120.281,0.149,0.153,0.974,3.770,4,B,5.237,0.466,4.771,7.731,3.513,4.218,22.693,12.750,9.943,0.272,1.830,0.862,,
GMAT3,2022-07-15,-11.997,488.625,0.154,0.152,1.010,4.090,1,B,-2.759,2.305,-5.064,-1.379,6.465,-7.844,24.138,16.479,7.659,0.329,2.141,0.857,,
GMAT3,2022-07-27,-15.038,327.735,0.176,0.154,1.144,4.060,6,B,4.167,2.423,1.744,13.889,8.924,4.965,42.361,11.602,30.759,0.441,2.507,0.957,,
GMAT3,2023-10-19,-9.708,12.962,0.209,0.229,0.914,5.780,1,B,-0.649,0.723,-1.373,1.786,3.752,-1.967,-1.786,10.533,-12.319,0.338,1.614,0.778,,
GMAT3,2024-02-06,-2.755,30.713,0.228,0.229,0.996,6.950,2,B,0.000,-2.223,2.223,8.784,-0.457,9.241,11.081,-1.742,12.823,0.432,1.897,1.000,,
GMAT3,2025-03-27,-2.962,24.411,0.208,0.224,0.929,6.870,1,B,7.214,-1.294,8.508,5.233,-4.908,10.142,7.496,1.441,6.056,0.389,1.871,0.700,,
GOAU4,2022-02-25,-7.217,22.513,0.193,0.179,1.075,5.640,1,B,9.495,-1.478,10.973,8.332,-3.673,12.005,17.053,6.290,10.763,0.330,1.713,1.000,,
GOAU4,2022-09-19,-4.725,41.861,0.189,0.184,1.025,6.050,1,B,-1.533,-2.855,1.323,3.161,3.863,-0.702,9.195,3.437,5.758,0.400,2.117,0.957,,
GOAU4,2022-09-30,-1.301,10.903,0.187,0.182,1.028,6.140,1,B,4.155,5.937,-1.782,5.855,3.231,2.623,6.232,5.345,0.888,0.342,1.832,0.847,,
GOAU4,2023-07-03,-4.890,25.955,0.170,0.184,0.924,7.650,1,B,1.387,-1.587,2.974,4.649,-1.061,5.710,12.153,1.734,10.420,0.287,1.688,0.826,,
GOAU4,2023-11-10,-8.095,80.863,0.166,0.145,1.138,7.320,4,B,1.281,4.478,-3.197,-1.265,4.213,-5.479,-2.491,5.213,-7.704,0.262,1.580,0.951,,
GOAU4,2024-02-21,-11.813,95.544,0.149,0.140,1.063,6.980,1,B,0.000,0.063,-0.063,-2.002,-0.816,-1.186,1.380,-0.579,1.959,0.332,2.227,0.687,,
GOAU4,2024-09-04,-3.424,4.762,0.152,0.166,0.917,7.500,3,B,1.803,-0.884,2.686,0.949,-1.760,2.709,5.313,-1.911,7.224,0.249,1.636,0.857,,
GOAU4,2025-02-10,-5.098,32.346,0.198,0.206,0.962,7.050,1,B,-1.735,2.203,-3.938,-8.878,-0.049,-8.829,-7.044,-1.477,-5.567,0.317,1.600,0.886,,
GOAU4,2025-04-01,-11.906,95.899,0.154,0.163,0.946,6.690,2,B,-15.368,-5.467,-9.901,-10.498,-1.437,-9.061,-9.957,2.976,-12.932,0.253,1.647,0.914,,
GOAU4,2025-04-09,-18.527,119.629,0.206,0.161,1.278,5.980,3,B,0.969,0.586,0.382,3.995,5.572,-1.577,2.923,7.098,-4.174,0.449,2.175,0.952,,
GOAU4,2025-06-05,-10.659,46.946,0.176,0.161,1.099,6.710,5,B,0.763,1.058,-0.296,-2.941,0.488,-3.429,2.070,3.662,-1.593,0.329,1.863,0.689,,
GOAU4,2025-06-09,-5.176,186.716,0.181,0.160,1.127,7.090,1,B,-4.536,2.516,-7.052,-7.938,1.010,-8.948,-2.784,2.577,-5.360,0.431,2.384,0.864,,
HAPV3,2022-02-24,-6.887,68.052,8.018,8.864,0.905,180.750,38,B,-1.992,-0.344,-1.647,-6.058,-1.340,-4.718,-2.988,6.541,-9.528,14.100,1.759,0.819,,
HAPV3,2022-07-04,-37.547,66.497,5.625,5.816,0.967,90.600,6,B,4.470,-0.420,4.890,-5.795,-1.922,-3.872,1.324,3.529,-2.205,9.150,1.627,0.852,,
HAPV3,2023-01-11,-36.682,72.905,4.732,4.671,1.013,69.000,4,B,-8.478,-0.706,-7.772,-0.435,1.421,-1.856,-2.609,-2.530,-0.079,7.350,1.553,0.878,,
HAPV3,2023-01-31,-24.915,86.730,4.515,4.505,1.002,77.250,2,B,-9.709,-5.226,-4.483,-11.068,-4.925,-6.143,-43.301,-9.013,-34.288,7.950,1.761,0.849,,
HAPV3,2023-07-11,-9.092,8.725,3.255,3.381,0.963,66.750,1,B,-6.067,0.132,-6.199,-0.225,3.673,-3.898,13.708,1.292,12.416,5.400,1.659,0.806,,
HAPV3,2024-04-01,-10.433,194.586,2.235,2.375,0.941,59.100,3,B,1.777,1.492,0.284,-5.330,-1.411,-3.919,-3.046,0.389,-3.435,4.350,1.946,0.966,,
HAPV3,2025-04-24,-26.214,11.527,1.823,2.043,0.892,36.600,1,B,-4.508,0.358,-4.866,-3.689,1.416,-5.104,16.393,2.352,14.041,3.900,2.140,0.808,,
HAPV3,2025-11-12,-21.158,106.853,0.924,0.970,0.952,32.690,1,B,-46.956,-1.580,-45.376,-54.114,0.570,-54.684,-57.357,1.133,-58.490,1.930,2.090,0.959,,
HAPV3,2026-01-06,-56.724,122.300,0.775,1.081,0.717,16.490,5,B,-15.221,-0.705,-14.516,-19.770,1.698,-21.467,-22.377,13.727,-36.104,1.510,1.948,0.874,,
HYPE3,2023-04-11,-9.625,5.907,1.003,0.971,1.033,33.650,8,B,-0.950,-0.204,-0.746,-4.959,-3.790,-1.169,-0.501,1.856,-2.357,1.624,1.620,0.705,,
HYPE3,2023-04-28,-9.058,4.102,1.135,1.010,1.124,33.070,1,B,1.262,1.576,-0.314,2.175,4.529,-2.355,11.221,5.818,5.404,1.891,1.665,0.826,,
HYPE3,2023-06-01,-3.467,23.549,0.835,0.886,0.943,36.920,2,B,10.219,5.606,4.612,8.656,7.183,1.473,10.628,6.502,4.126,1.482,1.775,0.784,,
HYPE3,2023-06-06,-0.878,51.160,0.868,0.862,1.007,39.300,2,B,3.546,3.637,-0.091,-0.023,4.682,-4.704,5.502,4.295,1.208,1.909,2.198,0.688,,
HYPE3,2023-12-06,-15.517,242.138,0.897,0.948,0.946,32.980,2,B,-0.164,3.278,-3.442,-3.333,4.190,-7.523,-0.165,5.628,-5.793,2.027,2.260,0.876,,
HYPE3,2024-03-01,-14.339,25.555,0.932,0.909,1.026,31.260,1,B,-3.509,-1.581,-1.928,-0.292,-1.892,1.600,-5.264,-1.557,-3.707,1.600,1.716,0.909,,
HYPE3,2024-05-22,-12.905,151.033,0.808,0.842,0.959,27.670,3,B,-6.313,-2.417,-3.897,-3.113,-2.187,-0.926,-4.013,-4.055,0.042,1.315,1.628,0.881,,
HYPE3,2024-06-03,-13.008,87.045,0.795,0.800,0.994,26.400,4,B,0.664,-0.920,1.584,0.315,-2.280,2.594,1.491,2.229,-0.738,1.624,2.042,0.852,,
HYPE3,2024-07-26,-7.427,113.737,0.730,0.663,1.102,27.410,6,B,-4.270,-1.291,-2.979,-0.339,2.541,-2.880,5.151,6.453,-1.302,1.979,2.709,1.000,,
HYPE3,2024-08-05,-6.460,11.120,0.747,0.679,1.099,26.990,1,B,3.546,4.829,-1.283,11.084,8.385,2.700,-3.098,7.662,-10.760,1.431,1.915,0.942,,
HYPE3,2024-08-13,-4.481,21.845,0.795,0.707,1.124,28.940,1,B,2.087,2.842,-0.755,-3.852,3.285,-7.137,-9.117,1.437,-10.554,1.904,2.394,0.990,,
HYPE3,2024-08-19,-3.122,27.344,0.859,0.743,1.156,29.980,1,B,-4.710,0.932,-5.642,-12.767,-0.667,-12.101,-9.947,-0.455,-9.493,1.412,1.645,0.941,,
HYPE3,2024-10-21,-13.381,1444.845,0.865,0.696,1.244,24.480,4,B,-8.563,0.860,-9.423,-14.870,0.316,-15.186,-21.636,-1.475,-20.161,5.342,6.176,0.867,,
HYPE3,2024-10-22,-6.649,211.584,0.936,0.706,1.325,26.300,5,B,-14.301,0.593,-14.894,-20.669,0.514,-21.183,-28.673,-2.292,-26.381,1.740,1.860,0.984,,
HYPE3,2024-10-24,-7.764,614.441,1.111,0.739,1.503,25.950,7,B,-20.332,-0.269,-20.063,-22.422,-0.427,-21.996,-26.929,-0.735,-26.194,3.069,2.762,0.741,,
HYPE3,2024-12-19,-33.680,26.268,0.517,0.583,0.887,16.140,1,B,6.571,-0.602,7.173,6.217,-1.110,7.328,7.985,1.644,6.340,0.786,1.520,0.750,,
HYPE3,2024-12-20,-31.056,83.808,0.563,0.563,1.000,16.890,2,B,0.384,-1.638,2.022,0.947,-1.873,2.820,3.255,0.370,2.886,1.254,2.226,0.687,,
HYPE3,2025-02-03,-24.724,30.686,0.490,0.557,0.880,17.830,1,B,0.053,-0.073,0.127,7.307,2.128,5.178,4.533,-2.112,6.645,0.827,1.688,0.759,,
HYPE3,2025-02-12,-20.283,82.331,0.507,0.508,0.998,18.440,1,B,3.043,2.276,0.767,-0.722,0.470,-1.192,4.899,3.711,1.188,0.837,1.649,0.773,,
HYPE3,2025-03-05,-16.581,129.954,0.564,0.517,1.092,18.640,7,B,0.714,0.575,0.140,2.449,7.955,-5.506,4.441,7.372,-2.931,1.502,2.662,0.810,,
HYPE3,2025-03-21,-17.329,84.369,0.664,0.575,1.155,19.380,1,B,-1.598,-0.225,-1.373,1.240,-3.822,5.063,2.386,-1.279,3.665,2.253,3.395,0.713,,
IGTI11,2023-02-06,-3.309,3.527,0.539,0.628,0.858,17.330,1,B,-1.528,4.354,-5.882,0.527,5.146,-4.619,2.998,-2.769,5.767,0.840,1.558,0.848,,
IGTI11,2023-02-16,-1.509,16.057,0.562,0.557,1.009,17.790,1,B,-1.026,-0.468,-0.558,-4.648,-7.295,2.647,-1.915,-9.231,7.316,0.867,1.543,0.916,,
IGTI11,2023-10-06,-3.804,146.588,0.547,0.536,1.021,18.570,3,B,4.762,2.304,2.458,0.251,3.062,-2.812,4.712,0.000,4.712,0.959,1.753,0.680,,
IGTI11,2023-10-23,-2.711,83.388,0.624,0.558,1.118,18.610,1,B,-2.100,-3.174,1.074,4.450,-2.971,7.421,9.050,-6.900,15.950,1.070,1.715,0.783,,
IGTI11,2023-10-31,-2.879,43.662,0.676,0.589,1.147,18.680,1,B,4.584,0.317,4.267,7.673,0.048,7.625,15.047,-2.440,17.487,1.089,1.612,0.675,,
IGTI11,2024-07-22,-0.687,39.470,0.484,0.510,0.949,21.110,1,B,-4.459,3.007,-7.466,-3.958,5.036,-8.994,6.460,9.461,-3.001,0.807,1.667,0.702,,
IGTI11,2025-04-03,-4.649,21.798,0.528,0.557,0.949,18.910,1,B,-4.611,-0.442,-4.169,1.537,-1.734,3.271,7.513,0.586,6.927,1.182,2.236,0.926,,
INTB3,2022-07-13,-3.899,30.799,0.730,0.702,1.040,20.800,1,B,7.137,0.466,6.671,12.357,3.513,8.844,16.496,12.750,3.746,1.425,1.952,0.673,,
INTB3,2022-12-14,-3.452,0.111,1.159,1.135,1.021,22.860,1,B,9.732,3.148,6.584,12.603,6.058,6.545,19.874,7.507,12.366,1.875,1.618,0.745,,
INTB3,2023-05-03,-9.621,167.720,0.861,0.883,0.974,20.990,2,B,6.098,5.446,0.652,4.368,7.515,-3.148,3.791,6.329,-2.538,1.937,2.251,0.781,,
INTB3,2023-10-31,-23.042,283.912,0.817,0.713,1.146,16.680,7,B,1.619,5.382,-3.763,2.559,10.345,-7.786,14.360,12.726,1.635,1.263,1.546,0.848,,
INTB3,2024-01-16,-13.626,15.659,0.622,0.547,1.137,18.950,1,B,0.833,-0.749,1.582,-4.167,-1.530,-2.637,-8.796,-1.140,-7.657,1.737,2.794,0.889,,
INTB3,2025-01-20,-29.003,194.741,0.465,0.483,0.964,12.210,2,B,1.250,1.719,-0.469,5.515,2.362,3.153,17.279,4.541,12.739,0.961,2.064,0.953,,
INTB3,2025-03-07,-28.967,93.523,0.567,0.490,1.158,11.800,7,B,-5.599,3.116,-8.715,-4.588,5.765,-10.353,-1.166,1.722,-2.888,0.945,1.666,0.699,,
INTB3,2025-06-09,-13.248,44.791,0.520,0.547,0.952,13.100,1,B,3.992,2.516,1.475,12.325,1.010,11.315,4.342,2.577,1.765,0.789,1.517,0.791,,
INTB3,2025-06-18,-5.805,33.379,0.546,0.536,1.019,14.270,8,B,5.398,-1.078,6.477,-1.671,1.846,-3.517,-2.764,-2.178,-0.585,0.963,1.763,0.876,,
INTB3,2025-09-04,-13.371,177.158,0.362,0.438,0.826,11.830,3,B,2.362,1.413,0.949,2.205,3.275,-1.070,-8.583,2.159,-10.742,0.643,1.774,0.942,,
IRBR3,2022-03-25,-27.476,67.135,3.920,3.668,1.069,85.880,2,B,1.739,2.135,-0.396,-5.507,-0.671,-4.836,-18.551,-9.124,-9.427,6.223,1.587,0.840,,
IRBR3,2022-05-20,-33.820,127.326,2.850,2.746,1.038,64.720,1,B,8.462,3.096,5.366,11.154,2.694,8.459,4.615,-7.997,12.613,4.729,1.659,0.895,,
IRBR3,2022-05-23,-28.928,105.943,3.161,2.750,1.150,70.690,2,B,-1.056,0.150,-1.206,0.000,-0.318,0.318,-0.352,-9.704,9.352,5.974,1.890,0.958,,
IRBR3,2022-08-10,-26.206,52.411,2.850,2.779,1.026,60.740,2,B,-11.885,3.219,-15.104,-0.717,2.459,-3.176,-40.233,-0.357,-39.876,4.729,1.659,0.789,,
IRBR3,2022-08-16,-35.430,281.424,3.472,2.803,1.239,53.770,6,B,-1.852,-0.601,-1.251,-4.029,-3.061,-0.967,-34.159,-2.742,-31.417,5.725,1.649,0.826,,
IRBR3,2022-11-14,-53.238,107.846,2.070,1.874,1.105,28.200,2,B,-18.085,-3.817,-14.268,-21.277,-1.785,-19.492,-25.532,-8.184,-17.348,3.900,1.884,0.846,,
IRBR3,2022-12-21,-40.004,290.427,1.950,1.877,1.039,30.300,1,B,-6.931,2.821,-9.752,-7.921,0.385,-8.306,8.911,5.045,3.866,5.400,2.769,0.833,,
IRBR3,2023-01-04,-38.891,141.862,2.325,1.949,1.193,29.100,1,B,23.711,7.045,16.667,11.340,6.289,5.051,-13.058,6.358,-19.416,3.600,1.548,0.750,,
IRBR3,2023-01-10,-24.475,327.227,2.760,2.078,1.329,37.200,5,B,-9.677,0.578,-10.256,-25.000,2.099,-27.099,-39.919,-2.874,-37.046,6.600,2.391,0.864,,
IRBR3,2023-04-13,-24.876,95.279,1.171,1.098,1.066,24.450,1,B,6.339,-1.875,8.215,28.712,-1.972,30.684,47.239,2.468,44.772,2.520,2.153,0.683,,
IRBR3,2023-04-24,-10.641,152.776,1.306,1.158,1.128,27.620,2,B,23.606,-2.117,25.723,25.778,3.160,22.618,28.059,5.784,22.275,2.440,1.869,0.967,,
IRBR3,2024-01-23,-5.914,70.123,1.602,1.843,0.869,41.840,1,B,-5.712,-0.787,-4.925,0.956,1.871,-0.915,-1.267,1.405,-2.672,2.830,1.767,0.943,,
IRBR3,2024-03-04,-5.495,97.372,1.461,1.424,1.026,42.730,2,B,-4.891,-1.751,-3.140,-9.150,-1.165,-7.986,-10.718,-0.610,-10.108,3.040,2.080,0.984,,
IRBR3,2024-04-05,-4.509,268.969,1.489,1.460,1.019,42.350,1,B,-5.218,-0.635,-4.584,-6.375,-1.123,-5.253,1.511,1.473,0.038,3.550,2.385,0.904,,
IRBR3,2025-11-04,-3.906,80.587,1.132,1.036,1.092,51.660,2,B,1.820,4.928,-3.108,-5.130,4.067,-9.197,-2.245,7.368,-9.613,2.060,1.820,1.000,,
IRBR3,2025-11-14,-10.772,69.239,1.406,1.100,1.278,49.680,1,B,-1.973,-1.289,-0.683,0.845,0.752,0.094,10.346,3.259,7.087,2.670,1.898,0.970,,
IRBR3,2025-12-08,-3.551,63.236,1.573,1.346,1.169,52.720,1,B,3.983,2.654,1.330,1.043,-0.116,1.159,-2.978,3.124,-6.102,4.590,2.918,0.723,,
ISAE4,2022-08-17,-3.032,34.444,0.389,0.327,1.189,19.050,2,B,-3.226,-0.601,-2.624,-3.831,-3.061,-0.769,-6.734,-2.742,-3.992,0.745,1.915,0.794,,
ISAE4,2022-11-03,-5.571,9.973,0.373,0.330,1.133,18.700,2,B,-4.559,-2.713,-1.846,-6.201,-6.311,0.110,-6.489,-5.097,-1.392,0.591,1.584,0.727,,
ISAE4,2023-11-03,-7.115,164.202,0.391,0.316,1.239,18.620,22,B,5.486,3.245,2.241,8.380,8.551,-0.171,6.307,11.366,-5.059,0.981,2.510,1.000,,
ISAE4,2023-11-16,-0.217,217.813,0.573,0.397,1.443,21.090,1,B,-3.890,2.124,-6.014,-7.933,2.224,-10.157,-1.076,5.100,-6.176,1.383,2.412,0.994,,
ISAE4,2023-12-19,-0.490,318.312,0.482,0.507,0.951,22.190,2,B,3.285,1.870,1.414,3.522,0.063,3.459,4.670,-2.915,7.585,1.256,2.606,0.867,,
ISAE4,2024-10-10,-3.330,412.120,0.287,0.254,1.132,21.990,1,B,-2.435,-0.414,-2.021,-1.796,-1.118,-0.679,-2.994,-0.610,-2.384,1.098,3.823,1.000,,
ISAE4,2025-09-26,-2.599,112.078,0.261,0.268,0.974,23.300,1,B,0.698,-0.628,1.325,-1.929,-2.942,1.013,0.698,-1.074,1.772,0.612,2.349,0.766,,
ISAE4,2025-09-29,-0.913,443.355,0.281,0.265,1.062,23.870,2,B,-1.723,-0.907,-0.817,-3.848,-2.481,-1.367,-0.441,0.281,-0.722,0.650,2.313,0.765,,
ITSA4,2022-07-15,-1.133,3.570,0.115,0.113,1.009,4.800,1,B,1.437,2.305,-0.868,3.353,6.465,-3.112,13.054,16.479,-3.425,0.196,1.709,0.882,,
ITSA4,2022-09-01,-3.147,53.081,0.100,0.105,0.950,5.320,3,B,1.856,1.698,0.158,1.310,-0.929,2.239,6.223,-0.122,6.345,0.151,1.516,0.769,,
ITSA4,2024-12-11,-3.012,28.137,0.166,0.160,1.037,7.880,3,B,-8.439,-6.721,-1.718,-7.071,-7.385,0.314,-8.439,-8.017,-0.423,0.313,1.885,0.684,,
