entry_date,exit_date,dias,entry_price,exit_price,stop_inicial,shares,pnl,pnl_pct,saida,equity_pos
2022-01-31,2022-02-09,9,5.60,5.06,5.10,1976.55,-1062.99,-9.60,stop,98912.13
2022-03-25,2022-04-11,17,5.30,5.08,4.73,1750.56,-381.35,-4.11,trailing,98530.78
2022-07-28,2022-08-18,21,5.78,5.97,5.25,1853.93,339.29,3.16,trailing,98870.07
2022-12-29,2023-01-16,18,9.27,8.85,8.39,1126.43,-470.02,-4.50,trailing,98400.05
2023-01-31,2023-02-07,7,10.03,9.36,9.14,1109.50,-734.47,-6.60,trailing,97665.58
2023-05-18,2023-08-17,91,9.86,12.65,9.06,1223.29,3411.25,28.28,trailing,101076.83
2023-11-14,2023-11-24,10,13.06,12.32,11.93,897.16,-665.07,-5.68,trailing,100411.76
2023-11-30,2024-01-03,34,13.50,13.51,12.43,938.20,14.03,0.11,trailing,100425.79
2024-03-12,2024-03-25,13,15.96,15.62,15.07,1123.95,-380.81,-2.12,trailing,100044.99
2024-05-03,2024-05-21,18,16.58,15.87,15.53,953.45,-676.65,-4.28,trailing,99368.34
2024-07-03,2024-07-25,22,18.02,17.99,16.98,958.54,-32.29,-0.19,trailing,99336.05
2024-09-13,2024-09-20,7,21.47,20.54,20.35,886.90,-821.58,-4.32,trailing,98514.47
2024-10-24,2024-11-05,12,20.87,20.15,19.88,943.92,-686.09,-3.48,trailing,97828.38
2025-01-24,2025-02-26,33,17.44,19.15,16.45,981.16,1670.78,9.76,trailing,99499.16
2025-04-01,2025-05-22,51,22.23,25.36,20.74,665.59,2081.35,14.07,trailing,101580.51
2025-08-27,2025-09-10,14,30.27,29.79,28.53,586.70,-278.52,-1.57,trailing,101301.99
2025-10-29,2025-12-05,37,31.40,34.11,29.70,596.04,1617.57,8.64,trailing,102919.56
2026-02-02,2026-02-26,24,35.97,39.74,33.41,402.62,1518.20,10.48,fim_periodo,104437.75
2018-07-12,2018-07-30,18,7.59,7.45,7.06,1896.17,-253.01,-1.76,trailing,99746.99
2018-10-30,2018-11-08,9,9.14,8.51,8.18,1034.15,-657.09,-6.95,trailing,99089.90
2018-12-06,2019-02-07,63,9.34,10.80,8.64,1419.02,2070.62,15.62,trailing,101160.52
2019-06-04,2019-08-15,72,11.78,15.96,11.07,1414.59,5908.69,35.45,trailing,107069.21
2019-10-03,2019-11-12,40,16.68,18.25,15.53,931.63,1464.09,9.42,trailing,108533.30
2019-12-12,2020-01-27,46,20.32,22.82,19.14,917.52,2295.41,12.31,trailing,110828.71
2020-06-02,2020-07-24,52,12.90,18.49,11.38,728.03,4073.17,43.38,trailing,114901.88
2020-10-20,2020-10-27,7,19.13,17.67,17.64,772.61,-1128.01,-7.63,trailing,113773.87
2020-12-01,2021-01-04,34,20.60,21.45,18.79,627.11,531.88,4.12,trailing,114305.75
2022-09-28,2022-10-20,22,14.20,14.50,12.92,891.52,262.27,2.07,trailing,114568.02
2023-05-11,2023-06-27,47,14.10,16.07,13.14,1202.42,2379.23,14.04,trailing,116947.25
2023-11-14,2024-01-02,49,17.76,19.86,16.43,883.14,1857.69,11.85,trailing,118804.95
2024-02-29,2024-03-18,18,20.64,20.57,19.31,889.01,-61.04,-0.33,trailing,118743.90
2024-07-10,2024-07-24,14,18.15,17.48,17.13,1163.74,-781.34,-3.70,trailing,117962.56
2024-08-15,2024-09-02,18,19.56,19.08,18.38,1002.46,-478.23,-2.44,trailing,117484.33
2025-01-27,2025-02-27,31,17.26,18.83,16.22,1131.80,1779.76,9.11,trailing,119264.09
2025-09-05,2025-10-06,31,26.58,27.66,24.99,748.54,807.52,4.06,trailing,120071.61
2025-11-04,2025-12-05,31,28.54,31.81,27.35,841.51,2754.47,11.47,trailing,122826.08
2026-02-02,2026-02-26,24,30.63,31.68,28.74,648.50,680.93,3.43,fim_periodo,123507.01
2018-07-05,2018-08-08,34,1.06,1.18,0.99,14384.08,1773.38,11.61,trailing,101773.38
2018-10-04,2018-11-08,35,1.24,1.26,1.17,15878.08,358.50,1.82,trailing,102131.88
2018-12-07,2018-12-14,7,1.48,1.40,1.38,9489.83,-785.63,-5.58,trailing,101346.25
2019-01-11,2019-02-07,27,1.59,1.57,1.48,9811.36,-221.53,-1.42,trailing,101124.73
2019-05-21,2019-07-25,65,1.85,2.29,1.74,9829.65,4372.44,24.07,trailing,105497.16
2020-06-02,2020-07-24,52,2.18,3.43,1.95,4552.75,5659.92,56.90,trailing,111157.08
2020-11-27,2020-12-21,24,2.81,2.73,2.60,5083.51,-427.53,-2.99,trailing,110729.55
2021-06-18,2021-06-29,11,3.37,3.27,3.16,5447.29,-530.81,-2.90,trailing,110198.75
2022-01-27,2022-02-17,21,3.03,2.93,2.78,4420.72,-460.83,-3.44,trailing,109737.92
2022-07-08,2022-07-26,18,2.74,2.54,2.51,4941.28,-948.26,-7.02,trailing,108789.66
2022-07-28,2022-08-19,22,2.75,2.83,2.55,5330.98,402.85,2.75,trailing,109192.52
2023-05-19,2023-06-22,34,4.23,4.47,3.93,3680.57,890.17,5.72,trailing,110082.68
2023-07-18,2023-08-17,30,5.17,5.30,4.73,2500.49,330.37,2.56,trailing,110413.06
2023-11-10,2023-11-22,12,4.99,4.65,4.56,2606.89,-870.82,-6.70,trailing,109542.23
2024-02-27,2024-04-03,36,6.14,6.35,5.76,2902.80,622.57,3.49,trailing,110164.80
2024-05-16,2024-05-27,11,6.67,6.37,6.27,2746.49,-841.49,-4.59,trailing,109323.31
2024-07-03,2024-07-30,27,7.10,7.49,6.70,2742.97,1057.10,5.43,trailing,110380.41
2024-08-28,2024-09-26,29,8.07,8.53,7.61,2401.76,1114.31,5.75,trailing,111494.72
2025-01-29,2025-02-26,28,8.00,8.48,7.55,2468.93,1172.81,5.94,trailing,112667.52
2025-04-23,2025-06-13,51,10.11,11.36,9.53,1973.52,2477.21,12.42,trailing,115144.73
2025-08-22,2025-10-07,46,13.08,13.75,12.26,1406.81,943.60,5.13,trailing,116088.33
2025-10-29,2025-12-03,35,14.95,16.37,14.07,1321.74,1880.89,9.52,trailing,117969.22
2026-02-02,2026-02-26,24,14.87,16.54,13.89,1201.32,2006.20,11.23,fim_periodo,119975.42
2018-04-20,2018-05-11,21,8.20,8.00,7.62,1707.34,-350.34,-2.50,trailing,99649.66
2018-07-16,2018-07-30,14,7.27,7.04,6.77,1985.68,-468.74,-3.25,trailing,99180.93
2018-10-22,2018-11-13,22,7.47,7.69,6.90,1764.26,401.90,3.05,trailing,99582.83
2019-01-10,2019-02-11,32,9.25,9.99,8.71,1835.33,1348.86,7.94,trailing,100931.69
2019-05-27,2019-07-25,59,8.24,10.10,7.66,1754.56,3263.57,22.58,trailing,104195.26
2019-09-12,2019-10-07,25,11.95,12.13,11.16,1319.95,239.53,1.52,trailing,104434.79
2019-10-18,2019-10-29,11,13.12,12.58,12.37,1391.78,-757.69,-4.15,trailing,103677.10
2019-12-18,2020-01-31,44,14.07,16.09,13.30,1333.31,2685.68,14.31,trailing,106362.78
2020-07-08,2020-07-16,8,13.52,12.39,12.29,861.95,-977.60,-8.39,trailing,105385.18
2020-12-01,2020-12-22,21,11.70,11.64,10.60,952.03,-60.47,-0.54,trailing,105324.71
2021-04-06,2021-04-13,7,10.84,10.41,10.06,1343.53,-585.14,-4.02,trailing,104739.58
2021-06-01,2021-06-22,21,11.63,11.73,10.96,1562.06,154.88,0.85,trailing,104894.46
2022-01-31,2022-02-04,4,7.28,6.61,6.79,2179.06,-1461.32,-9.22,stop,103433.15
2022-03-24,2022-04-14,21,7.07,6.93,6.48,1745.61,-256.58,-2.08,trailing,103176.57
2022-05-31,2022-06-10,10,6.77,6.19,6.21,1844.21,-1067.35,-8.55,stop,102109.22
2022-08-10,2022-08-26,16,5.92,5.58,5.48,2359.88,-802.13,-5.75,trailing,101307.09
2023-06-20,2023-06-26,6,6.67,6.23,6.22,2250.88,-994.43,-6.62,trailing,100312.66
2023-11-14,2023-12-28,44,7.54,8.76,6.93,1646.34,2011.53,16.21,trailing,102324.20
2024-07-03,2024-07-18,15,6.90,6.78,6.37,1933.64,-221.64,-1.66,trailing,102102.56
2025-01-30,2025-02-07,8,5.03,4.61,4.60,2333.87,-980.90,-8.35,trailing,101121.66
2025-04-23,2025-05-12,19,6.30,6.23,5.73,1749.83,-133.71,-1.21,trailing,100987.94
2025-06-16,2025-07-02,16,7.38,6.97,6.73,1538.93,-632.09,-5.56,trailing,100355.85
2025-08-14,2025-09-22,39,7.21,7.92,6.71,2014.54,1430.33,9.85,trailing,101786.18
2025-11-06,2025-12-16,40,8.49,10.27,8.04,2246.94,3999.55,20.97,trailing,105785.72
2018-07-30,2018-08-10,11,3.16,3.11,3.01,6324.11,-332.02,-1.66,trailing,99667.98
2018-11-27,2019-02-11,76,3.62,4.50,3.47,5498.92,4811.56,24.14,trailing,104479.54
2019-04-23,2019-07-25,93,4.99,6.27,4.73,3980.17,5104.57,25.71,trailing,109584.11
2019-09-19,2019-10-16,27,7.00,7.39,6.61,2788.40,1080.50,5.54,trailing,110664.62
2020-06-25,2020-08-04,40,10.98,12.40,10.13,1305.78,1864.00,13.01,trailing,112528.62
2021-05-24,2021-06-10,17,16.99,17.22,15.85,986.23,226.83,1.35,trailing,112755.45
2022-02-16,2022-03-03,15,14.01,13.16,12.97,1086.28,-923.33,-6.07,trailing,111832.11
2022-05-26,2022-06-06,11,15.45,14.51,14.31,980.98,-922.12,-6.08,trailing,110909.99
2023-01-18,2023-01-23,5,12.96,12.06,11.97,1123.71,-1011.34,-6.94,trailing,109898.65
2023-11-23,2023-11-28,5,13.37,12.35,12.47,1215.69,-1240.01,-7.63,stop,108658.65
2024-07-09,2024-07-18,9,13.23,12.83,12.57,1642.61,-657.04,-3.02,trailing,108001.60
2025-01-27,2025-02-26,30,11.27,11.90,10.45,1312.29,826.74,5.59,trailing,108828.35
2025-05-07,2025-05-30,23,13.80,13.97,13.02,1395.24,237.19,1.23,trailing,109065.54
2025-09-10,2025-10-07,27,15.64,16.08,14.87,1394.70,613.67,2.81,trailing,109679.20
2026-01-21,2026-02-02,12,21.55,21.00,20.49,1017.90,-559.85,-2.55,trailing,109119.36
2018-10-30,2018-12-13,44,14.63,16.65,13.91,1367.06,2760.29,13.80,trailing,102760.29
2019-07-26,2019-08-12,17,23.64,23.34,22.71,869.37,-262.22,-1.28,trailing,102498.07
2019-10-29,2019-11-12,14,22.10,22.04,21.27,927.69,-55.05,-0.27,trailing,102443.02
2020-05-25,2020-06-24,30,21.09,21.66,19.56,666.07,377.90,2.69,trailing,102820.93
2020-11-17,2020-11-23,6,23.81,22.39,22.70,863.78,-1227.38,-5.97,stop,101593.55
2021-02-11,2021-02-22,11,24.33,22.46,23.19,835.01,-1560.93,-7.68,stop,100032.62
2021-06-10,2021-06-22,12,22.56,21.96,21.82,886.82,-532.67,-2.66,trailing,99499.95
2021-11-03,2021-11-17,14,22.16,21.71,21.12,897.86,-403.78,-2.03,trailing,99096.17
2022-01-28,2022-03-03,34,22.33,22.31,21.59,887.62,-12.10,-0.06,trailing,99084.07
2022-03-21,2022-04-26,36,23.39,24.30,22.65,847.15,768.65,3.88,trailing,99852.72
2022-05-24,2022-06-01,8,25.84,24.36,24.79,772.72,-1149.06,-5.75,stop,98703.66
2023-03-07,2023-03-17,10,24.21,23.94,23.28,815.52,-219.61,-1.11,trailing,98484.05
2023-04-20,2023-05-31,41,24.82,26.23,23.95,793.50,1115.63,5.66,trailing,99599.67
2023-09-20,2023-09-26,6,27.71,26.73,27.04,718.83,-702.08,-3.52,stop,98897.59
2023-11-13,2024-01-08,56,26.70,28.19,25.76,740.90,1104.83,5.59,trailing,100002.42
2024-07-03,2024-07-24,21,29.76,29.24,28.91,672.14,-345.75,-1.73,trailing,99656.66
2024-08-19,2024-08-28,9,30.77,30.02,29.89,647.71,-488.89,-2.45,trailing,99167.77
2025-04-30,2025-05-09,9,28.33,27.41,27.19,699.98,-646.50,-3.26,trailing,98521.27
2025-09-19,2025-09-26,7,29.70,28.60,28.52,663.43,-732.41,-3.72,trailing,97788.86
2026-02-11,2026-02-18,7,34.97,33.27,33.26,559.27,-950.76,-4.86,trailing,96838.10
2018-10-26,2018-12-06,41,11.00,12.00,10.30,1445.00,1447.69,9.11,trailing,101447.69
2019-06-07,2019-07-24,47,15.01,15.78,14.32,1351.72,1045.33,5.15,trailing,102493.02
2019-09-18,2019-10-01,13,17.35,16.91,16.59,1181.20,-519.10,-2.53,trailing,101973.92
2020-06-03,2020-08-10,68,17.72,21.22,16.27,703.47,2467.98,19.80,trailing,104441.90
2021-03-25,2021-05-03,39,19.39,21.07,18.04,772.55,1291.25,8.62,trailing,105733.15
2021-09-01,2021-09-08,7,23.37,21.89,21.99,770.08,-1135.30,-6.31,stop,104597.85
2022-02-04,2022-04-06,61,21.28,23.61,20.11,895.64,2091.96,10.98,trailing,106689.81
2022-08-04,2022-08-11,7,23.37,22.03,22.39,913.12,-1222.40,-5.73,stop,105467.41
2023-04-11,2023-04-26,15,25.55,24.89,23.88,629.75,-418.66,-2.60,trailing,105048.75
2023-05-19,2023-05-29,10,27.07,26.08,25.71,770.95,-761.83,-3.65,trailing,104286.92
2023-06-23,2023-08-01,39,29.09,30.52,27.61,704.01,1007.76,4.92,trailing,105294.68
2023-11-16,2023-12-04,18,31.78,31.40,30.22,662.69,-250.92,-1.19,trailing,105043.76
2024-07-09,2024-07-24,15,31.38,30.16,29.77,655.86,-799.51,-3.89,trailing,104244.24
2024-08-20,2024-09-02,13,33.61,31.99,31.72,553.07,-897.21,-4.83,trailing,103347.04
2025-01-30,2025-02-24,25,28.71,28.54,27.36,719.85,-121.90,-0.59,trailing,103225.13
2025-04-23,2025-05-22,29,32.63,34.66,31.05,632.75,1286.30,6.23,trailing,104511.43
2025-11-04,2025-12-05,31,36.21,39.10,34.83,577.19,1668.22,7.98,trailing,106179.65
2018-12-05,2019-02-13,70,12.09,13.73,11.21,1138.38,1870.30,13.59,trailing,101870.30
2019-06-05,2019-08-26,82,13.90,21.68,13.07,1223.34,9519.02,55.98,trailing,111389.32
2019-10-16,2019-11-12,27,25.34,25.30,23.71,683.86,-29.70,-0.17,trailing,111359.62
2019-12-12,2020-01-30,49,29.16,35.33,27.47,656.66,4046.11,21.13,trailing,115405.73
2020-06-02,2020-06-26,24,23.08,23.46,20.47,443.57,172.16,1.68,trailing,115577.90
2020-10-20,2020-10-28,8,24.67,23.31,22.86,639.72,-869.03,-5.51,trailing,114708.86
2020-11-27,2020-12-23,26,26.77,26.60,24.62,532.66,-90.03,-0.63,trailing,114618.83
2021-04-16,2021-04-28,12,21.33,20.68,19.79,741.26,-482.60,-3.05,trailing,114136.23
2022-07-12,2022-07-18,6,11.08,9.84,10.33,1513.83,-1872.55,-11.16,stop,112263.68
2022-08-10,2022-08-26,16,12.42,11.85,11.41,1112.40,-639.19,-4.63,trailing,111624.49
2022-09-30,2022-10-20,20,13.96,13.73,12.87,1019.10,-234.51,-1.65,trailing,111389.98
2023-03-15,2023-03-20,5,9.58,8.23,8.80,1427.52,-1938.45,-14.17,stop,109451.53
2023-05-05,2023-06-22,48,10.40,11.99,9.52,1245.42,1985.88,15.34,trailing,111437.41
2023-07-25,2023-08-30,36,14.24,15.52,13.19,1055.46,1350.96,8.99,trailing,112788.37
2023-11-28,2023-12-21,23,12.53,12.33,11.46,1054.27,-211.92,-1.60,trailing,112576.45
2024-07-16,2024-07-24,8,10.08,9.26,9.51,1978.38,-1619.71,-8.12,stop,110956.74
2024-08-19,2024-08-29,10,10.02,9.62,9.29,1528.01,-603.91,-3.95,trailing,110352.83
2025-01-27,2025-02-26,30,8.70,9.08,8.16,2035.15,776.72,4.39,trailing,111129.55
2025-08-07,2025-08-19,12,10.76,10.06,10.17,1880.69,-1330.43,-6.57,stop,109799.13
2025-10-28,2025-12-11,44,13.04,15.11,12.28,1451.14,3004.78,15.88,trailing,112803.90
2018-07-06,2018-07-27,21,17.57,17.75,16.30,789.97,143.30,1.03,trailing,100143.30
2019-01-14,2019-02-06,23,14.57,13.99,13.75,1224.21,-715.09,-4.01,trailing,99428.21
2019-06-10,2019-08-05,56,14.27,15.82,13.56,1393.21,2156.52,10.84,trailing,101584.73
2019-11-06,2020-01-29,84,17.72,21.44,17.05,1146.56,4262.55,20.98,trailing,105847.28
2020-06-02,2020-06-24,22,17.98,17.24,16.30,631.93,-465.80,-4.10,trailing,105381.48
2020-09-14,2020-09-23,9,20.36,19.58,19.14,863.72,-673.04,-3.83,trailing,104708.44
2021-05-20,2021-05-27,7,19.97,18.84,18.93,1010.86,-1139.09,-5.64,stop,103569.35
2022-01-20,2022-02-10,21,13.50,13.60,12.58,1126.45,106.94,0.70,trailing,103676.29
2022-06-02,2022-06-13,11,12.12,11.24,11.34,1333.45,-1179.06,-7.30,stop,102497.23
2023-05-19,2023-05-29,10,13.17,12.63,12.36,1270.98,-687.97,-4.11,trailing,101809.26
2023-10-02,2023-10-18,16,13.05,12.52,12.46,1560.45,-819.16,-4.02,trailing,100990.10
2023-11-10,2024-01-03,54,14.09,14.92,13.35,1367.94,1135.22,5.89,trailing,102125.32
2024-08-19,2024-09-23,35,13.83,14.04,13.30,1476.49,309.08,1.51,trailing,102434.41
2025-04-16,2025-05-09,23,11.42,11.51,10.78,1600.06,147.81,0.81,trailing,102582.22
2025-12-04,2025-12-05,1,15.39,14.49,14.75,1333.10,-1199.79,-5.85,stop,101382.43
2026-01-06,2026-02-26,51,15.59,17.39,14.82,1300.61,2341.09,11.55,fim_periodo,103723.52
2018-04-17,2018-05-02,15,8.55,8.27,7.98,1738.80,-495.57,-3.33,trailing,99504.43
2018-05-16,2018-05-22,6,9.29,8.64,8.69,1668.17,-1079.00,-6.96,stop,98425.42
2018-07-17,2018-08-10,24,8.26,8.22,7.60,1478.41,-68.04,-0.56,trailing,98357.39
2018-09-25,2018-10-04,9,9.01,8.36,8.45,1772.00,-1142.63,-7.16,stop,97214.76
2019-01-30,2019-02-06,7,8.40,7.98,7.90,1954.56,-833.85,-5.08,trailing,96380.91
2019-06-19,2019-07-12,23,7.88,7.75,7.51,2447.64,-309.24,-1.60,trailing,96071.67
2020-09-09,2020-09-29,20,10.92,10.75,10.05,1111.96,-189.18,-1.56,trailing,95882.48
2020-10-27,2020-10-28,1,12.55,11.81,11.70,1127.11,-832.97,-5.89,trailing,95049.51
2020-12-01,2021-01-19,49,12.72,13.82,11.76,988.13,1082.88,8.61,trailing,96132.39
2021-03-16,2021-03-23,7,15.56,14.36,14.06,641.13,-769.72,-7.71,trailing,95362.67
2021-08-11,2021-08-16,5,17.55,16.60,16.52,925.15,-880.73,-5.42,trailing,94481.93
2021-12-02,2021-12-20,18,16.74,16.51,15.40,704.85,-157.79,-1.34,trailing,94324.14
2022-03-10,2022-03-15,5,18.39,16.79,16.91,637.27,-1021.18,-8.71,stop,93302.96
2022-03-18,2022-04-07,20,18.58,17.85,16.96,575.93,-421.08,-3.94,trailing,92881.88
2022-05-27,2022-06-09,13,18.28,17.19,16.91,678.42,-742.51,-5.99,trailing,92139.37
2022-10-18,2022-10-28,10,16.76,16.38,15.84,1004.04,-385.25,-2.29,trailing,91754.12
2023-01-18,2023-02-01,14,23.01,22.12,21.58,640.22,-568.78,-3.86,trailing,91185.34
2023-06-14,2023-06-22,8,19.38,18.72,18.27,827.50,-541.82,-3.38,trailing,90643.52
2023-07-24,2023-08-07,14,20.85,20.67,19.88,869.55,-155.28,-0.86,trailing,90488.24
2023-11-10,2023-11-24,14,17.98,17.22,17.19,1006.44,-764.44,-4.22,trailing,89723.80
2024-04-04,2024-04-23,19,17.88,17.51,17.02,1003.58,-368.69,-2.05,trailing,89355.10
2024-06-28,2024-07-23,25,17.34,17.02,16.59,1030.66,-330.58,-1.85,trailing,89024.52
2024-10-02,2024-10-11,9,18.40,17.51,17.59,967.68,-864.05,-4.85,stop,88160.47
2024-12-03,2024-12-13,10,20.13,19.29,19.06,825.10,-692.28,-4.17,trailing,87468.19
2025-05-27,2025-05-30,3,15.73,14.92,14.91,1070.36,-868.95,-5.16,trailing,86599.23
2025-09-05,2025-09-12,7,17.18,16.06,16.41,1007.89,-1132.15,-6.54,stop,85467.09
2025-10-17,2025-11-19,33,17.74,18.49,16.91,963.76,726.56,4.25,trailing,86193.64
2026-01-06,2026-02-05,30,21.05,22.01,20.12,818.94,786.19,4.56,trailing,86979.83
2018-04-13,2018-05-02,19,3.21,3.20,2.99,4662.70,-38.61,-0.26,trailing,99961.39
2018-07-12,2018-08-10,29,2.98,3.13,2.74,4127.22,583.96,4.74,trailing,100545.36
2019-01-30,2019-02-06,7,3.25,3.03,3.07,5526.78,-1245.08,-6.93,stop,99300.28
2019-06-19,2019-07-11,22,3.06,3.04,2.92,6484.49,-167.59,-0.84,trailing,99132.69
2019-09-10,2019-09-24,14,2.84,2.71,2.62,4701.23,-570.66,-4.28,trailing,98562.03
2020-12-01,2021-01-19,49,4.75,5.13,4.42,2971.83,1127.29,7.99,trailing,99689.32
2021-03-16,2021-03-23,7,5.72,5.31,5.20,1929.29,-781.82,-7.09,trailing,98907.50
2021-04-07,2021-05-14,37,6.07,6.85,5.64,2322.76,1810.13,12.84,trailing,100717.63
2021-12-10,2021-12-20,10,6.60,6.08,6.16,2282.26,-1198.72,-7.96,stop,99518.90
2022-03-18,2022-04-06,19,6.64,6.54,6.12,1927.07,-178.93,-1.40,trailing,99339.97
2022-05-27,2022-06-09,13,6.85,6.61,6.38,2088.89,-503.02,-3.51,trailing,98836.95
2022-08-11,2022-08-19,8,6.00,5.74,5.62,2610.78,-683.70,-4.36,trailing,98153.25
2022-10-18,2022-10-28,10,6.60,6.45,6.27,2966.98,-464.12,-2.37,trailing,97689.13
2023-01-12,2023-02-02,21,8.51,8.15,8.03,2018.85,-729.93,-4.25,trailing,96959.20
2023-06-14,2023-06-28,14,7.57,7.38,7.17,2485.42,-449.89,-2.39,trailing,96509.31
2023-11-10,2023-11-29,19,7.32,7.19,6.99,2635.33,-353.43,-1.83,trailing,96155.88
2024-04-02,2024-04-24,22,7.29,7.30,7.01,2638.93,36.63,0.19,trailing,96192.51
2024-07-02,2024-07-23,21,7.64,7.46,7.38,2519.35,-444.51,-2.31,trailing,95748.00
2024-10-02,2024-10-08,6,7.90,7.64,7.53,2425.24,-621.07,-3.24,trailing,95126.93
2024-12-02,2024-12-13,11,8.29,8.13,7.84,2089.96,-330.97,-1.91,trailing,94795.96
2025-03-25,2025-03-28,3,6.94,6.76,6.66,2731.50,-494.24,-2.61,trailing,94301.71
2025-05-27,2025-05-30,3,6.46,6.11,6.16,2919.55,-1024.09,-5.43,stop,93277.62
2025-09-05,2025-09-12,7,7.19,6.82,6.88,2595.35,-956.69,-5.13,stop,92320.93
2025-10-13,2025-11-18,36,7.56,8.03,7.23,2443.42,1144.77,6.20,trailing,93465.70
2025-12-11,2026-02-05,56,8.65,9.85,8.28,2161.63,2598.89,13.90,trailing,96064.59
2018-12-13,2019-02-06,55,86.78,97.46,79.86,144.49,1543.77,12.31,trailing,101543.77
2019-09-23,2019-11-04,42,157.94,165.99,148.34,105.77,851.96,5.10,trailing,102395.73
2020-06-03,2020-07-02,29,172.98,180.97,157.83,67.59,539.77,4.62,trailing,102935.50
2021-11-11,2021-11-24,13,206.00,187.85,187.73,56.37,-1022.59,-8.81,trailing,101912.91
2022-01-25,2022-02-08,14,180.30,170.70,162.63,57.68,-553.69,-5.32,trailing,101359.22
2022-08-08,2022-08-31,23,102.45,109.20,90.99,88.45,597.01,6.59,trailing,101956.23
2023-05-05,2023-06-26,52,43.95,61.65,38.25,178.87,3166.01,40.27,trailing,105122.24
2023-07-31,2023-08-16,16,72.00,70.95,65.80,169.69,-178.17,-1.46,trailing,104944.07
2023-11-16,2023-11-30,14,70.65,65.55,63.23,141.34,-720.83,-7.22,trailing,104223.24
2024-05-14,2024-05-28,14,66.75,62.25,61.83,211.84,-953.26,-6.74,trailing,103269.98
2024-08-02,2024-08-29,27,64.50,64.35,60.57,262.77,-39.42,-0.23,trailing,103230.56
2025-08-14,2025-09-12,29,37.77,39.33,34.97,368.15,574.32,4.13,trailing,103804.88
2018-07-06,2018-07-12,6,21.49,20.49,20.09,713.38,-719.96,-4.70,trailing,99280.04
2018-11-28,2018-12-14,16,24.15,23.49,22.79,727.32,-485.37,-2.76,trailing,98794.67
2019-05-07,2019-06-04,28,22.28,22.63,21.17,886.45,302.22,1.53,trailing,99096.88
2019-09-05,2019-10-02,27,26.15,25.48,24.54,613.98,-412.70,-2.57,trailing,98684.18
2019-12-26,2020-01-22,27,28.45,28.28,27.23,693.80,-115.74,-0.59,trailing,98568.44
2020-04-22,2020-04-24,2,27.02,24.06,23.48,278.30,-823.44,-10.95,trailing,97745.00
2020-06-02,2020-06-26,24,27.34,27.06,25.19,454.18,-127.46,-1.03,trailing,97617.54
2020-12-08,2021-01-26,49,26.65,28.19,24.86,546.48,841.79,5.78,trailing,98459.32
2021-04-05,2021-05-03,28,27.53,28.54,25.82,576.73,584.77,3.68,trailing,99044.10
2021-05-28,2021-06-09,12,30.09,29.34,28.57,654.43,-489.51,-2.49,trailing,98554.59
2021-08-02,2021-08-16,14,31.02,29.75,29.39,606.44,-767.68,-4.08,trailing,97786.90
2022-01-26,2022-03-07,40,25.59,27.37,24.13,668.19,1188.76,6.95,trailing,98975.66
2022-06-01,2022-06-09,8,36.01,33.35,33.77,442.88,-1176.10,-7.38,stop,97799.56
2022-07-29,2022-08-18,20,37.01,35.69,34.78,439.10,-580.01,-3.57,trailing,97219.55
2022-10-10,2022-10-25,15,41.19,40.39,39.24,472.08,-375.90,-1.93,trailing,96843.65
2023-05-19,2023-06-22,34,35.00,38.45,33.26,553.37,1910.83,9.87,trailing,98754.48
2024-08-12,2024-08-27,15,27.94,27.82,26.51,687.46,-83.02,-0.43,trailing,98671.46
2025-02-11,2025-02-26,15,18.24,18.30,17.26,1015.46,67.58,0.36,trailing,98739.05
2025-10-29,2025-12-05,37,24.16,25.04,22.81,732.44,643.79,3.64,trailing,99382.84
2026-01-28,2026-02-04,7,26.17,22.99,24.78,714.47,-2272.02,-12.15,stop,97110.82
2018-07-13,2018-08-09,27,4.39,4.51,4.14,3966.47,481.10,2.76,trailing,100481.10
2018-10-08,2018-12-10,63,4.95,5.22,4.65,3339.27,886.53,5.36,trailing,101367.63
2019-01-08,2019-02-06,29,5.72,5.69,5.45,3543.63,-125.93,-0.62,trailing,101241.71
2019-09-26,2019-10-01,5,6.52,6.29,6.26,3104.96,-709.14,-3.50,trailing,100532.57
2019-10-22,2019-11-13,22,6.59,6.56,6.33,3051.38,-88.97,-0.44,trailing,100443.60
2019-12-18,2020-01-08,21,6.80,6.68,6.56,2953.45,-373.88,-1.86,trailing,100069.72
2020-06-02,2020-06-24,22,4.82,4.94,4.43,2535.43,294.91,2.41,trailing,100364.63
2020-07-20,2020-08-04,15,5.27,5.16,4.99,3614.90,-383.91,-2.02,trailing,99980.72
2021-05-14,2021-06-25,42,5.51,5.97,5.27,3626.48,1655.14,8.28,trailing,101635.85
2022-01-25,2022-02-22,28,5.53,5.81,5.30,3673.98,1022.62,5.03,trailing,102658.48
2022-03-24,2022-04-06,13,6.20,5.95,5.89,3297.87,-845.47,-4.13,trailing,101813.01
2022-08-04,2022-08-31,27,5.12,5.30,4.89,3980.63,728.07,3.58,trailing,102541.08
2022-09-19,2022-10-26,37,5.55,5.88,5.34,3695.17,1222.76,5.96,trailing,103763.84
2023-04-11,2023-05-02,21,5.62,5.59,5.39,3694.45,-98.58,-0.48,trailing,103665.25
2023-06-09,2023-07-11,32,6.17,6.50,5.95,3358.01,1086.61,5.24,trailing,104751.87
2023-11-10,2024-01-11,62,6.59,7.48,6.33,3180.15,2828.64,13.50,trailing,107580.50
