variacao,ticker,data_sinal,data_entrada,data_saida,dias,entrada,saida,pnl_pct,ret_bova,ret_rel,motivo,score,mrs,rsv
BASE,TIMS3,2022-04-01,2022-04-04,2022-04-19,10,10.06,9.48,-5.75,-5.03,-0.71,time_stop,8,8.77,228.40
BASE,TIMS3,2023-11-08,2023-11-09,2023-11-24,10,14.02,13.79,-1.62,5.63,-7.25,time_stop,7,21.01,216.27
BASE,TIMS3,2024-07-31,2024-08-01,2024-08-15,10,14.96,15.46,3.33,5.45,-2.12,time_stop,6,3.81,160.55
BASE,TIMS3,2025-02-11,2025-02-12,2025-02-26,10,14.75,14.52,-1.57,0.47,-2.04,time_stop,6,4.58,86.79
BASE,TIMS3,2025-06-26,2025-06-27,2025-07-03,4,20.21,21.22,5.00,3.09,1.91,take_profit,8,24.78,66.40
BASE,TIMS3,2026-02-11,2026-02-12,2026-03-02,10,28.03,27.30,-2.60,0.66,-3.27,time_stop,6,1.20,41.28
BASE,TOTS3,2022-08-10,2022-08-11,2022-08-25,10,28.89,29.33,1.51,3.51,-2.00,time_stop,6,0.07,58.23
BASE,TOTS3,2023-11-08,2023-11-09,2023-11-13,2,29.18,30.64,5.00,1.42,3.58,take_profit,6,1.33,426.58
BASE,TOTS3,2023-11-13,2023-11-14,2023-11-29,10,31.71,32.25,1.70,2.22,-0.52,time_stop,7,8.08,352.34
BASE,TOTS3,2024-05-22,2024-05-23,2024-06-07,10,29.03,27.62,-4.87,-3.28,-1.59,time_stop,5,-0.35,209.15
BASE,TOTS3,2024-10-31,2024-11-01,2024-11-04,1,29.27,30.73,5.00,2.05,2.95,take_profit,6,1.03,145.93
BASE,TOTS3,2025-01-31,2025-02-03,2025-02-17,10,33.25,34.00,2.28,2.13,0.15,time_stop,7,19.52,14.30
BASE,UGPA3,2022-04-14,2022-04-18,2022-05-03,10,12.68,10.45,-17.60,-7.84,-9.76,time_stop,5,-0.14,366.93
BASE,UGPA3,2023-05-04,2023-05-05,2023-05-11,4,14.29,15.00,5.00,2.86,2.14,take_profit,7,30.21,211.63
BASE,USIM5,2023-11-16,2023-11-17,2023-12-01,10,7.30,7.66,5.00,2.59,2.41,take_profit,5,-2.51,99.07
BASE,USIM5,2024-01-26,2024-01-29,2024-02-14,10,9.22,9.05,-1.89,-1.22,-0.67,time_stop,7,17.96,391.85
BASE,USIM5,2024-02-15,2024-02-16,2024-02-22,4,9.57,10.05,5.00,1.14,3.86,take_profit,7,23.10,417.44
BASE,USIM5,2025-10-27,2025-10-28,2025-11-11,10,5.41,5.29,-2.22,7.26,-9.48,time_stop,5,-0.82,420.27
BASE,USIM5,2025-12-03,2025-12-04,2025-12-10,4,5.81,6.10,5.00,-3.28,8.28,take_profit,5,-1.04,140.39
BASE,USIM5,2025-12-10,2025-12-11,2025-12-29,10,6.11,5.93,-2.95,0.78,-3.73,time_stop,7,7.16,110.45
BASE,USIM5,2026-01-28,2026-01-29,2026-02-12,10,7.10,6.03,-15.07,2.58,-17.65,time_stop,6,7.85,95.24
BASE,VALE3,2024-09-26,2024-09-27,2024-10-11,10,56.66,54.41,-3.97,-1.99,-1.98,time_stop,6,1.59,139.31
BASE,VALE3,2025-07-02,2025-07-03,2025-07-17,10,50.95,49.85,-2.16,-3.95,1.79,time_stop,5,-5.80,282.46
BASE,VALE3,2025-11-28,2025-12-01,2025-12-04,3,64.43,67.65,5.00,3.72,1.28,take_profit,8,5.84,254.19
BASE,VALE3,2026-01-21,2026-01-22,2026-01-28,4,82.50,86.62,5.00,5.01,-0.01,take_profit,8,23.14,195.33
BASE,VAMO3,2022-04-28,2022-04-29,2022-05-13,10,11.69,11.82,1.17,-0.11,1.27,time_stop,7,6.23,137.36
BASE,VAMO3,2022-08-04,2022-08-05,2022-08-08,1,12.33,12.94,5.00,2.01,2.99,take_profit,8,22.05,50.25
BASE,VAMO3,2022-08-10,2022-08-11,2022-08-25,10,13.52,12.38,-8.45,3.51,-11.97,time_stop,7,24.25,77.40
BASE,VAMO3,2022-10-31,2022-11-01,2022-11-17,10,13.70,10.95,-20.12,-6.31,-13.81,time_stop,8,16.65,34.33
BASE,VAMO3,2024-07-04,2024-07-05,2024-07-10,3,7.99,8.39,5.00,0.65,4.35,take_profit,6,2.02,37.81
BASE,VBBR3,2022-02-16,2022-02-17,2022-03-07,10,17.98,15.91,-11.53,-1.82,-9.71,time_stop,7,1.34,87.82
BASE,VBBR3,2023-08-16,2023-08-17,2023-08-29,8,14.03,14.73,5.00,2.93,2.07,take_profit,7,9.97,118.92
BASE,VBBR3,2023-11-07,2023-11-08,2023-11-23,10,17.10,17.55,2.68,6.37,-3.69,time_stop,7,23.86,368.36
BASE,VBBR3,2024-01-31,2024-02-01,2024-02-19,10,19.11,19.31,1.05,0.47,0.59,time_stop,7,20.24,-17.35
BASE,VBBR3,2024-11-06,2024-11-07,2024-11-25,10,19.66,18.58,-5.46,-0.31,-5.15,time_stop,5,0.12,83.38
BASE,VBBR3,2025-08-28,2025-08-29,2025-09-12,10,21.97,22.19,0.99,0.51,0.48,time_stop,7,18.25,29.48
BASE,VBBR3,2026-02-05,2026-02-06,2026-02-24,10,30.99,31.00,0.03,4.76,-4.73,time_stop,8,16.06,68.50
BASE,VIVA3,2023-05-12,2023-05-15,2023-05-18,3,21.43,22.50,5.00,1.21,3.79,take_profit,6,1.25,343.84
BASE,VIVA3,2025-05-15,2025-05-16,2025-05-26,6,23.64,24.82,5.00,-0.81,5.81,take_profit,6,1.29,71.35
BASE,WEGE3,2022-09-30,2022-10-03,2022-10-10,5,29.59,31.07,5.00,-0.28,5.28,take_profit,7,8.02,38.24
BASE,WEGE3,2022-10-26,2022-10-27,2022-10-31,2,34.62,36.35,5.00,1.95,3.05,take_profit,6,25.41,188.88
BASE,WEGE3,2023-07-20,2023-07-21,2023-07-24,1,35.31,37.07,5.00,1.01,3.99,take_profit,5,-6.81,168.87
BASE,WEGE3,2023-07-24,2023-07-25,2023-08-08,10,38.68,37.73,-2.45,-2.30,-0.15,time_stop,5,-1.11,299.20
BASE,WEGE3,2024-02-21,2024-02-22,2024-03-07,10,34.04,34.66,1.80,-1.29,3.09,time_stop,5,-6.49,264.06
BASE,WEGE3,2024-07-31,2024-08-01,2024-08-15,10,47.66,49.83,4.54,5.45,-0.91,time_stop,7,34.00,322.89
BASE,WEGE3,2026-01-22,2026-01-23,2026-01-27,2,49.35,51.82,5.00,1.44,3.56,take_profit,5,-1.21,-17.69
BASE,YDUQ3,2023-05-10,2023-05-11,2023-05-12,1,10.04,10.54,5.00,0.22,4.78,take_profit,7,7.25,391.35
BASE,YDUQ3,2023-06-21,2023-06-22,2023-07-06,10,17.89,17.76,-0.75,-1.41,0.66,time_stop,7,69.96,262.54
BASE,YDUQ3,2023-08-11,2023-08-14,2023-08-28,10,21.37,18.80,-12.01,0.17,-12.17,time_stop,7,84.95,82.60
BASE,YDUQ3,2025-03-18,2025-03-19,2025-04-02,10,10.99,11.40,3.76,-0.54,4.30,time_stop,7,13.19,146.17
BASE,YDUQ3,2025-04-17,2025-04-22,2025-05-02,7,13.56,14.24,5.00,3.55,1.45,take_profit,6,40.54,66.65
BASE,YDUQ3,2025-10-31,2025-11-03,2025-11-17,10,13.54,11.80,-12.83,4.36,-17.19,time_stop,5,-1.97,56.57
BASE,YDUQ3,2026-01-27,2026-01-28,2026-02-11,10,14.82,13.40,-9.58,2.53,-12.11,time_stop,5,-11.87,52.79
