combo,time_stop,score_limiar,ticker,data_entrada,data_saida,dias,entrada,saida,pnl_pct,ret_bova,ret_rel,motivo,score_entrada,score_saida
T5_SX,5,X,CBAV3,2024-10-07,2024-10-14,5,6.25,5.67,-9.28,-0.74,-8.54,time_stop,8,6
T5_SX,5,X,CBAV3,2025-02-12,2025-02-19,5,5.63,5.87,4.26,2.28,1.98,time_stop,6,4
T5_SX,5,X,CEAB3,2023-03-07,2023-03-08,1,2.62,2.75,5.00,2.30,2.70,take_profit,7,6
T5_SX,5,X,CEAB3,2023-05-15,2023-05-17,2,3.55,3.72,5.00,0.51,4.49,take_profit,6,5
T5_SX,5,X,CEAB3,2023-08-14,2023-08-21,5,6.14,5.49,-10.60,-2.22,-8.38,time_stop,7,5
T5_SX,5,X,CEAB3,2023-11-13,2023-11-16,2,6.61,6.94,5.00,3.54,1.46,take_profit,7,5
T5_SX,5,X,CEAB3,2023-11-17,2023-11-24,5,7.42,7.12,-3.96,0.46,-4.42,time_stop,7,7
T5_SX,5,X,CEAB3,2024-03-01,2024-03-08,5,8.59,9.02,5.00,-1.58,6.58,take_profit,8,7
T5_SX,5,X,CEAB3,2024-04-05,2024-04-12,5,10.92,10.08,-7.64,-0.63,-7.01,time_stop,7,6
T5_SX,5,X,CEAB3,2024-10-14,2024-10-16,2,10.26,10.77,5.00,0.45,4.55,take_profit,7,6
T5_SX,5,X,CEAB3,2024-10-28,2024-11-04,5,11.86,12.31,3.79,-0.54,4.33,time_stop,7,7
T5_SX,5,X,CEAB3,2025-05-09,2025-05-12,1,13.93,14.62,5.00,0.11,4.89,take_profit,7,5
T5_SX,5,X,CEAB3,2025-11-06,2025-11-13,5,16.61,16.41,-1.21,2.66,-3.87,time_stop,7,5
T5_SX,5,X,CMIG4,2022-03-21,2022-03-24,3,4.66,4.89,5.00,2.50,2.50,take_profit,7,6
T5_SX,5,X,CMIG4,2022-10-04,2022-10-11,5,6.13,5.36,-12.56,-1.30,-11.26,time_stop,8,2
T5_SX,5,X,CMIG4,2022-10-24,2022-10-31,5,5.80,5.72,-1.30,0.01,-1.31,time_stop,5,4
T5_SX,5,X,CMIG4,2023-09-18,2023-09-25,5,7.00,7.06,0.86,-1.81,2.67,time_stop,7,6
T5_SX,5,X,CMIG4,2024-11-18,2024-11-26,5,10.18,10.15,-0.33,1.80,-2.13,time_stop,8,8
T5_SX,5,X,COGN3,2022-09-23,2022-09-30,5,2.51,2.51,0.00,-1.28,1.28,time_stop,8,7
T5_SX,5,X,COGN3,2022-11-01,2022-11-09,5,2.81,2.39,-14.89,-2.71,-12.18,time_stop,7,4
T5_SX,5,X,COGN3,2023-05-15,2023-05-18,3,2.07,2.17,5.00,1.21,3.79,take_profit,6,5
