combo,time_stop,score_limiar,ticker,data_entrada,data_saida,dias,entrada,saida,pnl_pct,ret_bova,ret_rel,motivo,score_entrada,score_saida
T15_SX,15,X,CSMG3,2024-06-24,2024-07-15,15,18.34,18.35,0.05,5.58,-5.53,time_stop,8,8
T15_SX,15,X,CSMG3,2025-06-16,2025-06-26,7,25.25,26.51,5.00,-1.55,6.55,take_profit,7,7
T15_SX,15,X,CSMG3,2025-09-05,2025-09-16,7,30.24,31.75,5.00,1.05,3.95,take_profit,8,7
T15_SX,15,X,CSMG3,2025-10-16,2025-10-28,8,35.22,36.98,5.00,3.71,1.29,take_profit,7,6
T15_SX,15,X,CSMG3,2025-12-02,2025-12-23,15,42.11,43.97,4.42,-0.34,4.76,time_stop,7,6
T15_SX,15,X,CSMG3,2025-12-26,2026-01-20,15,44.18,45.51,3.01,3.23,-0.22,time_stop,7,6
T15_S4,15,4,CSMG3,2022-10-04,2022-10-26,15,10.84,10.28,-5.21,-3.18,-2.03,time_stop,8,8
T15_S4,15,4,CSMG3,2023-03-16,2023-04-04,13,11.41,11.99,5.00,-1.49,6.49,take_profit,8,8
T15_S4,15,4,CSMG3,2023-12-05,2023-12-18,9,15.39,16.16,5.00,3.46,1.54,take_profit,6,6
T15_S4,15,4,CSMG3,2024-06-24,2024-07-15,15,18.34,18.35,0.05,5.58,-5.53,time_stop,8,8
T15_S4,15,4,CSMG3,2025-06-16,2025-06-26,7,25.25,26.51,5.00,-1.55,6.55,take_profit,7,7
T15_S4,15,4,CSMG3,2025-09-05,2025-09-16,7,30.24,31.75,5.00,1.05,3.95,take_profit,8,7
T15_S4,15,4,CSMG3,2025-10-16,2025-10-28,8,35.22,36.98,5.00,3.71,1.29,take_profit,7,6
T15_S4,15,4,CSMG3,2025-12-02,2025-12-23,15,42.11,43.97,4.42,-0.34,4.76,time_stop,7,6
T15_S4,15,4,CSMG3,2025-12-26,2026-01-20,15,44.18,45.51,3.01,3.23,-0.22,time_stop,7,6
T15_S3,15,3,CSMG3,2022-10-04,2022-10-26,15,10.84,10.28,-5.21,-3.18,-2.03,time_stop,8,8
T15_S3,15,3,CSMG3,2023-03-16,2023-04-04,13,11.41,11.99,5.00,-1.49,6.49,take_profit,8,8
T15_S3,15,3,CSMG3,2023-12-05,2023-12-18,9,15.39,16.16,5.00,3.46,1.54,take_profit,6,6
T15_S3,15,3,CSMG3,2024-06-24,2024-07-15,15,18.34,18.35,0.05,5.58,-5.53,time_stop,8,8
T15_S3,15,3,CSMG3,2025-06-16,2025-06-26,7,25.25,26.51,5.00,-1.55,6.55,take_profit,7,7
T15_S3,15,3,CSMG3,2025-09-05,2025-09-16,7,30.24,31.75,5.00,1.05,3.95,take_profit,8,7
T15_S3,15,3,CSMG3,2025-10-16,2025-10-28,8,35.22,36.98,5.00,3.71,1.29,take_profit,7,6
T15_S3,15,3,CSMG3,2025-12-02,2025-12-23,15,42.11,43.97,4.42,-0.34,4.76,time_stop,7,6
T15_S3,15,3,CSMG3,2025-12-26,2026-01-20,15,44.18,45.51,3.01,3.23,-0.22,time_stop,7,6
T5_SX,5,X,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T5_SX,5,X,CPLE3,2022-11-03,2022-11-10,5,6.38,6.01,-5.71,-6.19,0.48,time_stop,8,8
T5_SX,5,X,CPLE3,2022-11-22,2022-11-29,5,6.64,6.34,-4.56,2.11,-6.67,time_stop,7,7
T5_SX,5,X,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T5_SX,5,X,CPLE3,2023-06-12,2023-06-19,5,6.62,6.63,0.13,2.19,-2.06,time_stop,8,8
T5_SX,5,X,CPLE3,2023-07-27,2023-08-03,5,7.17,7.18,0.24,0.58,-0.34,time_stop,8,8
T5_SX,5,X,CPLE3,2023-11-07,2023-11-14,5,7.47,7.80,4.44,3.41,1.03,time_stop,8,8
T5_SX,5,X,CPLE3,2025-05-09,2025-05-16,5,10.47,10.83,3.40,2.15,1.25,time_stop,8,5
T5_S4,5,4,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T5_S4,5,4,CPLE3,2022-11-03,2022-11-10,5,6.38,6.01,-5.71,-6.19,0.48,time_stop,8,8
T5_S4,5,4,CPLE3,2022-11-22,2022-11-29,5,6.64,6.34,-4.56,2.11,-6.67,time_stop,7,7
T5_S4,5,4,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T5_S4,5,4,CPLE3,2023-06-12,2023-06-19,5,6.62,6.63,0.13,2.19,-2.06,time_stop,8,8
T5_S4,5,4,CPLE3,2023-07-27,2023-08-03,5,7.17,7.18,0.24,0.58,-0.34,time_stop,8,8
T5_S4,5,4,CPLE3,2023-11-07,2023-11-14,5,7.47,7.80,4.44,3.41,1.03,time_stop,8,8
T5_S4,5,4,CPLE3,2025-05-09,2025-05-16,5,10.47,10.83,3.40,2.15,1.25,time_stop,8,5
T5_S3,5,3,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T5_S3,5,3,CPLE3,2022-11-03,2022-11-10,5,6.38,6.01,-5.71,-6.19,0.48,time_stop,8,8
T5_S3,5,3,CPLE3,2022-11-22,2022-11-29,5,6.64,6.34,-4.56,2.11,-6.67,time_stop,7,7
T5_S3,5,3,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T5_S3,5,3,CPLE3,2023-06-12,2023-06-19,5,6.62,6.63,0.13,2.19,-2.06,time_stop,8,8
T5_S3,5,3,CPLE3,2023-07-27,2023-08-03,5,7.17,7.18,0.24,0.58,-0.34,time_stop,8,8
T5_S3,5,3,CPLE3,2023-11-07,2023-11-14,5,7.47,7.80,4.44,3.41,1.03,time_stop,8,8
T5_S3,5,3,CPLE3,2025-05-09,2025-05-16,5,10.47,10.83,3.40,2.15,1.25,time_stop,8,5
T7_SX,7,X,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T7_SX,7,X,CPLE3,2022-11-03,2022-11-14,7,6.38,6.13,-3.90,-3.41,-0.49,time_stop,8,7
T7_SX,7,X,CPLE3,2022-11-22,2022-12-01,7,6.64,6.40,-3.65,1.89,-5.54,time_stop,7,8
T7_SX,7,X,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T7_SX,7,X,CPLE3,2023-06-12,2023-06-21,7,6.62,6.69,1.04,2.31,-1.27,time_stop,8,8
T7_SX,7,X,CPLE3,2023-07-27,2023-08-07,7,7.17,7.10,-0.97,-0.37,-0.60,time_stop,8,8
T7_SX,7,X,CPLE3,2023-11-07,2023-11-16,6,7.47,7.84,5.00,4.57,0.43,take_profit,8,8
T7_SX,7,X,CPLE3,2025-05-09,2025-05-20,7,10.47,10.85,3.58,2.70,0.88,time_stop,8,6
T7_S4,7,4,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T7_S4,7,4,CPLE3,2022-11-03,2022-11-14,7,6.38,6.13,-3.90,-3.41,-0.49,time_stop,8,7
T7_S4,7,4,CPLE3,2022-11-22,2022-12-01,7,6.64,6.40,-3.65,1.89,-5.54,time_stop,7,8
T7_S4,7,4,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T7_S4,7,4,CPLE3,2023-06-12,2023-06-21,7,6.62,6.69,1.04,2.31,-1.27,time_stop,8,8
T7_S4,7,4,CPLE3,2023-07-27,2023-08-07,7,7.17,7.10,-0.97,-0.37,-0.60,time_stop,8,8
T7_S4,7,4,CPLE3,2023-11-07,2023-11-16,6,7.47,7.84,5.00,4.57,0.43,take_profit,8,8
T7_S4,7,4,CPLE3,2025-05-09,2025-05-20,7,10.47,10.85,3.58,2.70,0.88,time_stop,8,6
T7_S3,7,3,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T7_S3,7,3,CPLE3,2022-11-03,2022-11-14,7,6.38,6.13,-3.90,-3.41,-0.49,time_stop,8,7
T7_S3,7,3,CPLE3,2022-11-22,2022-12-01,7,6.64,6.40,-3.65,1.89,-5.54,time_stop,7,8
T7_S3,7,3,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T7_S3,7,3,CPLE3,2023-06-12,2023-06-21,7,6.62,6.69,1.04,2.31,-1.27,time_stop,8,8
T7_S3,7,3,CPLE3,2023-07-27,2023-08-07,7,7.17,7.10,-0.97,-0.37,-0.60,time_stop,8,8
T7_S3,7,3,CPLE3,2023-11-07,2023-11-16,6,7.47,7.84,5.00,4.57,0.43,take_profit,8,8
T7_S3,7,3,CPLE3,2025-05-09,2025-05-20,7,10.47,10.85,3.58,2.70,0.88,time_stop,8,6
T10_SX,10,X,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T10_SX,10,X,CPLE3,2022-11-03,2022-11-18,10,6.38,5.52,-13.51,-7.29,-6.22,time_stop,8,7
T10_SX,10,X,CPLE3,2022-11-22,2022-12-06,10,6.64,6.07,-8.59,1.59,-10.18,time_stop,7,8
T10_SX,10,X,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T10_SX,10,X,CPLE3,2023-06-12,2023-06-26,10,6.62,6.73,1.57,0.69,0.88,time_stop,8,9
T10_SX,10,X,CPLE3,2023-07-27,2023-08-10,10,7.17,7.24,1.09,-1.32,2.41,time_stop,8,8
T10_SX,10,X,CPLE3,2023-11-07,2023-11-16,6,7.47,7.84,5.00,4.57,0.43,take_profit,8,8
T10_SX,10,X,CPLE3,2025-05-09,2025-05-23,10,10.47,10.72,2.33,0.92,1.41,time_stop,8,7
T10_S4,10,4,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T10_S4,10,4,CPLE3,2022-11-03,2022-11-18,10,6.38,5.52,-13.51,-7.29,-6.22,time_stop,8,7
T10_S4,10,4,CPLE3,2022-11-22,2022-12-06,10,6.64,6.07,-8.59,1.59,-10.18,time_stop,7,8
T10_S4,10,4,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T10_S4,10,4,CPLE3,2023-06-12,2023-06-26,10,6.62,6.73,1.57,0.69,0.88,time_stop,8,9
T10_S4,10,4,CPLE3,2023-07-27,2023-08-10,10,7.17,7.24,1.09,-1.32,2.41,time_stop,8,8
T10_S4,10,4,CPLE3,2023-11-07,2023-11-16,6,7.47,7.84,5.00,4.57,0.43,take_profit,8,8
T10_S4,10,4,CPLE3,2025-05-09,2025-05-23,10,10.47,10.72,2.33,0.92,1.41,time_stop,8,7
T10_S3,10,3,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T10_S3,10,3,CPLE3,2022-11-03,2022-11-18,10,6.38,5.52,-13.51,-7.29,-6.22,time_stop,8,7
T10_S3,10,3,CPLE3,2022-11-22,2022-12-06,10,6.64,6.07,-8.59,1.59,-10.18,time_stop,7,8
T10_S3,10,3,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T10_S3,10,3,CPLE3,2023-06-12,2023-06-26,10,6.62,6.73,1.57,0.69,0.88,time_stop,8,9
T10_S3,10,3,CPLE3,2023-07-27,2023-08-10,10,7.17,7.24,1.09,-1.32,2.41,time_stop,8,8
T10_S3,10,3,CPLE3,2023-11-07,2023-11-16,6,7.47,7.84,5.00,4.57,0.43,take_profit,8,8
T10_S3,10,3,CPLE3,2025-05-09,2025-05-23,10,10.47,10.72,2.33,0.92,1.41,time_stop,8,7
T15_SX,15,X,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T15_SX,15,X,CPLE3,2022-11-03,2022-11-25,15,6.38,6.32,-0.91,-7.10,6.19,time_stop,8,6
T15_SX,15,X,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T15_SX,15,X,CPLE3,2023-06-12,2023-06-30,14,6.62,6.95,5.00,0.47,4.53,take_profit,8,8
T15_SX,15,X,CPLE3,2023-07-27,2023-08-17,15,7.17,7.18,0.12,-4.03,4.15,time_stop,8,7
T15_SX,15,X,CPLE3,2023-11-07,2023-11-16,6,7.47,7.84,5.00,4.57,0.43,take_profit,8,8
T15_SX,15,X,CPLE3,2025-05-09,2025-05-30,15,10.47,10.92,4.29,0.56,3.73,time_stop,8,7
T15_S4,15,4,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T15_S4,15,4,CPLE3,2022-11-03,2022-11-25,15,6.38,6.32,-0.91,-7.10,6.19,time_stop,8,6
T15_S4,15,4,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T15_S4,15,4,CPLE3,2023-06-12,2023-06-30,14,6.62,6.95,5.00,0.47,4.53,take_profit,8,8
T15_S4,15,4,CPLE3,2023-07-27,2023-08-17,15,7.17,7.18,0.12,-4.03,4.15,time_stop,8,7
T15_S4,15,4,CPLE3,2023-11-07,2023-11-16,6,7.47,7.84,5.00,4.57,0.43,take_profit,8,8
T15_S4,15,4,CPLE3,2025-05-09,2025-05-30,15,10.47,10.92,4.29,0.56,3.73,time_stop,8,7
T15_S3,15,3,CPLE3,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,8
T15_S3,15,3,CPLE3,2022-11-03,2022-11-25,15,6.38,6.32,-0.91,-7.10,6.19,time_stop,8,6
T15_S3,15,3,CPLE3,2023-04-12,2023-04-13,1,5.71,5.99,5.00,-0.41,5.41,take_profit,6,6
T15_S3,15,3,CPLE3,2023-06-12,2023-06-30,14,6.62,6.95,5.00,0.47,4.53,take_profit,8,8
T15_S3,15,3,CPLE3,2023-07-27,2023-08-17,15,7.17,7.18,0.12,-4.03,4.15,time_stop,8,7
T15_S3,15,3,CPLE3,2023-11-07,2023-11-16,6,7.47,7.84,5.00,4.57,0.43,take_profit,8,8
T15_S3,15,3,CPLE3,2025-05-09,2025-05-30,15,10.47,10.92,4.29,0.56,3.73,time_stop,8,7
T5_SX,5,X,CPFE3,2023-09-18,2023-09-25,5,35.59,35.64,0.14,-1.81,1.95,time_stop,8,7
T5_SX,5,X,CPFE3,2025-02-20,2025-02-27,5,34.80,35.03,0.66,-2.19,2.85,time_stop,7,6
T5_SX,5,X,CPFE3,2025-08-11,2025-08-18,5,39.94,39.32,-1.55,1.38,-2.93,time_stop,8,5
T5_SX,5,X,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T5_SX,5,X,CPFE3,2026-01-26,2026-02-02,5,55.49,51.11,-7.89,2.22,-10.11,time_stop,7,4
T5_S4,5,4,CPFE3,2023-09-18,2023-09-25,5,35.59,35.64,0.14,-1.81,1.95,time_stop,8,7
T5_S4,5,4,CPFE3,2025-02-20,2025-02-27,5,34.80,35.03,0.66,-2.19,2.85,time_stop,7,6
T5_S4,5,4,CPFE3,2025-08-11,2025-08-12,1,39.94,39.55,-0.98,1.96,-2.94,score_exit_4,8,3
T5_S4,5,4,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T5_S4,5,4,CPFE3,2026-01-26,2026-02-02,5,55.49,51.11,-7.89,2.22,-10.11,time_stop,7,4
T5_S3,5,3,CPFE3,2023-09-18,2023-09-25,5,35.59,35.64,0.14,-1.81,1.95,time_stop,8,7
T5_S3,5,3,CPFE3,2025-02-20,2025-02-27,5,34.80,35.03,0.66,-2.19,2.85,time_stop,7,6
T5_S3,5,3,CPFE3,2025-08-11,2025-08-18,5,39.94,39.32,-1.55,1.38,-2.93,time_stop,8,5
T5_S3,5,3,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T5_S3,5,3,CPFE3,2026-01-26,2026-02-02,5,55.49,51.11,-7.89,2.22,-10.11,time_stop,7,4
T7_SX,7,X,CPFE3,2023-09-18,2023-09-27,7,35.59,34.33,-3.54,-3.45,-0.09,time_stop,8,6
T7_SX,7,X,CPFE3,2025-02-20,2025-03-05,7,34.80,35.40,1.72,-3.55,5.27,time_stop,7,7
T7_SX,7,X,CPFE3,2025-08-11,2025-08-20,7,39.94,38.98,-2.40,-0.53,-1.87,time_stop,8,3
T7_SX,7,X,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T7_SX,7,X,CPFE3,2026-01-26,2026-02-04,7,55.49,50.31,-9.34,1.65,-10.99,time_stop,7,2
T7_S4,7,4,CPFE3,2023-09-18,2023-09-27,7,35.59,34.33,-3.54,-3.45,-0.09,time_stop,8,6
T7_S4,7,4,CPFE3,2025-02-20,2025-03-05,7,34.80,35.40,1.72,-3.55,5.27,time_stop,7,7
T7_S4,7,4,CPFE3,2025-08-11,2025-08-12,1,39.94,39.55,-0.98,1.96,-2.94,score_exit_4,8,3
T7_S4,7,4,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T7_S4,7,4,CPFE3,2026-01-26,2026-02-03,6,55.49,51.15,-7.82,3.93,-11.75,score_exit_4,7,2
T7_S3,7,3,CPFE3,2023-09-18,2023-09-27,7,35.59,34.33,-3.54,-3.45,-0.09,time_stop,8,6
T7_S3,7,3,CPFE3,2025-02-20,2025-03-05,7,34.80,35.40,1.72,-3.55,5.27,time_stop,7,7
T7_S3,7,3,CPFE3,2025-08-11,2025-08-20,7,39.94,38.98,-2.40,-0.53,-1.87,time_stop,8,3
T7_S3,7,3,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T7_S3,7,3,CPFE3,2026-01-26,2026-02-03,6,55.49,51.15,-7.82,3.93,-11.75,score_exit_3,7,2
T10_SX,10,X,CPFE3,2023-09-18,2023-10-02,10,35.59,33.78,-5.09,-2.76,-2.33,time_stop,8,4
T10_SX,10,X,CPFE3,2025-02-20,2025-03-06,8,34.80,36.54,5.00,-3.27,8.27,take_profit,7,6
T10_SX,10,X,CPFE3,2025-08-11,2025-08-25,10,39.94,39.28,-1.65,1.97,-3.62,time_stop,8,6
T10_SX,10,X,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T10_SX,10,X,CPFE3,2026-01-26,2026-02-09,10,55.49,50.20,-9.53,4.27,-13.80,time_stop,7,3
T10_S4,10,4,CPFE3,2023-09-18,2023-10-02,10,35.59,33.78,-5.09,-2.76,-2.33,time_stop,8,4
T10_S4,10,4,CPFE3,2025-02-20,2025-03-06,8,34.80,36.54,5.00,-3.27,8.27,take_profit,7,6
T10_S4,10,4,CPFE3,2025-08-11,2025-08-12,1,39.94,39.55,-0.98,1.96,-2.94,score_exit_4,8,3
T10_S4,10,4,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T10_S4,10,4,CPFE3,2026-01-26,2026-02-03,6,55.49,51.15,-7.82,3.93,-11.75,score_exit_4,7,2
T10_S3,10,3,CPFE3,2023-09-18,2023-10-02,10,35.59,33.78,-5.09,-2.76,-2.33,time_stop,8,4
T10_S3,10,3,CPFE3,2025-02-20,2025-03-06,8,34.80,36.54,5.00,-3.27,8.27,take_profit,7,6
T10_S3,10,3,CPFE3,2025-08-11,2025-08-25,10,39.94,39.28,-1.65,1.97,-3.62,time_stop,8,6
T10_S3,10,3,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T10_S3,10,3,CPFE3,2026-01-26,2026-02-03,6,55.49,51.15,-7.82,3.93,-11.75,score_exit_3,7,2
T15_SX,15,X,CPFE3,2023-09-18,2023-10-09,15,35.59,33.64,-5.48,-2.54,-2.94,time_stop,8,5
T15_SX,15,X,CPFE3,2025-02-20,2025-03-06,8,34.80,36.54,5.00,-3.27,8.27,take_profit,7,6
T15_SX,15,X,CPFE3,2025-08-11,2025-09-01,15,39.94,38.78,-2.90,4.37,-7.27,time_stop,8,5
T15_SX,15,X,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T15_SX,15,X,CPFE3,2026-01-26,2026-02-18,15,55.49,49.57,-10.67,4.07,-14.74,time_stop,7,4
T15_S4,15,4,CPFE3,2023-09-18,2023-10-03,11,35.59,33.33,-6.35,-4.21,-2.14,score_exit_4,8,3
T15_S4,15,4,CPFE3,2025-02-20,2025-03-06,8,34.80,36.54,5.00,-3.27,8.27,take_profit,7,6
T15_S4,15,4,CPFE3,2025-08-11,2025-08-12,1,39.94,39.55,-0.98,1.96,-2.94,score_exit_4,8,3
T15_S4,15,4,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T15_S4,15,4,CPFE3,2026-01-26,2026-02-03,6,55.49,51.15,-7.82,3.93,-11.75,score_exit_4,7,2
T15_S3,15,3,CPFE3,2023-09-18,2023-10-09,15,35.59,33.64,-5.48,-2.54,-2.94,time_stop,8,5
T15_S3,15,3,CPFE3,2025-02-20,2025-03-06,8,34.80,36.54,5.00,-3.27,8.27,take_profit,7,6
T15_S3,15,3,CPFE3,2025-08-11,2025-09-01,15,39.94,38.78,-2.90,4.37,-7.27,time_stop,8,5
T15_S3,15,3,CPFE3,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,8
T15_S3,15,3,CPFE3,2026-01-26,2026-02-03,6,55.49,51.15,-7.82,3.93,-11.75,score_exit_3,7,2
T5_SX,5,X,CMIN3,2022-12-12,2022-12-19,5,2.80,2.69,-4.00,-0.42,-3.58,time_stop,7,6
T5_SX,5,X,CMIN3,2023-01-09,2023-01-10,1,2.97,3.12,5.00,1.74,3.26,take_profit,7,5
T5_SX,5,X,CMIN3,2023-05-09,2023-05-16,5,3.43,3.45,0.68,0.80,-0.12,time_stop,8,7
T5_SX,5,X,CMIN3,2023-09-22,2023-09-29,5,3.61,3.76,4.30,0.48,3.82,time_stop,7,6
T5_SX,5,X,CMIN3,2025-03-14,2025-03-17,1,5.34,5.60,5.00,1.60,3.40,take_profit,7,6
T5_S4,5,4,CMIN3,2022-12-12,2022-12-14,2,2.80,2.73,-2.75,-1.08,-1.67,score_exit_4,7,2
T5_S4,5,4,CMIN3,2023-01-09,2023-01-10,1,2.97,3.12,5.00,1.74,3.26,take_profit,7,5
T5_S4,5,4,CMIN3,2023-05-09,2023-05-16,5,3.43,3.45,0.68,0.80,-0.12,time_stop,8,7
T5_S4,5,4,CMIN3,2023-09-22,2023-09-29,5,3.61,3.76,4.30,0.48,3.82,time_stop,7,6
T5_S4,5,4,CMIN3,2025-03-14,2025-03-17,1,5.34,5.60,5.00,1.60,3.40,take_profit,7,6
T5_S3,5,3,CMIN3,2022-12-12,2022-12-14,2,2.80,2.73,-2.75,-1.08,-1.67,score_exit_3,7,2
T5_S3,5,3,CMIN3,2023-01-09,2023-01-10,1,2.97,3.12,5.00,1.74,3.26,take_profit,7,5
T5_S3,5,3,CMIN3,2023-05-09,2023-05-16,5,3.43,3.45,0.68,0.80,-0.12,time_stop,8,7
T5_S3,5,3,CMIN3,2023-09-22,2023-09-29,5,3.61,3.76,4.30,0.48,3.82,time_stop,7,6
T5_S3,5,3,CMIN3,2025-03-14,2025-03-17,1,5.34,5.60,5.00,1.60,3.40,take_profit,7,6
T7_SX,7,X,CMIN3,2022-12-12,2022-12-21,7,2.80,2.76,-1.50,2.03,-3.53,time_stop,7,5
T7_SX,7,X,CMIN3,2023-01-09,2023-01-10,1,2.97,3.12,5.00,1.74,3.26,take_profit,7,5
T7_SX,7,X,CMIN3,2023-05-09,2023-05-17,6,3.43,3.60,5.00,2.13,2.87,take_profit,8,7
T7_SX,7,X,CMIN3,2023-09-22,2023-10-03,7,3.61,3.68,1.94,-2.48,4.42,time_stop,7,5
T7_SX,7,X,CMIN3,2025-03-14,2025-03-17,1,5.34,5.60,5.00,1.60,3.40,take_profit,7,6
T7_S4,7,4,CMIN3,2022-12-12,2022-12-14,2,2.80,2.73,-2.75,-1.08,-1.67,score_exit_4,7,2
T7_S4,7,4,CMIN3,2023-01-09,2023-01-10,1,2.97,3.12,5.00,1.74,3.26,take_profit,7,5
T7_S4,7,4,CMIN3,2023-05-09,2023-05-17,6,3.43,3.60,5.00,2.13,2.87,take_profit,8,7
T7_S4,7,4,CMIN3,2023-09-22,2023-10-03,7,3.61,3.68,1.94,-2.48,4.42,time_stop,7,5
T7_S4,7,4,CMIN3,2025-03-14,2025-03-17,1,5.34,5.60,5.00,1.60,3.40,take_profit,7,6
T7_S3,7,3,CMIN3,2022-12-12,2022-12-14,2,2.80,2.73,-2.75,-1.08,-1.67,score_exit_3,7,2
T7_S3,7,3,CMIN3,2023-01-09,2023-01-10,1,2.97,3.12,5.00,1.74,3.26,take_profit,7,5
T7_S3,7,3,CMIN3,2023-05-09,2023-05-17,6,3.43,3.60,5.00,2.13,2.87,take_profit,8,7
T7_S3,7,3,CMIN3,2023-09-22,2023-10-03,7,3.61,3.68,1.94,-2.48,4.42,time_stop,7,5
T7_S3,7,3,CMIN3,2025-03-14,2025-03-17,1,5.34,5.60,5.00,1.60,3.40,take_profit,7,6
T10_SX,10,X,CMIN3,2022-12-12,2022-12-26,10,2.80,2.82,0.75,3.29,-2.54,time_stop,7,5
T10_SX,10,X,CMIN3,2023-01-09,2023-01-10,1,2.97,3.12,5.00,1.74,3.26,take_profit,7,5
T10_SX,10,X,CMIN3,2023-05-09,2023-05-17,6,3.43,3.60,5.00,2.13,2.87,take_profit,8,7
T10_SX,10,X,CMIN3,2023-09-22,2023-10-06,10,3.61,3.62,0.22,-1.73,1.95,time_stop,7,7
T10_SX,10,X,CMIN3,2025-03-14,2025-03-17,1,5.34,5.60,5.00,1.60,3.40,take_profit,7,6
T10_S4,10,4,CMIN3,2022-12-12,2022-12-14,2,2.80,2.73,-2.75,-1.08,-1.67,score_exit_4,7,2
T10_S4,10,4,CMIN3,2023-01-09,2023-01-10,1,2.97,3.12,5.00,1.74,3.26,take_profit,7,5
T10_S4,10,4,CMIN3,2023-05-09,2023-05-17,6,3.43,3.60,5.00,2.13,2.87,take_profit,8,7
T10_S4,10,4,CMIN3,2023-09-22,2023-10-06,10,3.61,3.62,0.22,-1.73,1.95,time_stop,7,7
T10_S4,10,4,CMIN3,2025-03-14,2025-03-17,1,5.34,5.60,5.00,1.60,3.40,take_profit,7,6
T10_S3,10,3,CMIN3,2022-12-12,2022-12-14,2,2.80,2.73,-2.75,-1.08,-1.67,score_exit_3,7,2
T10_S3,10,3,CMIN3,2023-01-09,2023-01-10,1,2.97,3.12,5.00,1.74,3.26,take_profit,7,5
T10_S3,10,3,CMIN3,2023-05-09,2023-05-17,6,3.43,3.60,5.00,2.13,2.87,take_profit,8,7
T10_S3,10,3,CMIN3,2023-09-22,2023-10-06,10,3.61,3.62,0.22,-1.73,1.95,time_stop,7,7
T10_S3,10,3,CMIN3,2025-03-14,2025-03-17,1,5.34,5.60,5.00,1.60,3.40,take_profit,7,6
T15_SX,15,X,CMIN3,2022-12-12,2023-01-03,15,2.80,2.81,0.14,-1.30,1.44,time_stop,7,6
