time_stop,combo,ticker,data_entrada,data_saida,dias,mrs_entrada,cruzamentos,entrada,saida,pnl_pct,ret_bova,ret_rel,motivo
7,TS7d,CMIN3,2025-11-10,2025-11-19,7,-4.656,10,5.670,5.480,-3.304,-0.164,-3.140,time_stop
10,TS10d,CMIN3,2024-03-27,2024-04-11,10,-4.969,3,4.260,4.130,-3.053,-0.266,-2.787,time_stop
10,TS10d,CMIN3,2024-04-18,2024-05-03,10,-4.583,3,4.270,4.210,-1.521,3.602,-5.123,time_stop
10,TS10d,CMIN3,2025-11-10,2025-11-25,10,-4.656,10,5.670,5.280,-6.783,0.473,-7.256,time_stop
5,TS5d,CURY3,2022-05-20,2022-05-27,5,-4.271,6,4.600,4.830,5.000,3.096,1.904,take_profit
5,TS5d,CURY3,2022-06-13,2022-06-21,5,-4.317,3,4.400,4.350,-1.165,-2.744,1.579,time_stop
5,TS5d,CURY3,2026-01-21,2026-01-27,4,-4.470,5,32.420,34.050,5.000,5.493,-0.493,take_profit
5,TS5d,CURY3,2026-01-28,2026-02-04,5,-4.548,5,35.030,35.480,1.268,-1.764,3.032,time_stop
7,TS7d,CURY3,2022-05-20,2022-05-27,5,-4.271,6,4.600,4.830,5.000,3.096,1.904,take_profit
7,TS7d,CURY3,2022-06-13,2022-06-23,7,-4.317,3,4.400,4.440,0.998,-4.500,5.498,time_stop
7,TS7d,CURY3,2026-01-21,2026-01-27,4,-4.470,5,32.420,34.050,5.000,5.493,-0.493,take_profit
7,TS7d,CURY3,2026-01-28,2026-02-05,6,-4.548,5,35.030,36.780,5.000,-1.516,6.516,take_profit
10,TS10d,CURY3,2022-05-20,2022-05-27,5,-4.271,6,4.600,4.830,5.000,3.096,1.904,take_profit
10,TS10d,CURY3,2022-06-13,2022-06-28,10,-4.317,3,4.400,4.360,-0.998,-2.088,1.090,time_stop
10,TS10d,CURY3,2026-01-21,2026-01-27,4,-4.470,5,32.420,34.050,5.000,5.493,-0.493,take_profit
10,TS10d,CURY3,2026-01-28,2026-02-05,6,-4.548,5,35.030,36.780,5.000,-1.516,6.516,take_profit
5,TS5d,CVCB3,2025-03-11,2025-03-14,3,-4.132,4,1.820,1.910,5.000,4.314,0.686,take_profit
5,TS5d,CVCB3,2026-01-21,2026-01-27,4,-4.552,4,2.400,2.520,5.000,5.493,-0.493,take_profit
5,TS5d,CVCB3,2026-01-29,2026-02-05,5,-4.855,4,2.660,2.550,-4.135,-0.557,-3.578,time_stop
7,TS7d,CVCB3,2025-03-11,2025-03-14,3,-4.132,4,1.820,1.910,5.000,4.314,0.686,take_profit
7,TS7d,CVCB3,2026-01-21,2026-01-27,4,-4.552,4,2.400,2.520,5.000,5.493,-0.493,take_profit
7,TS7d,CVCB3,2026-01-29,2026-02-09,7,-4.855,4,2.660,2.510,-5.639,1.748,-7.387,time_stop
10,TS10d,CVCB3,2025-03-11,2025-03-14,3,-4.132,4,1.820,1.910,5.000,4.314,0.686,take_profit
10,TS10d,CVCB3,2026-01-21,2026-01-27,4,-4.552,4,2.400,2.520,5.000,5.493,-0.493,take_profit
10,TS10d,CVCB3,2026-01-29,2026-02-12,10,-4.855,4,2.660,2.560,-3.759,2.577,-6.336,time_stop
5,TS5d,CYRE3,2022-08-22,2022-08-29,5,-4.170,4,11.470,11.890,3.632,1.565,2.067,time_stop
5,TS5d,CYRE3,2024-11-28,2024-12-05,5,-4.741,7,17.540,16.630,-5.237,2.646,-7.883,time_stop
5,TS5d,CYRE3,2026-02-04,2026-02-11,5,-4.177,3,31.840,31.280,-1.759,4.371,-6.130,time_stop
7,TS7d,CYRE3,2022-08-22,2022-08-31,7,-4.170,4,11.470,11.570,0.855,-0.843,1.698,time_stop
7,TS7d,CYRE3,2024-11-28,2024-12-09,7,-4.741,7,17.540,16.250,-7.402,2.028,-9.430,time_stop
7,TS7d,CYRE3,2026-02-04,2026-02-13,7,-4.177,3,31.840,30.640,-3.769,2.682,-6.451,time_stop
10,TS10d,CYRE3,2022-08-22,2022-09-01,8,-4.170,4,11.470,12.050,5.000,-0.131,5.131,take_profit
10,TS10d,CYRE3,2024-11-28,2024-12-12,10,-4.741,7,17.540,16.120,-8.107,1.171,-9.278,time_stop
10,TS10d,CYRE3,2026-02-04,2026-02-20,10,-4.177,3,31.840,31.950,0.345,4.764,-4.419,time_stop
5,TS5d,DIRR3,2022-05-24,2022-05-26,2,-4.773,4,2.480,2.610,5.000,1.294,3.706,take_profit
5,TS5d,DIRR3,2023-10-16,2023-10-23,5,-4.142,5,4.380,4.250,-3.015,-3.179,0.164,time_stop
5,TS5d,DIRR3,2023-10-24,2023-10-31,5,-4.176,5,4.280,4.330,1.048,-0.562,1.610,time_stop
7,TS7d,DIRR3,2022-05-24,2022-05-26,2,-4.773,4,2.480,2.610,5.000,1.294,3.706,take_profit
7,TS7d,DIRR3,2023-10-16,2023-10-25,7,-4.142,5,4.380,4.240,-3.299,-3.179,-0.120,time_stop
7,TS7d,DIRR3,2023-10-26,2023-11-03,5,-4.543,5,4.250,4.460,5.000,3.007,1.993,take_profit
10,TS10d,DIRR3,2022-05-24,2022-05-26,2,-4.773,4,2.480,2.610,5.000,1.294,3.706,take_profit
10,TS10d,DIRR3,2023-10-16,2023-10-30,10,-4.142,5,4.380,4.330,-1.195,-3.524,2.329,time_stop
5,TS5d,ENGI11,2022-10-05,2022-10-13,5,-4.105,7,34.340,33.990,-1.018,-2.700,1.682,time_stop
5,TS5d,ENGI11,2022-12-01,2022-12-08,5,-4.647,3,33.390,32.400,-2.979,-3.260,0.281,time_stop
5,TS5d,ENGI11,2023-01-06,2023-01-12,4,-4.097,7,31.980,33.580,5.000,2.616,2.384,take_profit
5,TS5d,ENGI11,2023-01-27,2023-02-03,5,-4.667,4,33.860,33.080,-2.318,-3.256,0.938,time_stop
5,TS5d,ENGI11,2024-03-18,2024-03-25,5,-4.961,5,39.420,39.200,-0.563,0.114,-0.677,time_stop
7,TS7d,ENGI11,2022-10-05,2022-10-17,7,-4.105,7,34.340,34.820,1.380,-3.018,4.398,time_stop
7,TS7d,ENGI11,2022-12-01,2022-12-12,7,-4.647,3,33.390,32.440,-2.862,-4.913,2.051,time_stop
7,TS7d,ENGI11,2023-01-06,2023-01-12,4,-4.097,7,31.980,33.580,5.000,2.616,2.384,take_profit
7,TS7d,ENGI11,2023-01-27,2023-02-07,7,-4.667,4,33.860,31.400,-7.276,-3.967,-3.309,time_stop
7,TS7d,ENGI11,2024-03-18,2024-03-27,7,-4.961,5,39.420,39.270,-0.396,0.813,-1.209,time_stop
10,TS10d,ENGI11,2022-10-05,2022-10-20,10,-4.105,7,34.340,35.770,4.164,-0.371,4.535,time_stop
10,TS10d,ENGI11,2022-12-01,2022-12-15,10,-4.647,3,33.390,32.040,-4.049,-6.127,2.078,time_stop
10,TS10d,ENGI11,2023-01-06,2023-01-12,4,-4.097,7,31.980,33.580,5.000,2.616,2.384,take_profit
10,TS10d,ENGI11,2023-01-27,2023-02-10,10,-4.667,4,33.860,31.470,-7.069,-3.367,-3.702,time_stop
10,TS10d,ENGI11,2024-03-18,2024-04-02,10,-4.961,5,39.420,39.290,-0.333,0.561,-0.894,time_stop
5,TS5d,ENEV3,2023-08-31,2023-09-08,5,-4.436,8,12.030,11.760,-2.244,-0.579,-1.665,time_stop
5,TS5d,ENEV3,2023-09-11,2023-09-18,5,-4.952,8,11.760,11.960,1.701,1.031,0.670,time_stop
5,TS5d,ENEV3,2023-09-21,2023-09-28,5,-4.226,6,11.880,12.090,1.768,-0.373,2.141,time_stop
5,TS5d,ENEV3,2024-09-02,2024-09-05,3,-4.088,11,13.230,13.890,5.000,1.365,3.635,take_profit
7,TS7d,ENEV3,2023-08-31,2023-09-12,7,-4.436,8,12.030,12.100,0.582,1.701,-1.119,time_stop
7,TS7d,ENEV3,2023-09-13,2023-09-22,7,-4.271,7,12.120,11.710,-3.383,-1.616,-1.767,time_stop
7,TS7d,ENEV3,2023-09-26,2023-10-05,7,-4.917,5,11.770,11.320,-3.823,-0.813,-3.010,time_stop
7,TS7d,ENEV3,2024-09-02,2024-09-05,3,-4.088,11,13.230,13.890,5.000,1.365,3.635,take_profit
10,TS10d,ENEV3,2023-08-31,2023-09-15,10,-4.436,8,12.030,12.330,2.494,2.324,0.170,time_stop
10,TS10d,ENEV3,2023-09-21,2023-10-05,10,-4.226,6,11.880,11.320,-4.714,-2.531,-2.183,time_stop
10,TS10d,ENEV3,2024-09-02,2024-09-05,3,-4.088,11,13.230,13.890,5.000,1.365,3.635,take_profit
5,TS5d,EGIE3,2023-11-06,2023-11-13,5,-4.276,5,26.050,26.700,2.500,1.751,0.749,time_stop
5,TS5d,EGIE3,2023-11-16,2023-11-23,5,-4.221,4,27.270,28.380,4.073,1.587,2.486,time_stop
5,TS5d,EGIE3,2025-05-12,2025-05-19,5,-4.576,4,27.410,28.760,4.930,2.272,2.658,time_stop
5,TS5d,EGIE3,2025-09-02,2025-09-09,5,-4.547,5,27.720,28.640,3.314,0.895,2.419,time_stop
7,TS7d,EGIE3,2023-11-06,2023-11-16,7,-4.276,5,26.050,27.350,5.000,5.357,-0.357,take_profit
7,TS7d,EGIE3,2023-11-20,2023-11-29,7,-4.710,3,27.710,27.620,-0.323,0.016,-0.339,time_stop
7,TS7d,EGIE3,2025-05-12,2025-05-20,6,-4.576,4,27.410,28.780,5.000,2.586,2.414,take_profit
7,TS7d,EGIE3,2025-09-02,2025-09-11,7,-4.547,5,27.720,28.900,4.239,1.885,2.354,time_stop
10,TS10d,EGIE3,2023-11-06,2023-11-16,7,-4.276,5,26.050,27.350,5.000,5.357,-0.357,take_profit
10,TS10d,EGIE3,2023-11-20,2023-12-04,10,-4.710,3,27.710,28.240,1.912,0.581,1.331,time_stop
10,TS10d,EGIE3,2025-05-12,2025-05-20,6,-4.576,4,27.410,28.780,5.000,2.586,2.414,take_profit
10,TS10d,EGIE3,2025-09-02,2025-09-16,10,-4.547,5,27.720,28.820,3.957,2.723,1.234,time_stop
5,TS5d,EQTL3,2024-02-22,2024-02-29,5,-4.447,6,31.250,31.570,1.005,-0.831,1.836,time_stop
5,TS5d,EQTL3,2024-10-03,2024-10-10,5,-4.106,3,30.190,30.050,-0.466,-0.961,0.495,time_stop
5,TS5d,EQTL3,2024-12-03,2024-12-10,5,-4.050,4,28.320,28.190,-0.464,1.712,-2.176,time_stop
5,TS5d,EQTL3,2024-12-20,2025-01-02,5,-4.450,4,26.830,25.060,-6.606,-1.638,-4.968,time_stop
5,TS5d,EQTL3,2026-01-08,2026-01-15,5,-4.275,3,38.250,37.750,-1.307,1.848,-3.155,time_stop
7,TS7d,EQTL3,2024-02-22,2024-03-04,7,-4.447,6,31.250,31.130,-0.384,-1.425,1.041,time_stop
7,TS7d,EQTL3,2024-10-03,2024-10-14,7,-4.106,3,30.190,30.650,1.522,-0.414,1.936,time_stop
7,TS7d,EQTL3,2024-12-03,2024-12-12,7,-4.050,4,28.320,27.820,-1.755,0.033,-1.788,time_stop
7,TS7d,EQTL3,2024-12-20,2025-01-06,7,-4.450,4,26.830,25.470,-5.068,-1.663,-3.405,time_stop
7,TS7d,EQTL3,2026-01-08,2026-01-19,7,-4.275,3,38.250,37.470,-2.039,1.466,-3.505,time_stop
10,TS10d,EQTL3,2024-02-22,2024-03-07,10,-4.447,6,31.250,31.110,-0.443,-1.291,0.848,time_stop
10,TS10d,EQTL3,2024-10-03,2024-10-17,10,-4.106,3,30.190,30.650,1.522,-0.562,2.084,time_stop
10,TS10d,EQTL3,2024-12-03,2024-12-17,10,-4.050,4,28.320,28.090,-0.795,-0.880,0.085,time_stop
10,TS10d,EQTL3,2024-12-20,2025-01-09,10,-4.450,4,26.830,25.530,-4.837,-1.873,-2.964,time_stop
10,TS10d,EQTL3,2026-01-08,2026-01-22,10,-4.275,3,38.250,40.160,5.000,8.233,-3.233,take_profit
5,TS5d,EZTC3,2025-05-20,2025-05-27,5,-4.844,3,9.820,9.870,0.479,-0.278,0.757,time_stop
5,TS5d,EZTC3,2025-05-28,2025-06-04,5,-4.363,3,9.830,10.190,3.574,-1.400,4.974,time_stop
5,TS5d,EZTC3,2025-06-17,2025-06-25,5,-4.956,4,9.770,9.650,-1.199,-2.192,0.993,time_stop
7,TS7d,EZTC3,2025-05-20,2025-05-29,7,-4.844,3,9.820,9.640,-1.906,-1.082,-0.824,time_stop
7,TS7d,EZTC3,2025-06-03,2025-06-12,7,-4.154,3,9.730,9.880,1.505,0.193,1.312,time_stop
7,TS7d,EZTC3,2025-06-17,2025-06-27,7,-4.956,4,9.770,9.860,0.900,-1.277,2.177,time_stop
10,TS10d,EZTC3,2025-05-20,2025-06-03,10,-4.844,3,9.820,10.050,2.268,-1.783,4.051,time_stop
10,TS10d,EZTC3,2025-06-17,2025-07-02,10,-4.956,4,9.770,10.130,3.748,0.288,3.460,time_stop
5,TS5d,FLRY3,2022-08-12,2022-08-19,5,-4.626,5,12.330,12.430,0.866,-1.022,1.888,time_stop
5,TS5d,FLRY3,2022-08-22,2022-08-29,5,-4.100,3,12.390,12.550,1.354,1.565,-0.211,time_stop
5,TS5d,FLRY3,2023-01-10,2023-01-11,1,-4.292,5,11.810,12.400,5.000,1.791,3.209,take_profit
5,TS5d,FLRY3,2023-01-18,2023-01-25,5,-4.992,5,12.190,12.140,-0.386,2.142,-2.528,time_stop
5,TS5d,FLRY3,2026-02-27,2026-03-06,5,-4.354,3,17.200,16.020,-6.860,-5.006,-1.854,time_stop
7,TS7d,FLRY3,2022-08-12,2022-08-23,7,-4.626,5,12.330,12.290,-0.309,0.423,-0.732,time_stop
7,TS7d,FLRY3,2022-08-25,2022-09-05,7,-4.069,3,12.580,13.060,3.818,-1.049,4.867,time_stop
7,TS7d,FLRY3,2023-01-10,2023-01-11,1,-4.292,5,11.810,12.400,5.000,1.791,3.209,take_profit
7,TS7d,FLRY3,2023-01-18,2023-01-27,7,-4.992,5,12.190,11.670,-4.311,0.065,-4.376,time_stop
7,TS7d,FLRY3,2026-02-27,2026-03-10,7,-4.354,3,17.200,16.270,-5.407,-2.922,-2.485,time_stop
10,TS10d,FLRY3,2022-08-12,2022-08-26,10,-4.626,5,12.330,12.490,1.361,-0.258,1.619,time_stop
10,TS10d,FLRY3,2023-01-10,2023-01-11,1,-4.292,5,11.810,12.400,5.000,1.791,3.209,take_profit
10,TS10d,FLRY3,2023-01-18,2023-02-01,10,-4.992,5,12.190,12.240,0.386,0.065,0.321,time_stop
10,TS10d,FLRY3,2026-02-27,2026-03-13,10,-4.354,3,17.200,15.390,-10.523,-5.730,-4.793,time_stop
5,TS5d,GGBR4,2023-08-09,2023-08-16,5,-4.923,4,19.960,19.070,-4.486,-2.467,-2.019,time_stop
5,TS5d,GGBR4,2024-08-05,2024-08-12,5,-4.665,10,16.030,16.630,3.756,4.829,-1.073,time_stop
5,TS5d,GGBR4,2024-08-22,2024-08-29,5,-4.993,4,17.420,17.450,0.163,0.456,-0.293,time_stop
5,TS5d,GGBR4,2025-02-03,2025-02-10,5,-4.928,5,16.400,16.850,2.749,-0.073,2.822,time_stop
5,TS5d,GGBR4,2025-02-17,2025-02-24,5,-4.156,5,16.840,15.610,-7.293,-2.204,-5.089,time_stop
7,TS7d,GGBR4,2023-08-09,2023-08-18,7,-4.923,4,19.960,18.870,-5.451,-2.616,-2.835,time_stop
7,TS7d,GGBR4,2024-08-05,2024-08-14,7,-4.665,10,16.030,16.440,2.577,6.496,-3.919,time_stop
7,TS7d,GGBR4,2024-08-22,2024-09-02,7,-4.993,4,17.420,17.310,-0.651,-0.357,-0.294,time_stop
7,TS7d,GGBR4,2025-02-03,2025-02-12,7,-4.928,5,16.400,16.660,1.579,-1.133,2.712,time_stop
7,TS7d,GGBR4,2025-02-17,2025-02-26,7,-4.156,5,16.840,15.970,-5.128,-2.739,-2.389,time_stop
10,TS10d,GGBR4,2023-08-09,2023-08-23,10,-4.923,4,19.960,19.010,-4.772,-0.349,-4.423,time_stop
10,TS10d,GGBR4,2024-08-05,2024-08-19,10,-4.665,10,16.030,16.680,4.050,8.385,-4.335,time_stop
10,TS10d,GGBR4,2024-08-22,2024-09-05,10,-4.993,4,17.420,17.390,-0.217,1.003,-1.220,time_stop
10,TS10d,GGBR4,2025-02-03,2025-02-17,10,-4.928,5,16.400,16.660,1.579,2.128,-0.549,time_stop
10,TS10d,GGBR4,2025-02-20,2025-03-10,10,-4.596,4,16.720,16.270,-2.686,-2.547,-0.139,time_stop
5,TS5d,GOAU4,2023-06-07,2023-06-15,5,-4.230,3,7.290,7.510,2.979,3.239,-0.260,time_stop
5,TS5d,GOAU4,2023-06-16,2023-06-23,5,-4.822,3,7.490,7.400,-1.160,0.357,-1.517,time_stop
5,TS5d,GOAU4,2026-03-03,2026-03-10,5,-4.746,3,9.010,8.520,-5.408,0.251,-5.659,time_stop
7,TS7d,GOAU4,2023-06-07,2023-06-19,7,-4.230,3,7.290,7.630,4.596,3.892,0.704,time_stop
7,TS7d,GOAU4,2023-06-20,2023-06-29,7,-4.101,3,7.620,7.410,-2.769,-0.786,-1.983,time_stop
7,TS7d,GOAU4,2026-03-03,2026-03-12,7,-4.746,3,9.010,8.160,-9.405,-1.924,-7.481,time_stop
10,TS10d,GOAU4,2023-06-07,2023-06-22,10,-4.230,3,7.290,7.420,1.787,3.113,-1.326,time_stop
10,TS10d,GOAU4,2026-03-03,2026-03-17,10,-4.746,3,9.010,7.990,-11.293,-1.378,-9.915,time_stop
5,TS5d,GGPS3,2024-02-28,2024-03-06,5,-4.254,4,15.470,15.020,-2.912,-0.879,-2.033,time_stop
5,TS5d,GGPS3,2026-01-19,2026-01-21,2,-4.589,3,16.120,16.930,5.000,4.329,0.671,take_profit
7,TS7d,GGPS3,2024-02-28,2024-03-08,7,-4.254,4,15.470,15.070,-2.582,-2.376,-0.206,time_stop
7,TS7d,GGPS3,2026-01-19,2026-01-21,2,-4.589,3,16.120,16.930,5.000,4.329,0.671,take_profit
10,TS10d,GGPS3,2024-02-28,2024-03-13,10,-4.254,4,15.470,15.310,-1.044,-1.497,0.453,time_stop
10,TS10d,GGPS3,2026-01-19,2026-01-21,2,-4.589,3,16.120,16.930,5.000,4.329,0.671,take_profit
5,TS5d,GMAT3,2023-04-27,2023-05-05,5,-4.106,3,5.040,5.120,1.490,2.391,-0.901,time_stop
5,TS5d,GMAT3,2023-05-10,2023-05-11,1,-4.016,3,5.340,5.610,5.000,0.818,4.182,take_profit
5,TS5d,GMAT3,2023-10-06,2023-10-16,5,-4.334,5,6.080,5.820,-4.173,2.060,-6.233,time_stop
5,TS5d,GMAT3,2024-07-29,2024-08-05,5,-4.498,7,6.610,6.710,1.585,-1.369,2.954,time_stop
5,TS5d,GMAT3,2024-11-19,2024-11-27,5,-4.005,4,6.900,6.940,0.559,-0.625,1.184,time_stop
5,TS5d,GMAT3,2024-11-29,2024-12-06,5,-4.123,4,6.710,6.860,2.152,0.114,2.038,time_stop
5,TS5d,GMAT3,2024-12-13,2024-12-20,5,-4.082,4,6.800,6.720,-1.133,-2.121,0.988,time_stop
7,TS7d,GMAT3,2023-04-27,2023-05-08,6,-4.106,3,5.040,5.300,5.000,2.974,2.026,take_profit
7,TS7d,GMAT3,2023-05-10,2023-05-11,1,-4.016,3,5.340,5.610,5.000,0.818,4.182,take_profit
7,TS7d,GMAT3,2023-10-06,2023-10-18,7,-4.334,5,6.080,5.560,-8.501,-0.262,-8.239,time_stop
7,TS7d,GMAT3,2024-07-29,2024-08-07,7,-4.498,7,6.610,6.940,5.000,0.470,4.530,take_profit
7,TS7d,GMAT3,2024-11-19,2024-11-29,7,-4.005,4,6.900,6.720,-2.514,-2.050,-0.464,time_stop
7,TS7d,GMAT3,2024-12-02,2024-12-11,7,-4.788,4,6.770,7.110,5.000,3.881,1.119,take_profit
7,TS7d,GMAT3,2024-12-13,2024-12-26,7,-4.082,4,6.800,6.690,-1.700,-3.017,1.317,time_stop
10,TS10d,GMAT3,2023-04-27,2023-05-08,6,-4.106,3,5.040,5.300,5.000,2.974,2.026,take_profit
10,TS10d,GMAT3,2023-05-10,2023-05-11,1,-4.016,3,5.340,5.610,5.000,0.818,4.182,take_profit
10,TS10d,GMAT3,2023-10-06,2023-10-23,10,-4.334,5,6.080,5.840,-3.864,-1.184,-2.680,time_stop
10,TS10d,GMAT3,2024-07-29,2024-08-07,7,-4.498,7,6.610,6.940,5.000,0.470,4.530,take_profit
10,TS10d,GMAT3,2024-11-19,2024-12-04,10,-4.005,4,6.900,6.830,-0.978,-1.706,0.728,time_stop
10,TS10d,GMAT3,2024-12-06,2024-12-20,10,-4.013,4,6.900,6.720,-2.514,-2.785,0.271,time_stop
5,TS5d,HAPV3,2023-10-19,2023-10-24,3,-4.879,3,57.150,60.010,5.000,-0.325,5.325,take_profit
5,TS5d,HAPV3,2023-12-27,2024-01-05,5,-4.811,9,64.650,64.050,-0.928,-1.520,0.592,time_stop
5,TS5d,HAPV3,2024-06-11,2024-06-18,5,-4.035,4,58.050,54.750,-5.685,-1.593,-4.092,time_stop
5,TS5d,HAPV3,2024-06-26,2024-07-03,5,-4.521,3,57.300,58.350,1.832,2.518,-0.686,time_stop
5,TS5d,HAPV3,2024-07-04,2024-07-11,5,-4.947,3,58.950,61.350,4.071,1.590,2.481,time_stop
5,TS5d,HAPV3,2024-09-30,2024-10-07,5,-4.474,3,60.600,59.550,-1.733,0.016,-1.749,time_stop
5,TS5d,HAPV3,2024-10-08,2024-10-15,5,-4.407,3,59.850,57.750,-3.509,-0.414,-3.095,time_stop
5,TS5d,HAPV3,2025-09-22,2025-09-29,5,-4.496,4,38.120,36.350,-4.643,1.028,-5.671,time_stop
7,TS7d,HAPV3,2023-10-19,2023-10-24,3,-4.879,3,57.150,60.010,5.000,-0.325,5.325,take_profit
7,TS7d,HAPV3,2023-12-27,2024-01-09,7,-4.811,9,64.650,66.600,3.016,-2.027,5.043,time_stop
7,TS7d,HAPV3,2024-06-11,2024-06-20,7,-4.035,4,58.050,54.750,-5.685,-0.746,-4.939,time_stop
7,TS7d,HAPV3,2024-06-26,2024-07-05,7,-4.521,3,57.300,59.250,3.403,2.988,0.415,time_stop
7,TS7d,HAPV3,2024-07-09,2024-07-15,4,-4.298,3,58.800,61.740,5.000,1.765,3.235,take_profit
7,TS7d,HAPV3,2024-09-30,2024-10-09,7,-4.474,3,60.600,58.350,-3.713,-1.620,-2.093,time_stop
7,TS7d,HAPV3,2025-09-22,2025-10-01,7,-4.496,4,38.120,35.480,-6.925,0.373,-7.298,time_stop
10,TS10d,HAPV3,2023-10-19,2023-10-24,3,-4.879,3,57.150,60.010,5.000,-0.325,5.325,take_profit
10,TS10d,HAPV3,2023-12-27,2024-01-12,10,-4.811,9,64.650,67.880,5.000,-2.304,7.304,take_profit
10,TS10d,HAPV3,2024-06-11,2024-06-25,10,-4.035,4,58.050,57.450,-1.034,0.763,-1.797,time_stop
10,TS10d,HAPV3,2024-06-26,2024-07-09,9,-4.521,3,57.300,60.160,5.000,3.693,1.307,take_profit
10,TS10d,HAPV3,2024-09-30,2024-10-14,10,-4.474,3,60.600,57.750,-4.703,-0.724,-3.979,time_stop
10,TS10d,HAPV3,2025-09-22,2025-10-06,10,-4.496,4,38.120,36.000,-5.561,-0.930,-4.631,time_stop
5,TS5d,HYPE3,2023-04-06,2023-04-14,5,-4.552,3,33.800,33.200,-1.786,5.585,-7.371,time_stop
5,TS5d,HYPE3,2023-07-28,2023-08-04,5,-4.641,4,39.730,39.840,0.292,-0.738,1.030,time_stop
5,TS5d,HYPE3,2023-08-09,2023-08-16,5,-4.832,4,38.900,37.310,-4.088,-2.467,-1.621,time_stop
5,TS5d,HYPE3,2025-09-25,2025-10-02,5,-4.062,5,22.840,22.660,-0.808,-0.907,0.099,time_stop
5,TS5d,HYPE3,2025-10-06,2025-10-13,5,-4.631,5,22.540,21.150,-6.135,-1.365,-4.770,time_stop
5,TS5d,HYPE3,2025-12-08,2025-12-15,5,-4.398,4,25.040,23.280,-7.022,2.654,-9.676,time_stop
7,TS7d,HYPE3,2023-04-06,2023-04-18,7,-4.552,3,33.800,33.330,-1.392,5.236,-6.628,time_stop
7,TS7d,HYPE3,2023-07-28,2023-08-08,7,-4.641,4,39.730,38.900,-2.069,-1.073,-0.996,time_stop
7,TS7d,HYPE3,2023-08-09,2023-08-18,7,-4.832,4,38.900,36.990,-4.915,-2.616,-2.299,time_stop
7,TS7d,HYPE3,2025-09-25,2025-10-06,7,-4.062,5,22.840,22.190,-2.841,-1.132,-1.709,time_stop
7,TS7d,HYPE3,2025-12-08,2025-12-17,7,-4.398,4,25.040,22.010,-12.071,-0.580,-11.491,time_stop
10,TS10d,HYPE3,2023-04-06,2023-04-24,10,-4.552,3,33.800,32.490,-3.887,3.105,-6.992,time_stop
10,TS10d,HYPE3,2023-07-28,2023-08-11,10,-4.641,4,39.730,38.910,-2.047,-1.948,-0.099,time_stop
10,TS10d,HYPE3,2025-09-25,2025-10-09,10,-4.062,5,22.840,20.610,-9.759,-2.481,-7.278,time_stop
10,TS10d,HYPE3,2025-12-08,2025-12-22,10,-4.398,4,25.040,22.500,-10.138,-0.116,-10.022,time_stop
5,TS5d,IGTI11,2022-11-11,2022-11-21,5,-4.331,3,17.350,17.260,-0.474,-2.275,1.801,time_stop
5,TS5d,IGTI11,2022-11-22,2022-11-29,5,-4.641,3,17.450,17.430,-0.105,2.113,-2.218,time_stop
5,TS5d,IGTI11,2022-11-30,2022-12-07,5,-4.868,3,17.330,16.510,-4.742,-2.754,-1.988,time_stop
5,TS5d,IGTI11,2023-09-27,2023-10-04,5,-4.987,3,18.470,18.600,0.705,-0.470,1.175,time_stop
5,TS5d,IGTI11,2024-04-16,2024-04-23,5,-4.701,5,20.110,20.140,0.158,0.463,-0.305,time_stop
5,TS5d,IGTI11,2024-04-24,2024-05-02,5,-4.698,5,20.090,20.760,3.346,1.967,1.379,time_stop
5,TS5d,IGTI11,2024-09-04,2024-09-11,5,-4.748,4,21.320,21.080,-1.126,-0.884,-0.242,time_stop
5,TS5d,IGTI11,2024-09-16,2024-09-23,5,-4.219,4,21.660,20.290,-6.297,-3.334,-2.963,time_stop
5,TS5d,IGTI11,2026-01-30,2026-02-06,5,-4.336,3,28.250,28.470,0.810,0.584,0.226,time_stop
7,TS7d,IGTI11,2022-11-11,2022-11-23,7,-4.331,3,17.350,16.650,-4.000,-3.049,-0.951,time_stop
7,TS7d,IGTI11,2022-11-30,2022-12-09,7,-4.868,3,17.330,16.390,-5.427,-4.310,-1.117,time_stop
7,TS7d,IGTI11,2023-09-27,2023-10-06,7,-4.987,3,18.470,18.570,0.504,-0.036,0.540,time_stop
7,TS7d,IGTI11,2024-04-16,2024-04-25,7,-4.701,5,20.110,19.520,-2.899,0.050,-2.949,time_stop
7,TS7d,IGTI11,2024-04-29,2024-05-03,3,-4.364,5,20.240,21.250,5.000,0.848,4.152,take_profit
7,TS7d,IGTI11,2024-09-04,2024-09-13,7,-4.748,4,21.320,21.450,0.586,-0.884,1.470,time_stop
7,TS7d,IGTI11,2024-09-16,2024-09-25,7,-4.219,4,21.660,20.240,-6.563,-2.634,-3.929,time_stop
7,TS7d,IGTI11,2026-01-30,2026-02-10,7,-4.336,3,28.250,28.830,2.077,2.357,-0.280,time_stop
10,TS10d,IGTI11,2022-11-11,2022-11-28,10,-4.331,3,17.350,16.930,-2.421,-3.132,0.711,time_stop
10,TS10d,IGTI11,2022-11-30,2022-12-14,10,-4.868,3,17.330,15.790,-8.851,-7.257,-1.594,time_stop
10,TS10d,IGTI11,2023-09-27,2023-10-10,9,-4.987,3,18.470,19.400,5.000,2.195,2.805,take_profit
10,TS10d,IGTI11,2024-04-16,2024-04-30,10,-4.701,5,20.110,20.090,-0.081,1.266,-1.347,time_stop
