time_stop,combo,ticker,data_entrada,data_saida,dias,mrs_entrada,cruzamentos,entrada,saida,pnl_pct,ret_bova,ret_rel,motivo
7,TS7d,AZZA3,2022-03-04,2022-03-15,7,-4.647,6,66.550,66.720,0.252,-4.982,5.234,time_stop
7,TS7d,AZZA3,2022-03-22,2022-03-23,1,-4.923,5,67.000,70.350,5.000,-0.177,5.177,take_profit
7,TS7d,AZZA3,2022-06-10,2022-06-22,7,-4.184,5,62.340,58.840,-5.621,-5.687,0.066,time_stop
7,TS7d,AZZA3,2022-06-30,2022-07-07,5,-4.945,7,57.210,60.070,5.000,2.505,2.495,take_profit
7,TS7d,AZZA3,2022-12-12,2022-12-21,7,-4.953,3,67.580,67.380,-0.304,2.033,-2.337,time_stop
7,TS7d,AZZA3,2022-12-26,2023-01-05,7,-4.606,3,69.350,63.840,-7.949,-0.837,-7.112,time_stop
7,TS7d,AZZA3,2023-02-14,2023-02-27,7,-4.619,4,68.800,64.410,-6.390,-2.049,-4.341,time_stop
7,TS7d,AZZA3,2025-08-28,2025-09-08,7,-4.413,3,31.460,29.290,-6.904,0.354,-7.258,time_stop
10,TS10d,AZZA3,2022-03-04,2022-03-18,10,-4.647,6,66.550,67.410,1.284,0.299,0.985,time_stop
10,TS10d,AZZA3,2022-03-22,2022-03-23,1,-4.923,5,67.000,70.350,5.000,-0.177,5.177,take_profit
10,TS10d,AZZA3,2022-06-10,2022-06-27,10,-4.184,5,62.340,58.580,-6.040,-4.390,-1.650,time_stop
10,TS10d,AZZA3,2022-06-30,2022-07-07,5,-4.945,7,57.210,60.070,5.000,2.505,2.495,take_profit
10,TS10d,AZZA3,2022-12-12,2022-12-26,10,-4.953,3,67.580,67.460,-0.176,3.291,-3.467,time_stop
10,TS10d,AZZA3,2023-02-14,2023-03-02,10,-4.619,4,68.800,62.460,-9.224,-4.300,-4.924,time_stop
10,TS10d,AZZA3,2025-08-28,2025-09-11,10,-4.413,3,31.460,29.940,-4.824,1.193,-6.017,time_stop
5,TS5d,B3SA3,2023-02-10,2023-02-17,5,-4.949,9,10.330,9.890,-4.253,0.773,-5.026,time_stop
5,TS5d,B3SA3,2024-09-04,2024-09-11,5,-4.082,4,11.430,11.440,0.083,-0.884,0.967,time_stop
5,TS5d,B3SA3,2024-09-12,2024-09-19,5,-4.379,4,11.450,11.310,-1.235,-0.721,-0.514,time_stop
5,TS5d,B3SA3,2025-10-03,2025-10-10,5,-4.032,6,12.500,12.250,-1.946,-2.415,0.469,time_stop
5,TS5d,B3SA3,2025-10-15,2025-10-22,5,-4.979,3,12.040,12.110,0.565,1.713,-1.148,time_stop
7,TS7d,B3SA3,2023-02-10,2023-02-23,7,-4.949,9,10.330,9.660,-6.424,-0.573,-5.851,time_stop
7,TS7d,B3SA3,2024-09-04,2024-09-13,7,-4.082,4,11.430,11.440,0.083,-0.884,0.967,time_stop
7,TS7d,B3SA3,2024-09-16,2024-09-25,7,-4.262,4,11.500,10.260,-10.799,-2.634,-8.165,time_stop
7,TS7d,B3SA3,2025-10-03,2025-10-14,7,-4.032,6,12.500,12.210,-2.335,-1.756,-0.579,time_stop
7,TS7d,B3SA3,2025-10-15,2025-10-24,7,-4.979,3,12.040,12.160,0.969,2.516,-1.547,time_stop
10,TS10d,B3SA3,2023-02-10,2023-02-28,10,-4.949,9,10.330,9.490,-8.107,-3.437,-4.670,time_stop
10,TS10d,B3SA3,2024-09-04,2024-09-18,10,-4.082,4,11.430,11.440,0.083,-1.760,1.843,time_stop
10,TS10d,B3SA3,2025-10-03,2025-10-17,10,-4.032,6,12.500,12.220,-2.257,-0.581,-1.676,time_stop
5,TS5d,BBSE3,2023-11-06,2023-11-13,5,-4.919,4,24.470,24.150,-1.319,1.751,-3.070,time_stop
5,TS5d,BBSE3,2025-06-06,2025-06-13,5,-4.045,5,31.910,31.240,-2.095,0.699,-2.794,time_stop
7,TS7d,BBSE3,2023-11-06,2023-11-16,7,-4.919,4,24.470,24.700,0.942,5.357,-4.415,time_stop
7,TS7d,BBSE3,2025-06-06,2025-06-17,7,-4.045,5,31.910,31.250,-2.068,1.849,-3.917,time_stop
10,TS10d,BBSE3,2023-11-06,2023-11-21,10,-4.919,4,24.470,24.520,0.220,6.053,-5.833,time_stop
10,TS10d,BBSE3,2025-06-06,2025-06-23,10,-4.045,5,31.910,31.240,-2.095,0.308,-2.403,time_stop
5,TS5d,BBDC3,2022-02-17,2022-02-24,5,-4.352,8,11.900,11.270,-5.342,-1.485,-3.857,time_stop
5,TS5d,BBDC3,2022-11-09,2022-11-17,5,-4.707,5,10.910,9.820,-9.959,-3.699,-6.260,time_stop
5,TS5d,BBDC3,2023-09-06,2023-09-14,5,-4.460,5,10.310,10.490,1.773,2.975,-1.202,time_stop
5,TS5d,BBDC3,2023-09-15,2023-09-22,5,-4.445,5,10.490,9.940,-5.227,-2.010,-3.217,time_stop
5,TS5d,BBDC3,2024-11-29,2024-12-06,5,-4.225,3,9.930,9.840,-0.824,0.114,-0.938,time_stop
5,TS5d,BBDC3,2026-03-09,2026-03-16,5,-4.314,5,16.700,16.420,-1.677,-0.401,-1.276,time_stop
7,TS7d,BBDC3,2022-02-17,2022-03-02,7,-4.352,8,11.900,11.210,-5.843,1.833,-7.676,time_stop
7,TS7d,BBDC3,2022-11-09,2022-11-21,7,-4.707,5,10.910,9.780,-10.300,-3.344,-6.956,time_stop
7,TS7d,BBDC3,2023-09-06,2023-09-18,7,-4.460,5,10.310,10.450,1.388,2.138,-0.750,time_stop
7,TS7d,BBDC3,2023-09-19,2023-09-28,7,-4.002,4,10.440,9.970,-4.566,-1.683,-2.883,time_stop
7,TS7d,BBDC3,2024-11-29,2024-12-10,7,-4.225,3,9.930,9.990,0.692,2.011,-1.319,time_stop
10,TS10d,BBDC3,2022-02-17,2022-03-07,10,-4.352,8,11.900,10.790,-9.369,-1.824,-7.545,time_stop
10,TS10d,BBDC3,2022-11-09,2022-11-24,10,-4.707,5,10.910,9.930,-8.936,-1.412,-7.524,time_stop
10,TS10d,BBDC3,2023-09-06,2023-09-21,10,-4.460,5,10.310,9.930,-3.624,0.312,-3.936,time_stop
10,TS10d,BBDC3,2024-11-29,2024-12-13,10,-4.225,3,9.930,9.790,-1.359,-0.564,-0.795,time_stop
5,TS5d,BBDC4,2022-10-31,2022-11-01,1,-4.423,3,14.040,14.750,5.000,0.588,4.412,take_profit
5,TS5d,BBDC4,2022-11-07,2022-11-14,5,-4.746,3,14.450,11.370,-21.329,-1.780,-19.549,time_stop
5,TS5d,BBDC4,2024-01-15,2024-01-22,5,-4.155,4,13.180,12.940,-1.841,-4.006,2.165,time_stop
5,TS5d,BBDC4,2024-01-24,2024-01-31,5,-4.791,4,12.920,12.850,-0.583,-0.016,-0.567,time_stop
5,TS5d,BBDC4,2024-02-01,2024-02-06,3,-4.471,3,12.890,13.540,5.000,1.863,3.137,take_profit
5,TS5d,BBDC4,2024-12-02,2024-12-09,5,-4.688,5,11.180,10.880,-2.708,1.543,-4.251,time_stop
5,TS5d,BBDC4,2026-03-09,2026-03-16,5,-4.749,3,19.320,19.000,-1.656,-0.401,-1.255,time_stop
7,TS7d,BBDC4,2022-10-31,2022-11-01,1,-4.423,3,14.040,14.750,5.000,0.588,4.412,take_profit
7,TS7d,BBDC4,2022-11-07,2022-11-17,7,-4.746,3,14.450,11.650,-19.357,-4.972,-14.385,time_stop
7,TS7d,BBDC4,2024-01-15,2024-01-24,7,-4.155,4,13.180,12.820,-2.730,-3.012,0.282,time_stop
7,TS7d,BBDC4,2024-01-25,2024-02-05,7,-4.714,4,12.840,13.100,2.017,-0.482,2.499,time_stop
7,TS7d,BBDC4,2024-12-02,2024-12-11,7,-4.688,5,11.180,11.290,0.949,3.881,-2.932,time_stop
10,TS10d,BBDC4,2022-10-31,2022-11-01,1,-4.423,3,14.040,14.750,5.000,0.588,4.412,take_profit
10,TS10d,BBDC4,2022-11-07,2022-11-22,10,-4.746,3,14.450,11.580,-19.875,-5.530,-14.345,time_stop
10,TS10d,BBDC4,2024-01-15,2024-01-29,10,-4.155,4,13.180,12.870,-2.349,-2.402,0.053,time_stop
10,TS10d,BBDC4,2024-01-30,2024-02-06,5,-4.914,3,12.890,13.540,5.000,2.679,2.321,take_profit
10,TS10d,BBDC4,2024-12-02,2024-12-16,10,-4.688,5,11.180,10.570,-5.410,-1.362,-4.048,time_stop
5,TS5d,BRAP4,2023-05-09,2023-05-16,5,-4.627,3,15.920,15.420,-3.118,0.800,-3.918,time_stop
5,TS5d,BRAP4,2024-01-16,2024-01-23,5,-4.107,4,17.860,17.320,-3.018,-0.749,-2.269,time_stop
5,TS5d,BRAP4,2024-02-01,2024-02-08,5,-4.017,4,17.060,16.590,-2.764,-0.040,-2.724,time_stop
5,TS5d,BRAP4,2025-01-07,2025-01-14,5,-4.699,4,13.580,13.240,-2.483,-1.430,-1.053,time_stop
5,TS5d,BRAP4,2025-01-17,2025-01-24,5,-4.401,3,13.820,13.740,-0.549,0.168,-0.717,time_stop
7,TS7d,BRAP4,2023-05-09,2023-05-18,7,-4.627,3,15.920,16.030,0.747,2.842,-2.095,time_stop
7,TS7d,BRAP4,2024-01-16,2024-01-25,7,-4.107,4,17.860,17.250,-3.395,-0.821,-2.574,time_stop
7,TS7d,BRAP4,2024-02-01,2024-02-14,7,-4.017,4,17.060,16.400,-3.861,-1.068,-2.793,time_stop
7,TS7d,BRAP4,2025-01-07,2025-01-16,7,-4.699,4,13.580,13.690,0.807,0.152,0.655,time_stop
7,TS7d,BRAP4,2025-01-17,2025-01-28,7,-4.401,3,13.820,13.660,-1.159,1.493,-2.652,time_stop
10,TS10d,BRAP4,2023-05-09,2023-05-23,10,-4.627,3,15.920,15.310,-3.821,2.543,-6.364,time_stop
10,TS10d,BRAP4,2024-01-16,2024-01-30,10,-4.107,4,17.860,17.150,-3.982,-1.530,-2.452,time_stop
10,TS10d,BRAP4,2024-02-01,2024-02-19,10,-4.017,4,17.060,16.580,-2.808,0.466,-3.274,time_stop
10,TS10d,BRAP4,2025-01-07,2025-01-21,10,-4.699,4,13.580,14.040,3.414,1.820,1.594,time_stop
5,TS5d,BBAS3,2024-08-09,2024-08-14,3,-4.049,3,23.640,24.820,5.000,2.006,2.994,take_profit
7,TS7d,BBAS3,2024-08-09,2024-08-14,3,-4.049,3,23.640,24.820,5.000,2.006,2.994,take_profit
10,TS10d,BBAS3,2024-08-09,2024-08-14,3,-4.049,3,23.640,24.820,5.000,2.006,2.994,take_profit
5,TS5d,BRAV3,2022-07-12,2022-07-19,5,-4.925,3,31.340,30.440,-2.872,-0.211,-2.661,time_stop
5,TS5d,BRAV3,2022-09-13,2022-09-20,5,-4.089,4,37.000,38.820,4.919,1.748,3.171,time_stop
5,TS5d,BRAV3,2022-09-29,2022-10-03,2,-4.719,10,35.790,37.580,5.000,8.285,-3.285,take_profit
5,TS5d,BRAV3,2025-01-27,2025-02-03,5,-4.612,4,22.380,21.950,-1.921,0.632,-2.553,time_stop
7,TS7d,BRAV3,2022-07-12,2022-07-21,7,-4.925,3,31.340,30.450,-2.840,0.474,-3.314,time_stop
7,TS7d,BRAV3,2022-09-13,2022-09-21,6,-4.089,4,37.000,38.850,5.000,1.103,3.897,take_profit
7,TS7d,BRAV3,2022-09-29,2022-10-03,2,-4.719,10,35.790,37.580,5.000,8.285,-3.285,take_profit
7,TS7d,BRAV3,2025-01-27,2025-02-05,7,-4.612,4,22.380,21.000,-6.166,0.410,-6.576,time_stop
10,TS10d,BRAV3,2022-07-12,2022-07-26,10,-4.925,3,31.340,29.940,-4.467,1.317,-5.784,time_stop
10,TS10d,BRAV3,2022-09-13,2022-09-21,6,-4.089,4,37.000,38.850,5.000,1.103,3.897,take_profit
10,TS10d,BRAV3,2022-09-29,2022-10-03,2,-4.719,10,35.790,37.580,5.000,8.285,-3.285,take_profit
10,TS10d,BRAV3,2025-01-27,2025-02-10,10,-4.612,4,22.380,20.750,-7.283,0.558,-7.841,time_stop
5,TS5d,BPAC11,2022-05-09,2022-05-10,1,-4.329,5,19.730,20.720,5.000,-0.441,5.441,take_profit
5,TS5d,BPAC11,2022-12-09,2022-12-16,5,-4.628,7,21.250,19.060,-10.312,-4.331,-5.981,time_stop
5,TS5d,BPAC11,2022-12-21,2022-12-23,2,-4.626,7,20.880,21.920,5.000,2.051,2.949,take_profit
5,TS5d,BPAC11,2023-01-06,2023-01-10,2,-4.496,5,20.900,21.950,5.000,1.592,3.408,take_profit
7,TS7d,BPAC11,2022-05-09,2022-05-10,1,-4.329,5,19.730,20.720,5.000,-0.441,5.441,take_profit
7,TS7d,BPAC11,2022-12-09,2022-12-20,7,-4.628,7,21.250,20.820,-2.036,-0.337,-1.699,time_stop
7,TS7d,BPAC11,2022-12-21,2022-12-23,2,-4.626,7,20.880,21.920,5.000,2.051,2.949,take_profit
7,TS7d,BPAC11,2023-01-06,2023-01-10,2,-4.496,5,20.900,21.950,5.000,1.592,3.408,take_profit
10,TS10d,BPAC11,2022-05-09,2022-05-10,1,-4.329,5,19.730,20.720,5.000,-0.441,5.441,take_profit
10,TS10d,BPAC11,2022-12-09,2022-12-23,10,-4.628,7,21.250,22.310,5.000,2.021,2.979,take_profit
10,TS10d,BPAC11,2023-01-06,2023-01-10,2,-4.496,5,20.900,21.950,5.000,1.592,3.408,take_profit
5,TS5d,CXSE3,2026-01-26,2026-02-02,5,-4.621,5,17.110,17.900,4.617,2.225,2.392,time_stop
5,TS5d,CXSE3,2026-02-20,2026-02-27,5,-4.151,6,17.760,17.790,0.169,-0.820,0.989,time_stop
5,TS5d,CXSE3,2026-03-02,2026-03-09,5,-4.008,4,17.710,17.660,-0.282,-4.442,4.160,time_stop
7,TS7d,CXSE3,2026-01-26,2026-02-03,6,-4.621,5,17.110,17.970,5.000,3.930,1.070,take_profit
7,TS7d,CXSE3,2026-02-20,2026-03-03,7,-4.151,6,17.760,17.580,-1.014,-3.958,2.944,time_stop
10,TS10d,CXSE3,2026-01-26,2026-02-03,6,-4.621,5,17.110,17.970,5.000,3.930,1.070,take_profit
10,TS10d,CXSE3,2026-02-20,2026-03-06,10,-4.151,6,17.760,17.610,-0.845,-5.785,4.940,time_stop
5,TS5d,CBAV3,2024-08-29,2024-09-05,5,-4.675,5,5.250,4.850,-7.619,0.545,-8.164,time_stop
7,TS7d,CBAV3,2024-08-29,2024-09-09,7,-4.675,5,5.250,4.620,-12.000,-0.855,-11.145,time_stop
10,TS10d,CBAV3,2024-08-29,2024-09-12,10,-4.675,5,5.250,4.670,-11.048,-1.407,-9.641,time_stop
5,TS5d,CEAB3,2024-08-16,2024-08-20,2,-4.800,5,8.390,8.810,5.000,1.650,3.350,take_profit
5,TS5d,CEAB3,2024-12-19,2024-12-30,5,-4.450,3,8.710,7.380,-15.263,-0.602,-14.661,time_stop
5,TS5d,CEAB3,2025-02-26,2025-02-27,1,-4.445,6,8.900,9.340,5.000,-0.057,5.057,take_profit
5,TS5d,CEAB3,2025-12-02,2025-12-09,5,-4.041,9,16.390,13.510,-17.575,-2.165,-15.410,time_stop
7,TS7d,CEAB3,2024-08-16,2024-08-20,2,-4.800,5,8.390,8.810,5.000,1.650,3.350,take_profit
7,TS7d,CEAB3,2024-12-19,2025-01-03,7,-4.450,3,8.710,7.120,-18.181,-2.144,-16.037,time_stop
7,TS7d,CEAB3,2025-02-26,2025-02-27,1,-4.445,6,8.900,9.340,5.000,-0.057,5.057,take_profit
7,TS7d,CEAB3,2025-12-02,2025-12-11,7,-4.041,9,16.390,12.960,-20.914,-1.127,-19.787,time_stop
10,TS10d,CEAB3,2024-08-16,2024-08-20,2,-4.800,5,8.390,8.810,5.000,1.650,3.350,take_profit
10,TS10d,CEAB3,2024-12-19,2025-01-08,10,-4.450,3,8.710,7.370,-15.322,-1.110,-14.212,time_stop
10,TS10d,CEAB3,2025-02-26,2025-02-27,1,-4.445,6,8.900,9.340,5.000,-0.057,5.057,take_profit
10,TS10d,CEAB3,2025-12-02,2025-12-16,10,-4.041,9,16.390,12.650,-22.847,-1.779,-21.068,time_stop
5,TS5d,CMIG4,2023-11-22,2023-11-29,5,-4.165,3,6.980,5.990,-14.263,0.098,-14.361,time_stop
5,TS5d,CMIG4,2025-11-25,2025-12-02,5,-4.740,4,10.830,10.930,0.981,3.269,-2.288,time_stop
7,TS7d,CMIG4,2023-11-22,2023-12-01,7,-4.165,3,6.980,6.090,-12.837,1.711,-14.548,time_stop
7,TS7d,CMIG4,2025-11-25,2025-12-04,7,-4.740,4,10.830,11.090,2.409,5.439,-3.030,time_stop
10,TS10d,CMIG4,2023-11-22,2023-12-06,10,-4.165,3,6.980,6.160,-11.807,-0.352,-11.455,time_stop
10,TS10d,CMIG4,2025-11-25,2025-12-09,10,-4.740,4,10.830,10.690,-1.249,1.033,-2.282,time_stop
5,TS5d,COGN3,2022-06-07,2022-06-14,5,-4.773,6,2.130,1.920,-9.639,-7.339,-2.300,time_stop
5,TS5d,COGN3,2022-06-27,2022-07-04,5,-4.989,8,1.890,1.710,-9.502,-2.209,-7.293,time_stop
5,TS5d,COGN3,2022-07-29,2022-08-04,4,-4.306,3,1.950,2.050,5.000,3.202,1.798,take_profit
5,TS5d,COGN3,2023-10-09,2023-10-10,1,-4.735,3,2.100,2.210,5.000,1.244,3.756,take_profit
5,TS5d,COGN3,2023-10-24,2023-10-31,5,-4.033,3,2.160,2.050,-5.138,-0.562,-4.576,time_stop
7,TS7d,COGN3,2022-06-07,2022-06-17,7,-4.773,6,2.130,2.020,-4.819,-9.364,4.545,time_stop
7,TS7d,COGN3,2022-06-27,2022-07-06,7,-4.989,8,1.890,1.930,2.262,-1.983,4.245,time_stop
7,TS7d,COGN3,2022-07-29,2022-08-04,4,-4.306,3,1.950,2.050,5.000,3.202,1.798,take_profit
7,TS7d,COGN3,2023-10-09,2023-10-10,1,-4.735,3,2.100,2.210,5.000,1.244,3.756,take_profit
7,TS7d,COGN3,2023-10-24,2023-11-03,7,-4.033,3,2.160,2.250,3.953,4.091,-0.138,time_stop
10,TS10d,COGN3,2022-06-07,2022-06-22,10,-4.773,6,2.130,1.920,-9.639,-9.534,-0.105,time_stop
10,TS10d,COGN3,2022-06-27,2022-07-07,8,-4.989,8,1.890,1.980,5.000,0.031,4.969,take_profit
10,TS10d,COGN3,2022-07-29,2022-08-04,4,-4.306,3,1.950,2.050,5.000,3.202,1.798,take_profit
10,TS10d,COGN3,2023-10-09,2023-10-10,1,-4.735,3,2.100,2.210,5.000,1.244,3.756,take_profit
10,TS10d,COGN3,2023-10-24,2023-11-08,10,-4.033,3,2.160,2.240,3.557,4.790,-1.233,time_stop
5,TS5d,CSMG3,2022-04-01,2022-04-08,5,-4.154,10,9.330,9.790,5.000,-2.747,7.747,take_profit
5,TS5d,CSMG3,2022-06-07,2022-06-14,5,-4.452,7,8.660,8.240,-4.882,-7.339,2.457,time_stop
5,TS5d,CSMG3,2022-07-06,2022-07-13,5,-4.297,6,7.760,7.840,1.067,-0.954,2.021,time_stop
5,TS5d,CSMG3,2023-10-18,2023-10-25,5,-4.297,5,12.830,12.610,-1.741,-0.924,-0.817,time_stop
5,TS5d,CSMG3,2023-11-03,2023-11-06,1,-4.054,5,12.930,13.580,5.000,0.052,4.948,take_profit
7,TS7d,CSMG3,2022-04-01,2022-04-08,5,-4.154,10,9.330,9.790,5.000,-2.747,7.747,take_profit
7,TS7d,CSMG3,2022-06-07,2022-06-17,7,-4.452,7,8.660,8.140,-5.984,-9.364,3.380,time_stop
7,TS7d,CSMG3,2022-07-06,2022-07-15,7,-4.297,6,7.760,7.790,0.356,-2.253,2.609,time_stop
7,TS7d,CSMG3,2023-10-18,2023-10-27,7,-4.297,5,12.830,12.240,-4.622,-0.471,-4.151,time_stop
7,TS7d,CSMG3,2023-11-03,2023-11-06,1,-4.054,5,12.930,13.580,5.000,0.052,4.948,take_profit
10,TS10d,CSMG3,2022-04-01,2022-04-08,5,-4.154,10,9.330,9.790,5.000,-2.747,7.747,take_profit
10,TS10d,CSMG3,2022-06-07,2022-06-22,10,-4.452,7,8.660,8.190,-5.411,-9.534,4.123,time_stop
10,TS10d,CSMG3,2022-07-06,2022-07-20,10,-4.297,6,7.760,7.930,2.222,-0.493,2.715,time_stop
10,TS10d,CSMG3,2023-10-18,2023-11-01,10,-4.297,5,12.830,12.850,0.120,1.078,-0.958,time_stop
10,TS10d,CSMG3,2023-11-03,2023-11-06,1,-4.054,5,12.930,13.580,5.000,0.052,4.948,take_profit
5,TS5d,CPLE3,2022-10-05,2022-10-13,5,-4.548,5,5.230,5.090,-2.694,-2.700,0.006,time_stop
5,TS5d,CPLE3,2022-10-19,2022-10-24,3,-4.501,5,5.190,5.450,5.000,-0.187,5.187,take_profit
5,TS5d,CPLE3,2024-04-15,2024-04-22,5,-4.342,5,7.420,7.740,4.353,0.206,4.147,time_stop
5,TS5d,CPLE3,2024-04-30,2024-05-03,2,-4.372,5,7.520,7.890,5.000,1.994,3.006,take_profit
5,TS5d,CPLE3,2024-05-15,2024-05-22,5,-4.264,4,7.640,7.730,1.179,-1.739,2.918,time_stop
5,TS5d,CPLE3,2024-11-06,2024-11-13,5,-4.047,8,7.790,7.650,-1.765,-1.560,-0.205,time_stop
5,TS5d,CPLE3,2024-11-14,2024-11-25,5,-4.021,4,7.620,7.840,2.888,1.127,1.761,time_stop
5,TS5d,CPLE3,2026-01-20,2026-01-22,2,-4.107,3,12.280,12.890,5.000,6.028,-1.028,take_profit
7,TS7d,CPLE3,2022-10-05,2022-10-17,7,-4.548,5,5.230,5.150,-1.426,-3.018,1.592,time_stop
7,TS7d,CPLE3,2022-10-19,2022-10-24,3,-4.501,5,5.190,5.450,5.000,-0.187,5.187,take_profit
7,TS7d,CPLE3,2024-04-15,2024-04-24,7,-4.342,5,7.420,7.470,0.727,-0.477,1.204,time_stop
7,TS7d,CPLE3,2024-04-30,2024-05-03,2,-4.372,5,7.520,7.890,5.000,1.994,3.006,take_profit
7,TS7d,CPLE3,2024-05-15,2024-05-24,7,-4.264,4,7.640,7.530,-1.415,-2.890,1.475,time_stop
7,TS7d,CPLE3,2024-11-06,2024-11-18,7,-4.047,8,7.790,7.750,-0.471,-1.496,1.025,time_stop
7,TS7d,CPLE3,2026-01-20,2026-01-22,2,-4.107,3,12.280,12.890,5.000,6.028,-1.028,take_profit
10,TS10d,CPLE3,2022-10-05,2022-10-20,10,-4.548,5,5.230,5.360,2.536,-0.371,2.907,time_stop
10,TS10d,CPLE3,2024-04-15,2024-04-29,10,-4.342,5,7.420,7.530,1.577,1.826,-0.249,time_stop
10,TS10d,CPLE3,2024-04-30,2024-05-03,2,-4.372,5,7.520,7.890,5.000,1.994,3.006,take_profit
10,TS10d,CPLE3,2024-05-15,2024-05-29,10,-4.264,4,7.640,7.460,-2.358,-4.113,1.755,time_stop
10,TS10d,CPLE3,2024-11-06,2024-11-22,10,-4.047,8,7.790,7.660,-1.647,-0.222,-1.425,time_stop
10,TS10d,CPLE3,2026-01-20,2026-01-22,2,-4.107,3,12.280,12.890,5.000,6.028,-1.028,take_profit
5,TS5d,CSAN3,2022-03-02,2022-03-09,5,-4.976,3,19.610,20.590,5.000,-1.188,6.188,take_profit
5,TS5d,CSAN3,2022-03-17,2022-03-18,1,-4.566,5,19.250,20.220,5.000,1.868,3.132,take_profit
5,TS5d,CSAN3,2022-05-03,2022-05-10,5,-4.457,11,18.630,16.790,-9.881,-3.388,-6.493,time_stop
5,TS5d,CSAN3,2022-06-20,2022-06-27,5,-4.536,4,17.340,17.480,0.813,1.101,-0.288,time_stop
5,TS5d,CSAN3,2022-06-28,2022-07-05,5,-4.422,4,17.480,16.260,-6.993,-2.318,-4.675,time_stop
5,TS5d,CSAN3,2022-08-29,2022-09-05,5,-4.768,4,19.030,18.400,-3.312,0.046,-3.358,time_stop
5,TS5d,CSAN3,2023-12-18,2023-12-26,5,-4.079,4,18.010,18.600,3.273,1.870,1.403,time_stop
7,TS7d,CSAN3,2022-03-02,2022-03-09,5,-4.976,3,19.610,20.590,5.000,-1.188,6.188,take_profit
7,TS7d,CSAN3,2022-03-17,2022-03-18,1,-4.566,5,19.250,20.220,5.000,1.868,3.132,take_profit
7,TS7d,CSAN3,2022-05-03,2022-05-12,7,-4.457,11,18.630,17.450,-6.347,-0.662,-5.685,time_stop
7,TS7d,CSAN3,2022-06-20,2022-06-29,7,-4.536,4,17.340,17.460,0.705,-0.301,1.006,time_stop
7,TS7d,CSAN3,2022-07-01,2022-07-12,7,-4.128,4,17.020,16.120,-5.304,-0.763,-4.541,time_stop
7,TS7d,CSAN3,2022-08-29,2022-09-08,7,-4.768,4,19.030,17.460,-8.206,-2.048,-6.158,time_stop
7,TS7d,CSAN3,2023-12-18,2023-12-28,7,-4.079,4,18.010,18.700,3.863,2.451,1.412,time_stop
10,TS10d,CSAN3,2022-03-02,2022-03-09,5,-4.976,3,19.610,20.590,5.000,-1.188,6.188,take_profit
10,TS10d,CSAN3,2022-03-17,2022-03-18,1,-4.566,5,19.250,20.220,5.000,1.868,3.132,take_profit
10,TS10d,CSAN3,2022-05-03,2022-05-17,10,-4.457,11,18.630,17.870,-4.075,2.122,-6.197,time_stop
10,TS10d,CSAN3,2022-06-20,2022-07-04,10,-4.536,4,17.340,16.550,-4.555,-1.132,-3.423,time_stop
10,TS10d,CSAN3,2022-08-29,2022-09-13,10,-4.768,4,19.030,17.370,-8.700,-1.310,-7.390,time_stop
10,TS10d,CSAN3,2023-12-18,2024-01-04,10,-4.079,4,18.010,18.390,2.146,0.063,2.083,time_stop
5,TS5d,CPFE3,2023-01-09,2023-01-16,5,-4.502,5,29.040,29.670,2.176,0.114,2.062,time_stop
5,TS5d,CPFE3,2023-01-18,2023-01-25,5,-4.501,4,30.070,30.920,2.832,2.142,0.690,time_stop
5,TS5d,CPFE3,2023-06-19,2023-06-26,5,-4.805,3,31.430,33.000,5.000,-1.472,6.472,take_profit
5,TS5d,CPFE3,2024-02-22,2024-02-29,5,-4.958,3,35.700,35.390,-0.868,-0.831,-0.037,time_stop
7,TS7d,CPFE3,2023-01-09,2023-01-18,7,-4.502,5,29.040,30.370,4.604,2.829,1.775,time_stop
7,TS7d,CPFE3,2023-01-20,2023-01-31,7,-4.690,3,30.270,30.480,0.665,1.282,-0.617,time_stop
7,TS7d,CPFE3,2023-06-19,2023-06-26,5,-4.805,3,31.430,33.000,5.000,-1.472,6.472,take_profit
7,TS7d,CPFE3,2024-02-22,2024-03-04,7,-4.958,3,35.700,34.900,-2.241,-1.425,-0.816,time_stop
10,TS10d,CPFE3,2023-01-09,2023-01-23,10,-4.502,5,29.040,29.610,1.987,2.421,-0.434,time_stop
10,TS10d,CPFE3,2023-06-19,2023-06-26,5,-4.805,3,31.430,33.000,5.000,-1.472,6.472,take_profit
10,TS10d,CPFE3,2024-02-22,2024-03-07,10,-4.958,3,35.700,34.410,-3.613,-1.291,-2.322,time_stop
5,TS5d,CMIN3,2024-03-27,2024-04-04,5,-4.969,3,4.260,4.240,-0.382,-0.298,-0.084,time_stop
5,TS5d,CMIN3,2024-04-10,2024-04-17,5,-4.496,3,4.380,4.220,-3.525,-2.908,-0.617,time_stop
5,TS5d,CMIN3,2024-04-18,2024-04-25,5,-4.583,3,4.270,4.020,-5.894,0.357,-6.251,time_stop
5,TS5d,CMIN3,2025-11-10,2025-11-17,5,-4.656,10,5.670,5.610,-1.043,1.011,-2.054,time_stop
7,TS7d,CMIN3,2024-03-27,2024-04-08,7,-4.969,3,4.260,4.340,1.908,0.871,1.037,time_stop
7,TS7d,CMIN3,2024-04-10,2024-04-19,7,-4.496,3,4.380,4.300,-1.670,-2.118,0.448,time_stop
