ticker,data,mrs,rsv,atr_ratio,close,variacao,ret_5d,ret_bova_5d,ret_rel_5d,ret_10d,ret_bova_10d,ret_rel_10d,ret_20d,ret_bova_20d,ret_rel_20d,dias_mrs,dias_rsv,mrs_recuo
ABEV3,2022-10-26,0.020,16.800,1.043,11.360,G,6.093,3.971,2.121,5.894,-2.464,8.358,4.437,-3.411,7.848,,,
ABEV3,2025-07-02,1.849,110.607,1.105,12.230,G,-2.491,-1.324,-1.166,0.220,-2.583,2.802,-3.663,-3.664,0.001,,,
ABEV3,2026-01-07,0.508,40.528,1.094,13.700,G,3.650,2.166,1.483,4.453,6.392,-1.939,11.679,12.217,-0.538,,,
ABEV3,2026-01-09,1.242,7.318,1.099,13.900,G,1.439,0.918,0.521,7.194,9.744,-2.550,10.935,11.955,-1.020,,,
ALOS3,2022-10-10,0.636,2.904,1.054,17.530,G,-0.905,-2.554,1.649,-1.000,-0.567,-0.433,0.429,-0.426,0.854,,,
ANIM3,2022-10-31,10.110,172.355,1.053,5.910,G,-3.796,0.134,-3.929,-23.650,-5.448,-18.202,-35.474,-3.183,-32.291,,,
ANIM3,2023-07-05,0.712,43.781,1.203,3.840,G,-7.640,-1.735,-5.905,-4.270,-1.804,-2.465,7.865,1.010,6.855,,,
ANIM3,2023-11-23,0.934,0.903,1.086,3.320,G,3.117,0.562,2.555,9.091,-0.480,9.571,11.688,4.452,7.237,,,
ANIM3,2023-11-27,0.095,10.541,1.042,3.260,G,-3.439,0.836,-4.276,10.847,0.959,9.887,17.725,6.323,11.402,,,
ANIM3,2023-12-05,2.750,142.574,1.024,3.360,G,9.255,-0.333,9.588,13.882,4.097,9.785,6.170,4.260,1.910,,,
ANIM3,2025-04-03,2.907,73.609,1.182,2.570,G,-9.195,-3.661,-5.534,18.774,-1.226,20.000,26.653,1.780,24.874,,,
ANIM3,2025-04-09,1.014,19.187,1.277,2.440,G,6.048,0.586,5.462,24.680,5.572,19.108,63.642,7.098,56.545,,,
ANIM3,2025-04-11,3.099,34.309,1.233,2.490,G,22.134,2.093,20.042,23.422,5.725,17.697,60.810,8.395,52.415,,,
ANIM3,2025-11-10,5.815,50.034,1.127,3.850,G,-12.987,1.011,-13.999,-6.494,0.473,-6.966,-9.870,1.511,-11.381,,,
ANIM3,2025-11-28,0.816,0.988,1.132,3.830,G,-8.616,-1.072,-7.545,-5.222,1.059,-6.281,-13.577,1.380,-14.957,,,
ANIM3,2026-01-07,0.602,419.615,1.017,4.020,G,0.746,2.166,-1.420,9.950,6.392,3.559,18.905,12.217,6.689,,,
ANIM3,2026-01-21,2.628,69.413,1.133,4.420,G,19.231,7.369,11.862,8.145,5.475,2.670,12.896,10.500,2.396,,,
ASAI3,2022-03-28,0.594,109.402,1.036,15.520,G,0.308,2.000,-1.692,-1.478,-1.694,0.216,-2.155,-7.851,5.696,,,
ASAI3,2024-01-29,4.741,7.541,1.167,14.010,G,-7.192,-0.713,-6.479,-8.990,-1.218,-7.772,-3.112,1.210,-4.322,,,
AURE3,2025-05-30,0.635,30.027,1.001,9.880,G,0.202,-0.649,0.851,1.417,-0.361,1.778,2.935,-5.111,8.047,,,
AXIA3,2023-11-22,0.796,51.978,1.061,35.610,G,0.717,0.098,0.619,2.299,-0.352,2.651,1.879,3.823,-1.944,,,
AXIA3,2025-08-07,7.430,116.751,1.218,39.830,G,3.531,-0.120,3.650,3.211,-1.416,4.627,9.323,3.363,5.960,,,
AXIA3,2026-01-06,0.239,173.226,1.220,51.960,G,-4.792,-0.705,-4.087,-1.270,1.698,-2.968,9.199,13.727,-4.527,,,
AXIA6,2023-11-07,0.038,11.239,1.023,26.500,G,4.376,3.406,0.970,7.302,5.602,1.700,10.227,5.230,4.997,,,
AXIA6,2024-07-09,0.583,22.243,1.047,28.950,G,1.006,1.481,-0.475,-2.574,-0.478,-2.097,-2.176,-0.648,-1.529,,,
AXIA6,2024-08-09,0.557,13.900,1.106,29.920,G,1.834,2.486,-0.651,5.254,3.815,1.439,5.140,3.013,2.128,,,
AXIA6,2025-08-07,4.322,452.335,1.206,33.200,G,4.084,-0.120,4.204,4.845,-1.416,6.260,9.080,3.363,5.717,,,
AZZA3,2022-03-24,0.756,74.478,1.006,72.680,G,3.990,0.750,3.240,8.960,-0.078,9.038,6.123,-6.955,13.078,,,
AZZA3,2022-05-27,0.991,15.919,1.006,69.440,G,-2.038,-0.389,-1.649,-10.906,-5.635,-5.271,-15.638,-9.778,-5.860,,,
AZZA3,2022-12-02,0.466,10.838,1.087,74.200,G,-8.857,-3.752,-5.105,-15.273,-7.920,-7.352,-14.213,-4.928,-9.285,,,
AZZA3,2023-08-15,1.289,22.108,1.104,70.570,G,-0.135,0.036,-0.171,-9.533,2.002,-11.535,-11.439,1.860,-13.299,,,
AZZA3,2025-05-12,1.418,18.441,1.323,35.860,G,14.040,2.272,11.768,0.304,1.214,-0.910,6.944,-0.495,7.439,,,
B3SA3,2022-08-12,1.453,21.357,1.110,11.590,G,-4.504,-1.022,-3.482,-5.115,-0.258,-4.857,1.145,0.838,0.307,,,
B3SA3,2022-09-08,3.120,49.898,1.023,11.500,G,-3.385,-0.066,-3.319,3.385,3.720,-0.335,14.785,6.866,7.919,,,
B3SA3,2022-09-19,2.685,46.808,1.058,11.700,G,-2.043,-2.855,0.812,5.644,3.863,1.781,6.557,3.437,3.120,,,
B3SA3,2023-01-10,1.136,23.672,1.026,11.530,G,1.166,0.578,0.588,-0.156,2.099,-2.255,-7.543,-2.874,-4.669,,,
B3SA3,2024-08-21,0.243,42.741,1.179,12.220,G,-2.006,0.663,-2.669,-3.164,-0.271,-2.892,-6.404,-2.027,-4.378,,,
B3SA3,2025-03-13,8.751,120.382,1.165,11.100,G,6.897,5.175,1.721,7.355,5.934,1.421,2.762,0.735,2.028,,,
B3SA3,2025-09-03,0.837,31.959,1.047,12.520,G,0.154,1.673,-1.519,5.946,4.186,1.759,1.678,4.128,-2.450,,,
B3SA3,2025-09-15,0.826,4.518,1.048,12.930,G,0.972,1.096,-0.124,0.816,2.136,-1.320,-4.375,-1.210,-3.165,,,
B3SA3,2025-11-28,0.313,40.804,1.069,14.550,G,-6.350,-1.072,-5.279,-4.211,1.059,-5.270,-7.152,1.380,-8.532,,,
BBAS3,2022-11-14,0.240,9.037,1.039,14.130,G,-4.296,-3.817,-0.478,-0.894,-1.785,0.891,-9.499,-8.184,-1.316,,,
BBAS3,2024-08-19,1.330,8.227,1.234,26.250,G,-1.135,0.932,-2.067,-0.821,-0.667,-0.155,0.354,-0.455,0.809,,,
BBAS3,2024-09-02,0.988,19.612,1.029,26.030,G,2.498,-0.046,2.544,1.185,0.214,0.972,-3.737,-2.037,-1.701,,,
BBDC3,2022-08-09,0.141,9.378,1.021,11.580,G,4.487,4.484,0.004,3.333,3.855,-0.522,2.098,0.857,1.242,,,
BBDC3,2022-08-16,0.162,12.921,1.009,12.100,G,-1.104,-0.601,-0.503,-1.043,-3.061,2.018,-2.286,-2.742,0.456,,,
BBDC3,2024-08-05,1.187,195.233,1.257,10.660,G,7.253,4.829,2.425,14.833,8.385,6.448,14.262,7.662,6.600,,,
BBDC3,2025-05-08,10.637,257.461,1.211,12.500,G,0.000,2.278,-2.278,0.149,0.759,-0.610,3.037,0.158,2.879,,,
BBDC4,2022-08-09,0.713,6.921,1.043,14.090,G,4.673,4.484,0.190,3.452,3.855,-0.403,2.226,0.857,1.369,,,
BBDC4,2023-05-19,1.773,16.019,1.060,12.660,G,0.249,0.327,-0.078,-1.748,1.736,-3.483,7.405,8.371,-0.965,,,
BBDC4,2024-02-06,1.036,184.552,1.037,13.930,G,-19.096,-2.223,-16.874,-15.663,-0.457,-15.206,-16.994,-1.742,-15.253,,,
BBDC4,2025-05-08,12.011,398.006,1.224,14.130,G,1.790,2.278,-0.487,2.454,0.759,1.694,6.026,0.158,5.868,,,
BBSE3,2023-05-24,1.468,27.099,1.036,22.920,G,-1.403,-0.408,-0.994,-1.211,6.184,-7.395,-3.124,9.490,-12.614,,,
BBSE3,2023-10-18,0.147,24.254,1.015,24.510,G,-1.944,-0.924,-1.020,-2.132,1.078,-3.211,-0.345,9.722,-10.067,,,
BBSE3,2025-05-21,0.111,50.444,1.009,33.530,G,0.131,0.832,-0.701,-5.537,-0.580,-4.957,-6.770,0.617,-7.387,,,
BBSE3,2025-05-23,0.083,17.040,1.003,33.520,G,-1.549,-0.357,-1.192,-4.357,-1.049,-3.308,-6.798,-0.744,-6.054,,,
BEEF3,2023-01-11,4.919,120.507,1.018,13.380,G,6.211,-0.706,6.917,2.623,1.421,1.202,-7.315,-2.530,-4.786,,,
BEEF3,2023-02-01,0.160,14.198,1.055,12.880,G,-3.728,-1.900,-1.827,-5.950,-2.168,-3.782,-15.412,-7.362,-8.051,,,
BEEF3,2024-08-07,0.981,84.252,1.062,6.750,G,9.366,4.547,4.819,13.833,7.014,6.819,6.772,6.724,0.049,,,
BEEF3,2025-08-22,1.419,55.549,1.049,5.590,G,4.870,2.479,2.391,6.261,3.330,2.931,13.043,5.653,7.391,,,
BHIA3,2022-10-17,1.210,44.861,1.091,76.120,G,-13.793,2.038,-15.831,-10.057,2.047,-12.105,-31.897,-3.512,-28.384,,,
BHIA3,2025-03-10,4.998,624.646,1.364,4.690,G,14.712,5.326,9.387,75.480,5.680,69.800,61.834,1.179,60.655,,,
BHIA3,2025-09-01,17.107,387.830,1.562,5.150,G,-17.476,0.369,-17.845,-17.282,1.562,-18.843,-19.029,3.731,-22.760,,,
BHIA3,2025-09-17,7.743,11.309,1.463,4.900,G,-7.755,0.575,-8.330,-23.061,-0.056,-23.005,-33.061,-2.181,-30.880,,,
BPAC11,2023-04-12,1.284,65.579,1.078,21.400,G,-3.152,-2.777,-0.375,-0.043,-3.696,3.653,10.060,1.645,8.416,,,
BPAC11,2024-11-12,0.534,138.609,1.110,32.460,G,-2.094,-0.483,-1.611,-8.850,-2.335,-6.515,-9.292,-1.192,-8.100,,,
BRAP4,2022-11-11,4.260,90.577,1.181,17.480,G,0.264,-2.275,2.540,1.170,-3.132,4.302,9.777,-6.218,15.996,,,
BRAP4,2023-11-21,1.569,95.909,1.140,18.840,G,-2.912,0.788,-3.701,-3.071,1.027,-4.098,-0.847,5.166,-6.013,,,
BRAP4,2025-07-22,0.128,47.349,1.136,15.070,G,-4.368,-1.258,-3.110,-6.671,-0.755,-5.916,-6.612,0.015,-6.627,,,
BRAP4,2025-11-12,0.196,39.705,1.088,17.050,G,-0.629,-1.580,0.951,3.839,0.570,3.269,13.155,1.133,12.022,,,
BRAP4,2025-11-17,0.703,11.690,1.094,17.050,G,1.634,-0.533,2.167,8.769,2.718,6.051,16.612,0.891,15.721,,,
BRAV3,2022-03-02,2.423,352.902,1.168,38.260,G,-2.352,-1.188,-1.164,-11.239,-3.564,-7.675,10.298,4.320,5.978,,,
BRAV3,2022-09-14,1.610,78.125,1.014,38.520,G,2.103,1.748,0.355,-7.191,-2.150,-5.041,10.852,3.655,7.197,,,
BRAV3,2022-10-04,3.129,132.813,1.189,41.600,G,2.091,-0.285,2.376,5.986,-0.409,6.395,15.096,0.365,14.731,,,
BRAV3,2023-01-11,10.561,288.248,1.147,44.410,G,3.693,0.578,3.114,5.652,2.099,3.553,0.405,-2.874,3.279,,,
BRAV3,2024-03-28,2.082,23.403,1.071,32.990,G,4.274,-0.298,4.572,6.244,-0.266,6.510,7.154,-2.531,9.685,,,
BRAV3,2025-03-26,0.989,39.539,1.218,23.330,G,-2.743,-0.694,-2.049,-24.561,-4.259,-20.301,-20.660,0.694,-21.354,,,
BRAV3,2025-08-05,0.885,162.014,1.054,20.280,G,-2.860,2.578,-5.438,-8.087,3.079,-11.166,-1.923,6.892,-8.815,,,
BRKM5,2022-02-01,2.578,8.701,1.142,49.370,G,5.218,-0.843,6.061,0.487,1.328,-0.842,-5.685,1.713,-7.399,,,
BRKM5,2024-03-19,2.189,32.329,1.093,23.130,G,13.403,-0.396,13.799,12.884,-0.154,13.037,-2.983,-2.578,-0.405,,,
CBAV3,2024-04-08,5.437,74.426,1.049,4.890,G,-1.840,0.462,-2.303,4.703,2.593,2.111,6.748,4.277,2.471,,,
CBAV3,2024-11-19,4.618,14.016,1.123,5.650,G,13.097,2.261,10.836,13.451,1.074,12.378,-8.496,-0.952,-7.544,,,
CBAV3,2025-02-11,0.898,40.824,1.065,5.740,G,0.871,1.126,-0.255,2.265,1.142,1.123,-10.105,-0.197,-9.908,,,
CBAV3,2025-02-19,2.354,8.363,1.089,5.870,G,-5.111,-0.722,-4.389,-10.562,-1.133,-9.429,-14.480,-1.249,-13.231,,,
CBAV3,2025-10-15,2.696,30.611,1.082,4.970,G,1.207,-0.781,1.988,6.640,0.833,5.807,2.817,1.124,1.693,,,
CEAB3,2023-01-27,1.546,51.483,1.257,2.850,G,-6.752,-3.256,-3.496,-26.688,-3.367,-23.321,-35.048,-6.688,-28.360,,,
CEAB3,2024-08-07,3.121,38.796,1.015,8.510,G,-4.741,4.547,-9.288,6.573,7.014,-0.441,9.267,6.724,2.544,,,
CEAB3,2024-09-03,2.119,54.929,1.058,9.130,G,0.803,0.000,0.803,7.329,0.536,6.793,3.414,-1.355,4.769,,,
CEAB3,2025-02-27,3.672,353.929,1.092,9.440,G,5.680,-0.370,6.049,10.041,4.936,5.104,7.708,4.559,3.149,,,
CEAB3,2025-11-05,4.014,141.131,1.080,16.650,G,0.750,2.700,-1.950,-2.364,1.077,-3.442,-10.727,7.255,-17.982,,,
CMIG4,2022-10-18,1.852,70.391,1.157,5.610,G,0.000,-1.304,1.304,5.471,0.777,4.694,-8.161,-5.583,-2.578,,,
CMIG4,2022-11-21,5.041,38.119,1.108,5.600,G,0.270,-0.877,1.147,-1.169,-0.424,-0.745,-3.597,-4.440,0.843,,,
CMIG4,2023-10-20,1.002,73.444,1.021,6.540,G,1.016,0.320,0.696,7.367,4.849,2.517,6.435,11.196,-4.761,,,
CMIG4,2024-03-22,2.694,70.968,1.043,7.210,G,4.220,0.065,4.155,7.177,1.558,5.619,6.602,-1.144,7.746,,,
CMIG4,2025-07-23,0.266,6.449,1.057,10.030,G,-0.756,-1.103,0.347,-1.323,-0.680,-0.643,3.686,-0.446,4.132,,,
CMIN3,2022-12-09,8.725,278.197,1.015,2.850,G,-5.651,-4.331,-1.320,-0.983,2.021,-3.004,5.077,1.396,3.682,,,
CMIN3,2023-09-20,0.124,53.331,1.197,3.530,G,1.099,-3.764,4.863,2.418,-4.216,6.634,5.055,-3.851,8.906,,,
CMIN3,2024-05-21,0.237,111.035,1.077,4.640,G,-6.897,-2.846,-4.051,-15.245,-4.689,-10.556,-7.985,-5.610,-2.375,,,
CMIN3,2024-09-06,3.302,154.450,1.225,5.200,G,7.443,0.191,7.252,2.589,-2.543,5.132,11.112,-2.108,13.219,,,
CMIN3,2024-09-11,2.164,125.108,1.145,5.140,G,3.601,-0.884,4.485,10.475,-2.507,12.982,4.585,-3.704,8.289,,,
CMIN3,2025-10-06,1.527,8.682,1.122,5.520,G,-2.253,-1.365,-0.888,0.867,0.427,0.440,5.719,4.763,0.956,,,
CMIN3,2025-10-13,0.738,11.159,1.168,5.400,G,3.191,1.816,1.375,2.837,3.784,-0.947,1.856,9.730,-7.874,,,
COGN3,2022-04-19,0.167,178.088,1.160,2.450,G,-9.408,-4.868,-4.539,-13.240,-5.896,-7.344,-7.666,-7.853,0.187,,,
COGN3,2023-05-17,5.034,12.769,1.188,2.130,G,6.827,-0.698,7.525,16.064,-1.104,17.168,29.719,8.858,20.861,,,
COGN3,2023-11-10,1.205,60.945,1.178,2.420,G,6.714,4.478,2.236,10.601,4.213,6.387,13.781,5.213,8.568,,,
COGN3,2023-11-27,6.553,57.061,1.158,2.670,G,2.236,0.836,1.400,2.875,0.959,1.916,9.904,6.323,3.581,,,
CPFE3,2023-06-23,0.129,294.794,1.207,32.950,G,2.047,-0.989,3.036,5.935,-0.104,6.039,5.549,0.945,4.604,,,
CPFE3,2023-10-19,2.484,38.437,1.070,33.000,G,2.364,0.723,1.640,4.667,3.752,0.914,10.424,10.533,-0.109,,,
CPFE3,2025-11-04,0.684,68.841,1.057,43.080,G,3.644,4.928,-1.283,9.889,4.067,5.822,15.111,7.368,7.743,,,
CPFE3,2025-11-12,1.500,133.135,1.081,45.510,G,4.966,-1.580,6.546,8.240,0.570,7.670,7.339,1.133,6.206,,,
CPLE3,2022-10-24,5.523,65.884,1.150,5.770,G,0.574,0.009,0.565,10.904,0.143,10.761,11.411,-6.153,17.564,,,
CPLE3,2023-06-09,8.006,229.105,1.127,6.630,G,-0.782,1.493,-2.275,3.390,1.855,1.535,4.694,1.749,2.945,,,
CPLE3,2024-04-04,0.576,0.537,1.120,7.890,G,-5.909,0.032,-5.941,-5.795,-2.587,-3.208,1.626,0.922,0.704,,,
CPLE3,2024-05-03,0.877,73.527,1.070,8.020,G,-8.202,-0.649,-7.553,-2.584,-0.361,-2.224,-5.955,-5.111,-0.844,,,
CPLE3,2024-05-21,0.126,77.648,1.039,7.910,G,-4.897,-2.846,-2.052,-3.986,-4.689,0.702,-6.834,-5.610,-1.223,,,
CPLE3,2024-11-26,1.696,161.346,1.270,8.250,G,-3.667,-3.135,-0.532,-3.778,-1.477,-2.301,-6.415,-6.861,0.447,,,
CPLE3,2026-01-09,1.677,461.769,1.039,12.820,G,-3.978,0.918,-4.896,5.460,9.744,-4.284,4.524,11.955,-7.431,,,
CSAN3,2022-02-16,1.596,6.281,1.008,21.070,G,-10.777,-2.880,-7.897,-2.661,-0.334,-2.327,-0.698,-0.036,-0.662,,,
CSAN3,2022-03-18,0.198,73.457,1.087,20.930,G,7.865,3.630,4.234,4.569,5.843,-1.274,1.714,0.659,1.054,,,
CSAN3,2022-03-22,0.831,1.804,1.038,21.520,G,3.375,2.343,1.032,-0.043,1.247,-1.289,-2.905,-2.697,-0.208,,,
CSAN3,2022-05-27,0.501,108.060,1.071,20.340,G,-1.063,-0.389,-0.674,-8.738,-5.635,-3.103,-14.055,-9.778,-4.277,,,
CSAN3,2023-06-05,0.117,59.159,1.043,16.180,G,4.358,3.482,0.876,5.612,6.121,-0.509,9.313,5.589,3.724,,,
CSAN3,2023-11-07,1.016,108.471,1.061,17.180,G,0.787,3.406,-2.619,1.519,5.602,-4.084,-3.881,5.230,-9.111,,,
CSAN3,2023-11-13,0.217,45.838,1.045,17.210,G,1.010,4.229,-3.219,-1.010,5.051,-6.061,-3.760,4.948,-8.708,,,
CSMG3,2022-02-23,3.349,26.912,1.014,9.490,G,1.642,2.621,-0.980,-2.498,0.112,-2.610,5.727,6.665,-0.937,,,
CSMG3,2022-03-03,3.117,37.958,1.100,9.760,G,-5.069,-1.459,-3.610,-1.736,-2.090,0.354,-4.194,4.125,-8.319,,,
CSMG3,2022-04-06,0.451,37.184,1.183,9.630,G,1.911,-1.186,3.096,-0.212,-6.253,6.040,-12.810,-11.100,-1.709,,,
CSMG3,2023-11-06,1.174,19.762,1.084,13.970,G,4.027,1.751,2.276,3.144,6.053,-2.909,10.149,7.142,3.007,,,
CSMG3,2023-12-04,2.075,272.479,1.084,15.390,G,0.350,0.122,0.228,8.736,3.505,5.231,8.691,3.570,5.121,,,
CSMG3,2025-05-20,2.702,214.438,1.316,23.410,G,2.438,-0.278,2.716,-2.682,-1.783,-0.899,10.931,-0.965,11.895,,,
CSNA3,2023-11-16,0.042,119.395,1.318,12.660,G,12.559,1.587,10.971,17.124,2.158,14.966,25.612,4.894,20.718,,,
CSNA3,2026-01-07,1.896,159.718,1.098,9.850,G,4.264,2.166,2.098,-4.873,6.392,-11.265,3.858,12.217,-8.359,,,
CURY3,2026-01-05,0.595,64.011,1.185,32.500,G,-1.549,1.028,-2.577,-0.972,2.157,-3.130,10.662,13.046,-2.383,,,
CURY3,2026-01-09,1.743,167.143,1.058,33.320,G,-6.163,0.918,-7.081,0.563,9.744,-9.181,15.535,11.955,3.580,,,
CVCB3,2023-11-03,1.131,44.536,1.126,3.250,G,-6.462,1.970,-8.431,-6.154,6.536,-12.690,2.462,7.155,-4.693,,,
CVCB3,2023-11-24,0.737,9.811,1.047,3.330,G,5.105,2.121,2.984,8.108,1.356,6.752,18.919,5.984,12.935,,,
CVCB3,2024-11-14,2.350,305.522,1.474,2.300,G,19.565,1.127,18.439,5.217,-1.923,7.141,-18.261,-3.259,-15.002,,,
CVCB3,2026-01-19,0.788,377.616,1.473,2.510,G,0.000,8.250,-8.250,-0.797,10.658,-11.455,-7.171,12.653,-19.824,,,
CXSE3,2022-08-15,4.283,12.352,1.268,6.290,G,4.530,-4.749,9.279,6.039,-4.407,10.447,3.484,-6.873,10.357,,,
CXSE3,2024-11-04,1.560,26.745,1.022,13.330,G,-3.880,-1.941,-1.938,-3.947,-2.649,-1.298,0.027,-3.657,3.684,,,
CYRE3,2022-03-25,1.548,95.168,1.146,14.800,G,-4.676,2.135,-6.811,-15.940,-0.671,-15.269,-21.803,-9.124,-12.679,,,
CYRE3,2022-08-04,6.025,85.516,1.218,12.200,G,-3.081,3.318,-6.399,0.603,7.279,-6.677,1.407,4.011,-2.604,,,
CYRE3,2022-08-15,3.639,60.745,1.252,12.660,G,-9.167,-2.056,-7.112,-6.068,-0.523,-5.545,4.906,-1.826,6.733,,,
CYRE3,2022-09-01,4.033,80.043,1.033,12.370,G,10.502,1.698,8.804,3.963,-0.929,4.892,21.202,-0.122,21.324,,,
CYRE3,2023-11-03,2.443,1.342,1.034,16.630,G,4.118,1.970,2.148,5.999,6.536,-0.537,9.100,7.155,1.945,,,
CYRE3,2023-11-28,0.743,60.912,1.019,17.830,G,5.690,0.236,5.454,7.951,-0.098,8.049,15.892,6.120,9.773,,,
CYRE3,2023-11-30,3.371,89.832,1.048,18.470,G,5.311,-1.036,6.347,12.981,2.679,10.303,7.544,4.200,3.344,,,
CYRE3,2024-11-26,0.067,29.258,1.048,19.060,G,-14.921,-3.135,-11.787,-13.670,-1.477,-12.194,-20.806,-6.861,-13.945,,,
CYRE3,2025-12-30,1.594,57.756,1.077,29.620,G,-17.319,1.013,-18.332,-15.766,2.880,-18.646,0.270,13.703,-13.432,,,
DIRR3,2023-10-10,1.123,79.655,1.183,4.630,G,-10.070,-2.440,-7.630,-8.454,-3.341,-5.113,1.723,1.812,-0.089,,,
DIRR3,2023-11-10,4.113,59.225,1.039,4.990,G,-1.900,4.478,-6.378,-5.250,4.213,-9.463,1.652,5.213,-3.561,,,
ECOR3,2023-03-17,5.863,219.922,1.189,4.750,G,-5.620,-3.025,-2.595,0.388,-0.364,0.752,19.380,3.905,15.475,,,
ECOR3,2025-04-14,0.167,52.305,1.173,6.050,G,4.265,2.112,2.153,4.423,4.129,0.294,3.318,7.642,-4.324,,,
ECOR3,2025-05-27,3.539,11.238,1.199,6.590,G,4.058,-1.510,5.568,5.797,-2.279,8.076,8.696,-2.865,11.561,,,
EGIE3,2024-05-08,2.273,353.818,1.143,28.750,G,0.826,-1.209,2.034,1.881,-2.926,4.807,0.940,-5.050,5.990,,,
EGIE3,2025-05-28,0.861,6.445,1.094,29.250,G,-2.334,-1.400,-0.934,-4.144,-1.282,-2.862,2.882,-1.290,4.171,,,
EGIE3,2025-06-03,0.382,31.659,1.089,28.770,G,-1.695,-0.781,-0.914,-2.107,0.833,-2.940,13.123,1.124,12.000,,,
EGIE3,2025-10-13,1.573,14.083,1.031,29.560,G,-3.855,1.816,-5.672,-3.952,3.784,-7.736,4.217,9.730,-5.513,,,
ENEV3,2022-09-29,1.725,137.285,1.039,14.450,G,-3.599,9.316,-12.915,-6.574,4.258,-10.833,-5.606,8.863,-14.469,,,
ENEV3,2023-07-31,0.769,32.353,1.013,13.370,G,-3.366,-1.984,-1.382,-3.291,-3.934,0.643,-7.779,-3.773,-4.006,,,
ENEV3,2024-04-25,0.518,60.879,1.031,12.660,G,0.790,3.234,-2.444,-1.501,2.564,-4.065,1.027,-0.223,1.250,,,
ENEV3,2024-07-25,1.132,29.724,1.012,12.740,G,-1.570,1.087,-2.656,2.433,2.361,0.072,5.887,7.483,-1.596,,,
ENEV3,2024-08-14,0.783,43.950,1.031,13.470,G,1.930,2.360,-0.429,1.114,3.038,-1.925,3.192,1.180,2.012,,,
ENEV3,2024-09-03,0.121,45.502,1.053,13.500,G,2.148,0.000,2.148,4.667,0.536,4.131,3.185,-1.355,4.540,,,
ENGI11,2022-09-01,0.015,129.894,1.085,33.850,G,0.941,1.698,-0.757,1.056,-0.929,1.985,-3.812,-0.122,-3.690,,,
ENGI11,2022-09-06,0.690,60.789,1.000,33.880,G,2.523,0.755,1.768,3.349,2.086,1.263,0.872,6.956,-6.085,,,
ENGI11,2022-10-14,0.518,77.801,1.032,34.470,G,5.930,7.586,-1.656,4.848,4.417,0.431,5.524,0.943,4.582,,,
ENGI11,2022-10-18,1.392,79.352,1.031,35.970,G,-0.022,-1.304,1.283,4.451,0.777,3.674,-5.726,-5.583,-0.143,,,
ENGI11,2023-06-02,0.711,15.677,1.112,34.880,G,4.190,4.238,-0.047,2.687,6.522,-3.834,15.213,6.347,8.865,,,
ENGI11,2023-06-06,0.856,223.233,1.158,35.580,G,2.813,3.637,-0.824,4.778,4.682,0.096,12.838,4.295,8.543,,,
ENGI11,2023-06-20,1.547,165.221,1.047,37.350,G,1.850,-1.770,3.620,7.210,-0.501,7.710,5.274,-1.615,6.889,,,
ENGI11,2023-06-23,4.819,474.336,1.076,38.400,G,3.848,-0.989,4.836,4.820,-0.104,4.924,4.055,0.945,3.109,,,
ENGI11,2024-02-01,0.168,168.283,1.088,41.970,G,0.313,-0.040,0.353,-1.272,0.466,-1.738,-2.407,-0.048,-2.359,,,
ENGI11,2024-02-06,1.021,68.842,1.082,43.120,G,-3.295,-2.223,-1.073,-4.286,-0.457,-3.829,-4.019,-1.742,-2.277,,,
ENGI11,2025-04-03,0.624,32.352,1.035,37.080,G,-4.102,-3.661,-0.441,0.877,-1.226,2.103,6.118,1.780,4.338,,,
EQTL3,2022-02-15,1.920,60.469,1.053,21.830,G,2.197,-1.447,3.644,4.231,0.380,3.851,6.753,-1.718,8.471,,,
EQTL3,2022-05-24,1.683,85.888,1.127,22.010,G,-1.614,0.506,-2.120,1.241,-0.459,1.701,-2.731,-9.949,7.219,,,
EQTL3,2022-08-31,0.040,85.214,1.071,22.020,G,1.820,0.331,1.489,1.241,0.265,0.976,7.568,-1.918,9.486,,,
EQTL3,2022-09-05,1.880,64.496,1.042,22.980,G,-2.854,-1.355,-1.498,-2.497,0.369,-2.866,12.168,3.596,8.572,,,
EQTL3,2022-09-23,9.351,253.336,1.088,24.560,G,-0.260,-1.280,1.020,3.819,4.581,-0.762,4.375,3.987,0.388,,,
EQTL3,2023-12-20,0.436,238.601,1.030,32.620,G,1.133,2.815,-1.682,-1.755,1.380,-3.135,-3.766,-3.249,-0.517,,,
EQTL3,2024-01-15,0.073,13.706,1.061,32.910,G,-4.630,-4.006,-0.624,-1.263,-2.402,1.139,-5.752,-3.591,-2.161,,,
EQTL3,2024-07-22,0.485,48.896,1.057,31.090,G,-2.353,-0.644,-1.709,-1.599,-2.004,0.405,6.496,6.213,0.283,,,
EQTL3,2024-09-04,2.529,87.931,1.139,33.460,G,-3.868,-0.884,-2.984,-5.521,-1.760,-3.761,-8.856,-1.911,-6.945,,,
EQTL3,2024-11-14,1.773,127.637,1.072,30.640,G,0.704,1.127,-0.423,-7.805,-1.923,-5.882,-10.927,-3.259,-7.668,,,
EQTL3,2024-11-19,2.747,10.013,1.103,31.060,G,-2.506,-0.625,-1.881,-9.964,-1.706,-8.258,-13.949,-5.429,-8.520,,,
EQTL3,2025-12-12,0.301,60.216,1.088,39.690,G,-2.812,-1.397,-1.415,-3.003,0.317,-3.321,-4.893,3.206,-8.099,,,
