estrategia,ticker,data_sinal,data_entrada,data_saida,dias,entrada,saida,pnl_pct,ret_bova,ret_rel,motivo,score,B,mrs,vol_ratio,contracao
B,IRBR3,2023-05-02,2023-05-03,2023-05-11,6,33.85,35.54,5.00,6.31,-1.31,take_profit,7,2,15.29,2.34,0.58
B,IRBR3,2023-06-23,2023-06-26,2023-07-05,7,42.80,44.94,5.00,1.24,3.76,take_profit,6,2,38.33,2.02,0.73
B,IRBR3,2023-07-07,2023-07-10,2023-07-24,10,52.41,42.15,-19.58,3.04,-22.62,time_stop,6,2,68.42,2.53,0.70
B,IRBR3,2023-08-16,2023-08-17,2023-08-29,8,45.16,47.42,5.00,2.93,2.07,take_profit,7,2,39.86,4.25,0.70
B,IRBR3,2024-03-04,2024-03-05,2024-03-19,10,42.49,39.35,-7.39,-0.54,-6.85,time_stop,5,2,-5.50,3.17,0.96
B,IRBR3,2024-08-15,2024-08-16,2024-08-19,1,43.11,45.27,5.00,1.30,3.70,take_profit,6,2,3.16,7.34,0.91
B,IRBR3,2024-08-23,2024-08-26,2024-09-03,6,48.13,50.54,5.00,-1.94,6.94,take_profit,9,2,15.25,2.31,0.26
B,IRBR3,2024-10-23,2024-10-24,2024-11-07,10,47.91,40.89,-14.65,-0.43,-14.23,time_stop,7,2,22.17,3.91,1.00
B,IRBR3,2024-12-26,2024-12-27,2025-01-10,8,42.70,44.84,5.00,-1.11,6.11,take_profit,7,2,16.77,3.60,1.00
B,IRBR3,2025-01-10,2025-01-13,2025-01-15,2,46.08,48.38,5.00,3.06,1.94,take_profit,8,2,26.69,2.11,0.53
B,IRBR3,2025-01-15,2025-01-16,2025-01-30,10,51.07,53.62,5.00,4.75,0.25,take_profit,7,2,35.38,2.06,0.52
B,IRBR3,2025-12-08,2025-12-09,2025-12-23,10,52.60,53.65,2.00,1.86,0.13,time_stop,5,2,-3.55,3.33,0.89
B,ITSA4,2022-02-11,2022-02-14,2022-03-02,10,5.98,5.64,-5.60,1.44,-7.04,time_stop,7,2,7.54,2.72,0.58
B,ITSA4,2022-10-03,2022-10-04,2022-10-19,10,6.09,6.02,-1.05,0.00,-1.05,time_stop,6,2,4.46,2.09,0.81
B,ITSA4,2023-02-08,2023-02-09,2023-02-27,10,5.82,5.42,-6.78,-2.06,-4.72,time_stop,7,2,5.79,2.23,1.00
B,ITSA4,2023-11-30,2023-12-01,2023-12-15,10,7.13,7.44,4.21,1.64,2.57,time_stop,9,2,3.45,2.23,0.28
B,ITSA4,2025-09-19,2025-09-22,2025-10-06,10,10.38,10.21,-1.59,-0.93,-0.66,time_stop,8,2,6.30,2.04,0.66
B,ITSA4,2025-11-11,2025-11-12,2025-11-27,10,11.11,11.00,-0.99,0.57,-1.56,time_stop,8,2,1.56,2.17,0.49
B,ITSA4,2026-01-21,2026-01-22,2026-01-26,2,12.74,13.38,5.00,1.48,3.52,take_profit,7,2,3.78,2.18,0.64
B,ITUB4,2022-08-09,2022-08-10,2022-08-24,10,17.48,17.92,2.53,2.46,0.07,time_stop,7,2,6.19,3.07,0.59
B,ITUB4,2023-02-08,2023-02-09,2023-02-27,10,18.44,17.53,-4.92,-2.06,-2.86,time_stop,6,2,4.27,2.82,0.98
B,ITUB4,2023-11-07,2023-11-08,2023-11-20,7,20.85,21.89,5.00,5.83,-0.83,take_profit,7,2,3.79,2.36,0.97
B,ITUB4,2024-02-06,2024-02-07,2024-02-23,10,24.99,25.63,2.56,-0.44,3.00,time_stop,8,2,11.29,2.81,0.92
B,ITUB4,2024-08-14,2024-08-15,2024-08-29,10,27.93,28.16,0.79,1.29,-0.50,time_stop,8,2,8.55,2.30,0.73
B,ITUB4,2024-11-05,2024-11-06,2024-11-22,10,27.57,26.22,-4.91,-0.22,-4.68,time_stop,8,2,6.66,2.56,0.87
B,ITUB4,2025-05-09,2025-05-12,2025-05-26,10,33.59,33.91,0.96,1.21,-0.25,time_stop,8,2,16.34,2.04,0.44
B,ITUB4,2025-11-11,2025-11-12,2025-11-27,10,37.79,37.32,-1.24,0.57,-1.81,time_stop,8,2,1.88,2.00,0.47
B,ITUB4,2026-01-21,2026-01-22,2026-01-26,2,41.93,44.02,5.00,1.48,3.52,take_profit,7,2,0.34,2.11,0.72
B,KLBN11,2024-03-15,2024-03-18,2024-03-20,2,18.21,19.12,5.00,1.95,3.05,take_profit,6,2,2.43,2.70,0.71
B,KLBN11,2026-01-22,2026-01-23,2026-02-06,10,19.40,19.30,-0.52,2.01,-2.53,time_stop,6,2,-8.72,2.13,0.85
B,KLBN11,2026-02-11,2026-02-12,2026-03-02,10,20.86,20.61,-1.20,0.66,-1.86,time_stop,6,2,-6.39,2.31,0.70
B,RENT3,2022-02-22,2022-02-23,2022-03-11,10,50.94,46.53,-8.66,0.11,-8.77,time_stop,7,2,9.26,2.23,0.57
B,RENT3,2022-07-01,2022-07-04,2022-07-07,3,46.49,48.81,5.00,2.29,2.71,take_profit,5,2,8.17,3.29,0.37
B,RENT3,2022-10-31,2022-11-01,2022-11-17,10,61.83,53.22,-13.93,-6.31,-7.62,time_stop,8,2,15.87,2.10,1.00
B,RENT3,2023-12-14,2023-12-15,2024-01-03,10,59.47,55.66,-6.40,2.15,-8.54,time_stop,5,2,-4.89,2.71,0.80
B,RENT3,2025-11-11,2025-11-12,2025-11-27,10,42.71,44.17,3.42,0.57,2.85,time_stop,8,2,2.00,2.52,0.48
B,RENT3,2025-12-04,2025-12-05,2025-12-19,10,49.00,43.78,-10.66,0.73,-11.39,time_stop,7,2,10.89,2.01,0.62
B,LREN3,2022-08-03,2022-08-04,2022-08-18,10,21.65,21.45,-0.93,7.28,-8.21,time_stop,7,2,8.72,2.32,0.69
B,LREN3,2022-10-31,2022-11-01,2022-11-17,10,24.23,18.93,-21.88,-6.31,-15.56,time_stop,8,2,12.96,2.47,0.87
B,LREN3,2024-08-09,2024-08-12,2024-08-15,3,13.11,13.76,5.00,2.22,2.78,take_profit,6,2,1.71,2.17,0.91
B,LREN3,2025-05-08,2025-05-09,2025-05-15,4,15.57,16.35,5.00,2.12,2.88,take_profit,8,2,5.66,2.55,0.44
B,LREN3,2026-02-24,2026-02-25,2026-03-11,10,15.98,15.68,-1.88,-3.87,1.99,time_stop,6,2,-21.79,2.07,0.43
B,MGLU3,2023-04-11,2023-04-12,2023-04-27,10,33.55,27.67,-17.53,-3.70,-13.83,time_stop,7,2,6.80,2.26,0.77
B,MGLU3,2025-12-04,2025-12-05,2025-12-19,10,11.07,8.81,-20.40,0.73,-21.12,time_stop,7,2,9.65,2.69,0.48
B,BEEF3,2022-02-09,2022-02-10,2022-02-24,10,8.88,9.32,5.00,-1.48,6.48,take_profit,7,2,8.63,2.10,0.70
B,BEEF3,2022-02-24,2022-02-25,2022-03-09,6,9.56,10.04,5.00,0.81,4.19,take_profit,7,2,18.07,2.48,0.64
B,BEEF3,2022-08-11,2022-08-12,2022-08-18,4,12.62,13.25,5.00,1.20,3.80,take_profit,8,2,17.91,2.06,0.90
B,BEEF3,2023-01-11,2023-01-12,2023-01-13,1,13.32,13.98,5.00,-0.84,5.84,take_profit,6,2,4.92,2.19,0.68
B,BEEF3,2024-08-08,2024-08-09,2024-08-19,6,7.09,7.45,5.00,3.81,1.19,take_profit,7,2,5.09,2.97,0.96
B,BEEF3,2025-03-20,2025-03-21,2025-04-01,7,5.87,6.16,5.00,-0.73,5.73,take_profit,5,2,-1.53,3.47,0.59
B,BEEF3,2025-04-09,2025-04-10,2025-04-16,4,6.54,6.86,5.00,1.52,3.48,take_profit,8,2,14.25,2.11,0.41
B,MOVI3,2023-08-09,2023-08-10,2023-08-22,8,11.32,11.89,5.00,-1.83,6.83,take_profit,7,2,31.15,2.86,0.46
B,MOVI3,2025-08-08,2025-08-11,2025-08-25,10,6.87,6.45,-6.06,1.97,-8.03,time_stop,7,2,32.00,3.12,0.85
B,MOVI3,2025-11-11,2025-11-12,2025-11-26,9,9.63,10.11,5.00,0.84,4.16,take_profit,7,2,39.08,3.08,0.51
B,MOVI3,2026-01-15,2026-01-16,2026-01-26,6,10.61,11.14,5.00,8.50,-3.50,take_profit,7,2,23.47,2.43,1.00
B,MRVE3,2022-08-04,2022-08-05,2022-08-19,10,11.08,9.65,-12.89,4.66,-17.55,time_stop,7,2,8.45,2.54,0.75
B,MRVE3,2022-09-02,2022-09-05,2022-09-19,9,11.82,12.42,5.00,-0.21,5.21,take_profit,7,2,11.03,2.62,0.82
B,MRVE3,2025-08-13,2025-08-14,2025-08-18,2,6.89,7.23,5.00,0.73,4.27,take_profit,7,2,15.74,3.90,0.75
B,MRVE3,2025-11-13,2025-11-14,2025-11-28,9,8.58,9.01,5.00,0.98,4.02,take_profit,7,2,20.39,2.30,0.50
B,MULT3,2022-03-25,2022-03-28,2022-04-11,10,21.04,20.76,-1.34,-1.69,0.35,time_stop,7,2,13.12,2.30,0.69
B,MULT3,2022-04-29,2022-05-02,2022-05-16,10,21.08,22.13,4.95,1.64,3.32,time_stop,7,2,24.43,2.62,0.92
B,MULT3,2022-10-03,2022-10-04,2022-10-19,10,22.81,21.41,-6.11,0.00,-6.11,time_stop,8,2,6.88,2.24,1.00
B,MULT3,2022-10-31,2022-11-01,2022-11-17,10,22.97,19.24,-16.24,-6.31,-9.93,time_stop,8,2,7.15,2.14,1.00
B,MULT3,2023-02-28,2023-03-01,2023-03-15,10,22.26,22.44,0.79,-1.79,2.58,time_stop,8,2,12.08,2.42,0.49
B,MULT3,2024-07-22,2024-07-23,2024-08-06,10,23.73,23.84,0.47,-0.17,0.64,time_stop,7,2,0.03,2.11,0.45
B,MULT3,2025-04-25,2025-04-28,2025-05-13,10,25.02,25.18,0.66,3.01,-2.35,time_stop,6,2,4.14,2.09,0.51
B,MULT3,2026-01-09,2026-01-12,2026-01-21,7,28.55,29.98,5.00,5.49,-0.49,take_profit,6,2,-5.23,2.82,0.68
B,MULT3,2026-01-21,2026-01-22,2026-01-28,4,30.58,32.11,5.00,5.01,-0.01,take_profit,7,2,-5.13,2.02,0.47
B,NEOE3,2022-03-25,2022-03-28,2022-04-11,10,13.83,13.95,0.81,-1.69,2.51,time_stop,5,2,-0.15,2.21,0.54
B,NEOE3,2022-04-22,2022-04-25,2022-04-27,2,14.12,14.83,5.00,-1.16,6.16,take_profit,7,2,9.70,3.75,0.64
B,NEOE3,2023-06-12,2023-06-13,2023-06-15,2,15.85,16.65,5.00,2.18,2.82,take_profit,7,2,12.07,2.48,0.75
B,NEOE3,2023-06-15,2023-06-16,2023-06-20,2,16.83,17.67,5.00,0.80,4.20,take_profit,6,2,17.30,2.98,0.62
B,NEOE3,2023-06-21,2023-06-22,2023-07-06,10,18.06,18.67,3.37,-1.41,4.77,time_stop,7,2,25.48,2.41,0.45
B,NEOE3,2024-08-23,2024-08-26,2024-09-09,10,18.82,18.95,0.65,-1.63,2.28,time_stop,6,2,-2.94,2.06,0.48
B,NEOE3,2024-11-27,2024-11-28,2024-12-12,10,19.15,19.21,0.29,1.17,-0.88,time_stop,7,2,7.25,3.62,0.65
B,NEOE3,2025-04-24,2025-04-25,2025-05-12,10,21.26,21.19,-0.32,1.44,-1.76,time_stop,8,2,10.52,4.08,0.73
B,NEOE3,2025-06-16,2025-06-17,2025-07-02,10,24.67,24.34,-1.32,0.29,-1.61,time_stop,7,2,19.28,2.48,0.83
B,NEOE3,2025-09-03,2025-09-04,2025-09-18,10,27.50,27.71,0.78,3.28,-2.50,time_stop,7,2,20.75,3.71,0.56
B,NEOE3,2025-11-24,2025-11-25,2025-12-09,10,31.33,31.28,-0.16,1.03,-1.19,time_stop,8,2,16.08,9.79,0.47
B,PETR3,2022-04-14,2022-04-18,2022-05-03,10,13.57,13.01,-4.12,-7.84,3.72,time_stop,9,2,26.26,2.19,0.32
B,PETR3,2022-07-29,2022-08-01,2022-08-08,5,16.07,16.87,5.00,6.33,-1.33,take_profit,7,2,35.64,3.65,0.62
B,PETR3,2022-08-12,2022-08-15,2022-08-17,2,17.82,18.71,5.00,0.94,4.06,take_profit,8,2,37.30,2.70,0.39
B,PETR3,2022-10-03,2022-10-04,2022-10-19,10,19.35,20.32,5.00,0.00,5.00,take_profit,7,2,23.53,2.06,0.71
B,PETR3,2023-06-14,2023-06-15,2023-06-21,4,23.43,24.61,5.00,0.75,4.25,take_profit,6,2,22.18,2.20,0.57
B,PETR3,2023-10-18,2023-10-19,2023-11-03,10,29.90,27.82,-6.97,3.75,-10.72,time_stop,7,2,42.48,2.41,0.66
B,PETR3,2024-08-26,2024-08-27,2024-09-10,10,35.82,34.36,-4.07,-1.79,-2.28,time_stop,8,2,8.60,3.13,0.56
B,PETR3,2024-11-22,2024-11-25,2024-12-09,10,36.32,36.41,0.23,-1.52,1.75,time_stop,8,2,11.02,2.17,0.64
B,PETR3,2025-02-18,2025-02-19,2025-03-07,10,37.70,33.82,-10.29,-1.66,-8.62,time_stop,8,2,9.92,2.04,0.94
B,PETR3,2026-01-14,2026-01-15,2026-01-21,4,33.88,35.57,5.00,3.94,1.06,take_profit,5,2,-8.75,2.50,0.94
B,PETR3,2026-01-21,2026-01-22,2026-01-26,2,35.96,37.76,5.00,1.48,3.52,take_profit,5,2,-7.04,2.72,0.50
B,PETR4,2022-07-28,2022-07-29,2022-08-08,6,14.47,15.20,5.00,5.54,-0.54,take_profit,8,2,29.90,2.05,0.66
B,PETR4,2022-08-12,2022-08-15,2022-08-17,2,16.33,17.15,5.00,0.94,4.06,take_profit,8,2,38.41,2.04,0.36
B,PETR4,2022-10-03,2022-10-04,2022-10-19,10,17.40,18.27,5.00,0.00,5.00,take_profit,7,2,22.99,2.15,0.73
B,PETR4,2023-05-11,2023-05-12,2023-05-26,10,16.31,17.08,4.77,2.34,2.43,time_stop,7,2,8.04,2.12,0.74
B,PETR4,2024-08-26,2024-08-27,2024-09-10,10,32.65,31.05,-4.89,-1.79,-3.10,time_stop,9,2,5.64,2.77,0.46
B,PETR4,2024-11-22,2024-11-25,2024-12-09,10,32.76,33.31,1.68,-1.52,3.20,time_stop,8,2,7.87,2.57,0.62
B,PETR4,2025-11-07,2025-11-10,2025-11-25,10,31.31,31.29,-0.06,0.47,-0.53,time_stop,5,2,-9.85,2.80,0.83
B,PETR4,2026-01-14,2026-01-15,2026-01-21,4,31.50,33.08,5.00,3.94,1.06,take_profit,5,2,-8.18,2.27,0.91
B,PETR4,2026-01-21,2026-01-22,2026-01-26,2,33.38,35.05,5.00,1.48,3.52,take_profit,5,2,-7.20,2.46,0.52
B,PETR4,2026-03-02,2026-03-03,2026-03-11,6,41.70,43.79,5.00,0.51,4.49,take_profit,6,2,4.95,2.03,0.53
B,RECV3,2022-11-04,2022-11-07,2022-11-22,10,24.65,20.77,-15.78,-5.53,-10.25,time_stop,7,2,35.33,2.33,0.74
B,RECV3,2022-12-29,2023-01-02,2023-01-16,10,22.85,22.93,0.34,2.77,-2.43,time_stop,7,2,25.74,2.12,0.70
B,RECV3,2024-01-18,2024-01-19,2024-02-02,10,16.73,16.16,-3.43,-0.21,-3.22,time_stop,7,2,5.06,4.15,0.95
B,PRIO3,2022-04-28,2022-04-29,2022-05-13,10,26.51,27.05,2.03,-0.11,2.14,time_stop,8,2,19.21,2.26,0.84
B,PRIO3,2022-10-04,2022-10-05,2022-10-07,2,30.24,31.75,5.00,-0.48,5.48,take_profit,8,2,14.62,2.02,1.00
B,PRIO3,2023-04-04,2023-04-05,2023-04-11,3,33.45,35.12,5.00,5.41,-0.41,take_profit,6,2,13.58,2.35,0.57
B,PRIO3,2024-03-13,2024-03-14,2024-03-28,10,48.97,48.74,-0.47,0.41,-0.88,time_stop,6,2,4.46,2.04,0.81
B,PSSA3,2022-08-08,2022-08-09,2022-08-23,10,17.95,17.72,-1.31,3.86,-5.17,time_stop,6,2,4.85,2.53,0.74
B,PSSA3,2022-11-03,2022-11-04,2022-11-21,10,21.50,19.45,-9.54,-6.95,-2.59,time_stop,8,2,17.19,2.89,0.95
B,PSSA3,2023-01-30,2023-01-31,2023-02-10,8,21.63,22.71,5.00,-4.63,9.63,take_profit,8,2,15.47,2.63,0.61
B,PSSA3,2023-02-10,2023-02-13,2023-03-01,10,23.29,22.69,-2.57,-4.05,1.47,time_stop,8,2,26.41,2.38,0.50
B,PSSA3,2023-11-07,2023-11-08,2023-11-23,10,24.17,24.99,3.41,6.37,-2.96,time_stop,6,2,-0.39,2.25,1.00
B,PSSA3,2024-02-28,2024-02-29,2024-03-07,5,26.60,27.93,5.00,-0.46,5.46,take_profit,7,2,2.34,3.65,0.85
B,PSSA3,2024-05-15,2024-05-16,2024-05-31,10,28.71,28.03,-2.38,-4.73,2.35,time_stop,8,2,10.20,3.43,1.00
B,PSSA3,2024-11-12,2024-11-13,2024-11-29,10,36.62,35.35,-3.49,-1.62,-1.88,time_stop,8,2,25.34,2.25,0.63
B,PSSA3,2025-03-19,2025-03-20,2025-04-03,10,39.28,39.78,1.27,-0.58,1.86,time_stop,8,2,13.08,2.03,0.83
B,PSSA3,2025-05-09,2025-05-12,2025-05-19,5,45.42,47.69,5.00,2.27,2.73,take_profit,8,2,20.54,3.13,0.49
B,RADL3,2022-08-01,2022-08-02,2022-08-16,10,19.32,20.11,4.06,10.28,-6.21,time_stop,7,2,5.54,2.38,0.76
B,RADL3,2023-03-08,2023-03-09,2023-03-23,10,21.72,21.19,-2.44,-6.87,4.43,time_stop,8,2,10.08,2.07,1.00
B,RADL3,2023-04-12,2023-04-13,2023-04-28,10,23.68,23.71,0.15,-1.97,2.12,time_stop,8,2,15.18,2.31,0.67
B,RADL3,2024-05-14,2024-05-15,2024-05-29,10,25.61,24.48,-4.41,-4.11,-0.30,time_stop,5,2,-3.51,2.23,0.69
B,RADL3,2024-08-05,2024-08-06,2024-08-20,10,28.47,26.88,-5.58,7.90,-13.48,time_stop,7,2,13.84,2.01,0.61
B,RADL3,2026-02-03,2026-02-04,2026-02-20,10,26.68,26.49,-0.71,4.76,-5.48,time_stop,7,2,15.01,2.23,0.83
B,RAIZ4,2023-06-26,2023-06-27,2023-07-11,10,4.23,4.05,-4.27,0.03,-4.30,time_stop,6,2,18.77,2.05,0.52
B,RDOR3,2024-05-07,2024-05-08,2024-05-17,7,26.25,27.56,5.00,-1.10,6.10,take_profit,7,2,5.76,3.36,0.57
B,RDOR3,2024-08-14,2024-08-15,2024-08-20,3,27.62,29.00,5.00,1.49,3.51,take_profit,8,2,9.46,4.04,0.65
B,RDOR3,2025-01-27,2025-01-28,2025-02-11,10,25.65,26.12,1.83,2.00,-0.17,time_stop,7,2,2.52,2.73,0.48
B,RDOR3,2025-05-08,2025-05-09,2025-05-15,4,30.39,31.90,5.00,2.12,2.88,take_profit,8,2,9.77,2.63,0.47
B,RDOR3,2025-08-07,2025-08-08,2025-08-18,6,32.96,34.60,5.00,1.07,3.93,take_profit,8,2,13.38,3.65,0.89
B,RDOR3,2025-09-18,2025-09-19,2025-10-03,10,37.84,38.24,1.05,-1.10,2.15,time_stop,7,2,18.31,2.10,0.63
B,RDOR3,2025-11-06,2025-11-07,2025-11-24,10,43.20,41.80,-3.23,1.03,-4.26,time_stop,7,2,23.00,3.06,0.60
B,RAIL3,2022-05-31,2022-06-01,2022-06-15,10,16.81,16.24,-3.39,-7.53,4.13,time_stop,6,2,2.40,2.10,0.71
B,RAIL3,2022-08-12,2022-08-15,2022-08-25,8,18.25,19.17,5.00,0.58,4.42,take_profit,8,2,9.43,2.19,0.41
B,RAIL3,2023-05-05,2023-05-08,2023-05-22,10,20.08,20.16,0.38,3.96,-3.58,time_stop,7,2,14.45,3.07,0.63
B,RAIL3,2023-06-01,2023-06-02,2023-06-19,10,21.17,21.11,-0.27,6.52,-6.79,time_stop,7,2,12.63,2.38,0.84
B,RAIL3,2023-09-13,2023-09-14,2023-09-28,10,22.37,21.73,-2.86,-2.95,0.09,time_stop,8,2,8.43,2.36,1.00
B,SBSP3,2022-03-31,2022-04-01,2022-04-04,1,41.47,43.54,5.00,-0.34,5.34,take_profit,7,2,20.39,2.32,0.52
B,SBSP3,2022-08-31,2022-09-01,2022-09-09,5,43.68,45.86,5.00,1.70,3.30,take_profit,9,2,15.82,2.10,0.36
B,SBSP3,2022-10-03,2022-10-04,2022-10-19,10,51.29,50.02,-2.49,0.00,-2.49,time_stop,7,2,25.05,3.77,1.00
B,SBSP3,2023-05-12,2023-05-15,2023-05-29,10,47.25,47.94,1.46,1.23,0.22,time_stop,6,2,2.12,2.26,0.84
B,SBSP3,2023-08-16,2023-08-17,2023-08-31,10,52.63,52.44,-0.36,0.85,-1.21,time_stop,6,2,4.54,3.20,0.86
B,SBSP3,2024-01-11,2024-01-12,2024-01-26,10,69.36,69.76,0.57,-1.69,2.26,time_stop,7,2,18.18,2.68,0.60
B,SBSP3,2024-07-22,2024-07-23,2024-08-06,10,79.81,82.62,3.51,-0.17,3.68,time_stop,9,2,15.57,2.28,0.50
B,SBSP3,2025-03-19,2025-03-20,2025-04-03,10,94.58,97.27,2.85,-0.58,3.43,time_stop,8,2,8.35,2.67,0.89
B,SBSP3,2025-04-30,2025-05-02,2025-05-16,10,108.12,110.77,2.45,3.23,-0.78,time_stop,10,2,18.04,2.09,0.28
B,SBSP3,2025-08-12,2025-08-13,2025-08-27,10,116.57,114.38,-1.88,1.90,-3.78,time_stop,8,2,14.89,3.06,0.90
B,SBSP3,2025-09-18,2025-09-19,2025-10-03,10,123.64,121.51,-1.72,-1.10,-0.62,time_stop,9,2,11.59,3.95,0.46
B,SBSP3,2025-12-02,2025-12-03,2025-12-17,10,137.11,127.35,-7.11,-2.56,-4.56,time_stop,9,2,6.25,2.03,0.44
B,SANB11,2022-03-18,2022-03-21,2022-03-25,4,27.25,28.61,5.00,2.51,2.49,take_profit,6,2,2.37,2.15,0.52
B,SANB11,2024-04-29,2024-04-30,2024-05-15,10,25.52,24.94,-2.26,1.51,-3.78,time_stop,5,2,-2.12,2.02,0.62
B,SANB11,2025-02-05,2025-02-06,2025-02-20,10,25.07,24.46,-2.45,1.06,-3.51,time_stop,6,2,2.40,3.39,0.63
B,SANB11,2025-04-30,2025-05-02,2025-05-16,10,27.53,28.39,3.12,3.23,-0.11,time_stop,7,2,6.29,2.48,0.57
B,SANB11,2025-10-29,2025-10-30,2025-10-31,1,28.93,30.38,5.00,0.49,4.51,take_profit,8,2,1.15,3.08,0.49
B,CSNA3,2023-11-14,2023-11-16,2023-11-17,1,11.84,12.43,5.00,0.12,4.88,take_profit,6,2,-5.49,2.60,0.45
B,CSNA3,2023-11-20,2023-11-21,2023-11-22,1,13.74,14.43,5.00,0.32,4.68,take_profit,7,2,9.87,2.49,0.69
B,CSNA3,2025-12-10,2025-12-11,2025-12-29,10,9.58,8.93,-6.78,0.78,-7.57,time_stop,5,2,-0.43,2.40,0.69
B,SLCE3,2022-03-03,2022-03-04,2022-03-07,1,16.04,16.84,5.00,-2.98,7.98,take_profit,7,2,18.46,2.98,0.99
B,SLCE3,2022-03-07,2022-03-08,2022-03-22,10,16.98,15.48,-8.86,5.42,-14.28,time_stop,6,2,31.02,2.54,0.99
B,SLCE3,2022-04-26,2022-04-27,2022-05-03,4,16.92,17.76,5.00,-2.65,7.65,take_profit,8,2,29.60,2.03,0.65
B,SLCE3,2023-01-27,2023-01-30,2023-02-13,10,16.93,17.25,1.87,-2.97,4.84,time_stop,8,2,5.45,2.69,0.40
B,SLCE3,2023-06-23,2023-06-26,2023-07-07,9,15.16,15.92,5.00,0.67,4.33,take_profit,5,2,-8.36,2.47,0.62
B,SLCE3,2023-07-27,2023-07-28,2023-08-11,10,17.31,16.75,-3.23,-1.95,-1.28,time_stop,6,2,4.47,2.64,0.51
B,SLCE3,2024-07-01,2024-07-02,2024-07-16,10,15.33,15.86,3.42,3.33,0.09,time_stop,6,2,2.84,2.81,0.84
B,SLCE3,2024-09-27,2024-09-30,2024-10-14,10,15.14,14.06,-7.09,-0.72,-6.37,time_stop,5,2,-0.38,2.75,1.00
B,SMFT3,2023-02-01,2023-02-02,2023-02-16,10,15.15,15.24,0.60,0.19,0.41,time_stop,8,2,10.60,2.57,0.39
B,SMFT3,2023-05-11,2023-05-12,2023-05-25,9,15.41,16.18,5.00,1.43,3.57,take_profit,8,2,11.46,3.41,0.45
B,SMFT3,2023-11-14,2023-11-16,2023-11-30,10,21.15,21.48,1.58,2.16,-0.58,time_stop,8,2,11.89,2.11,0.71
B,SMFT3,2025-08-07,2025-08-08,2025-08-18,6,22.03,23.13,5.00,1.07,3.93,take_profit,8,2,6.73,4.01,0.89
B,SUZB3,2022-10-26,2022-10-27,2022-11-10,9,47.64,50.03,5.00,-3.55,8.55,take_profit,6,2,-0.22,2.67,0.46
B,SUZB3,2023-08-03,2023-08-04,2023-08-18,10,45.80,46.94,2.49,-3.42,5.91,time_stop,5,2,-2.82,2.19,0.56
B,SUZB3,2023-09-15,2023-09-18,2023-09-21,3,48.62,51.05,5.00,-1.79,6.79,take_profit,7,2,5.73,2.86,0.81
B,SUZB3,2023-09-21,2023-09-22,2023-10-06,10,52.12,52.05,-0.12,-1.73,1.61,time_stop,7,2,15.06,4.37,0.60
B,SUZB3,2024-06-27,2024-06-28,2024-07-12,10,54.50,49.57,-9.04,4.00,-13.05,time_stop,7,2,5.41,3.95,0.87
B,SUZB3,2024-10-25,2024-10-28,2024-11-11,10,56.18,55.14,-1.86,-2.73,0.87,time_stop,7,2,6.13,2.22,0.70
B,SUZB3,2025-12-18,2025-12-19,2026-01-08,10,51.29,49.57,-3.35,2.77,-6.12,time_stop,5,2,-9.16,2.05,0.86
B,SUZB3,2026-02-11,2026-02-12,2026-03-02,10,58.10,58.06,-0.07,0.66,-0.73,time_stop,5,2,-10.48,3.60,0.87
B,TAEE11,2022-02-22,2022-02-23,2022-03-04,5,26.60,27.93,5.00,2.62,2.38,take_profit,7,2,7.71,2.05,0.96
B,TAEE11,2022-03-04,2022-03-07,2022-03-21,10,28.21,28.97,2.71,4.51,-1.80,time_stop,7,2,12.16,2.66,0.70
B,TAEE11,2023-11-10,2023-11-13,2023-11-28,10,29.46,30.34,2.99,5.05,-2.06,time_stop,6,2,-4.73,2.29,0.47
B,TAEE11,2023-12-15,2023-12-18,2024-01-04,10,30.91,31.62,2.27,0.06,2.21,time_stop,6,2,-6.33,2.27,1.00
B,TAEE11,2024-05-02,2024-05-03,2024-05-17,10,30.77,30.77,0.01,-0.36,0.37,time_stop,7,2,0.28,2.12,0.72
B,TAEE11,2024-10-16,2024-10-17,2024-10-31,10,31.35,31.50,0.49,-0.82,1.31,time_stop,6,2,-0.03,3.73,0.90
B,TAEE11,2025-04-30,2025-05-02,2025-05-16,10,33.73,33.78,0.16,3.23,-3.07,time_stop,7,2,3.64,2.27,0.49
B,TAEE11,2025-09-19,2025-09-22,2025-10-06,10,34.86,35.61,2.16,-0.93,3.09,time_stop,6,2,-0.98,2.49,0.53
B,TAEE11,2025-11-05,2025-11-06,2025-11-11,3,39.20,41.16,5.00,3.13,1.87,take_profit,8,2,5.19,2.09,0.54
B,TAEE11,2025-11-11,2025-11-12,2025-11-13,1,41.76,43.85,5.00,-0.22,5.22,take_profit,8,2,8.21,2.83,0.48
B,VIVT3,2022-03-18,2022-03-21,2022-04-04,10,21.02,21.51,2.31,4.34,-2.03,time_stop,8,2,16.38,2.70,0.71
B,VIVT3,2023-07-26,2023-07-27,2023-08-10,10,18.95,18.60,-1.81,-1.32,-0.50,time_stop,6,2,-0.44,2.33,0.87
B,VIVT3,2024-08-01,2024-08-02,2024-08-16,10,23.35,24.09,3.16,6.46,-3.30,time_stop,6,2,3.80,2.56,0.76
B,VIVT3,2025-04-01,2025-04-02,2025-04-16,10,25.23,25.00,-0.93,-2.81,1.88,time_stop,7,2,4.05,2.16,0.71
