variacao,ticker,data_sinal,data_entrada,data_saida,dias,entrada,saida,pnl_pct,ret_bova,ret_rel,motivo,score,mrs,rsv
H2,SIMH3,2026-01-15,2026-01-16,2026-01-27,7,11.94,12.54,5.00,10.31,-5.31,take_profit,7,2.05,25.45
H2,SLCE3,2022-03-03,2022-03-04,2022-03-07,1,16.04,16.84,5.00,-2.98,7.98,take_profit,7,18.46,325.11
H2,SLCE3,2022-03-07,2022-03-08,2022-03-22,10,16.98,15.48,-8.86,5.42,-14.28,time_stop,6,31.02,139.70
H2,SLCE3,2022-04-26,2022-04-27,2022-05-03,4,16.92,17.76,5.00,-2.65,7.65,take_profit,8,29.60,123.88
H2,SLCE3,2023-01-27,2023-01-30,2023-02-13,10,16.93,17.25,1.87,-2.97,4.84,time_stop,8,5.45,182.82
H2,SLCE3,2023-07-27,2023-07-28,2023-08-11,10,17.31,16.75,-3.23,-1.95,-1.28,time_stop,6,4.47,212.01
H2,SLCE3,2024-07-01,2024-07-02,2024-07-16,10,15.33,15.86,3.42,3.33,0.09,time_stop,6,2.84,168.33
H2,SMFT3,2023-02-01,2023-02-02,2023-02-16,10,15.15,15.24,0.60,0.19,0.41,time_stop,8,10.60,46.94
H2,SMFT3,2023-05-11,2023-05-12,2023-05-25,9,15.41,16.18,5.00,1.43,3.57,take_profit,8,11.46,355.95
H2,SMFT3,2023-11-14,2023-11-16,2023-11-30,10,21.15,21.48,1.58,2.16,-0.58,time_stop,8,11.89,37.02
H2,SMFT3,2025-08-07,2025-08-08,2025-08-18,6,22.03,23.13,5.00,1.07,3.93,take_profit,8,6.73,174.04
H2,SUZB3,2022-10-28,2022-10-31,2022-11-11,8,49.29,51.75,5.00,-3.21,8.21,take_profit,7,0.46,39.72
H2,SUZB3,2023-09-15,2023-09-18,2023-09-21,3,48.62,51.05,5.00,-1.79,6.79,take_profit,7,5.73,85.07
H2,SUZB3,2023-09-21,2023-09-22,2023-10-06,10,52.12,52.05,-0.12,-1.73,1.61,time_stop,7,15.06,359.43
H2,SUZB3,2024-06-27,2024-06-28,2024-07-12,10,54.50,49.57,-9.04,4.00,-13.05,time_stop,7,5.41,494.00
H2,SUZB3,2024-10-25,2024-10-28,2024-11-11,10,56.18,55.14,-1.86,-2.73,0.87,time_stop,7,6.13,96.70
H2,TAEE11,2022-02-22,2022-02-23,2022-03-04,5,26.60,27.93,5.00,2.62,2.38,take_profit,7,7.71,116.09
H2,TAEE11,2022-03-04,2022-03-07,2022-03-21,10,28.21,28.97,2.71,4.51,-1.80,time_stop,7,12.16,190.30
H2,TAEE11,2024-05-02,2024-05-03,2024-05-17,10,30.77,30.77,0.01,-0.36,0.37,time_stop,7,0.28,236.06
H2,TAEE11,2025-04-30,2025-05-02,2025-05-16,10,33.73,33.78,0.16,3.23,-3.07,time_stop,7,3.64,24.73
H2,TAEE11,2025-11-05,2025-11-06,2025-11-11,3,39.20,41.16,5.00,3.13,1.87,take_profit,8,5.19,101.29
H2,TAEE11,2025-11-11,2025-11-12,2025-11-13,1,41.76,43.85,5.00,-0.22,5.22,take_profit,8,8.21,110.37
H2,VIVT3,2022-03-18,2022-03-21,2022-04-04,10,21.02,21.51,2.31,4.34,-2.03,time_stop,8,16.38,130.68
H2,VIVT3,2024-08-01,2024-08-02,2024-08-16,10,23.35,24.09,3.16,6.46,-3.30,time_stop,6,3.80,171.27
H2,VIVT3,2025-04-01,2025-04-02,2025-04-16,10,25.23,25.00,-0.93,-2.81,1.88,time_stop,7,4.05,152.60
H2,VIVT3,2025-05-30,2025-06-02,2025-06-16,10,28.10,29.49,4.94,1.85,3.09,time_stop,7,7.17,239.50
H2,VIVT3,2025-06-30,2025-07-01,2025-07-15,10,30.26,30.61,1.16,-3.04,4.20,time_stop,8,12.26,257.51
H2,TEND3,2023-03-10,2023-03-13,2023-03-14,1,5.05,5.30,5.00,-0.20,5.20,take_profit,7,13.77,115.18
H2,TEND3,2023-05-04,2023-05-05,2023-05-09,2,6.10,6.40,5.00,1.85,3.15,take_profit,7,32.55,71.14
H2,TEND3,2023-06-30,2023-07-03,2023-07-05,2,10.56,11.09,5.00,-0.09,5.09,take_profit,6,82.66,16.96
H2,TEND3,2024-09-16,2024-09-17,2024-10-01,10,13.53,12.13,-10.33,-1.88,-8.45,time_stop,8,13.19,155.46
H2,TEND3,2024-11-07,2024-11-08,2024-11-11,1,15.47,16.24,5.00,-0.12,5.12,take_profit,7,31.80,321.36
H2,TEND3,2025-05-09,2025-05-12,2025-05-20,6,18.79,19.73,5.00,2.59,2.41,take_profit,7,30.53,106.44
H2,TEND3,2025-11-07,2025-11-10,2025-11-11,1,24.08,25.28,5.00,1.67,3.33,take_profit,8,8.77,224.78
H2,TIMS3,2022-04-01,2022-04-04,2022-04-19,10,10.06,9.48,-5.75,-5.03,-0.71,time_stop,8,8.77,228.40
H2,TIMS3,2023-11-08,2023-11-09,2023-11-24,10,14.02,13.79,-1.62,5.63,-7.25,time_stop,7,21.01,216.27
H2,TIMS3,2024-07-31,2024-08-01,2024-08-15,10,14.96,15.46,3.33,5.45,-2.12,time_stop,6,3.81,160.55
H2,TIMS3,2025-02-11,2025-02-12,2025-02-26,10,14.75,14.52,-1.57,0.47,-2.04,time_stop,6,4.58,86.79
H2,TIMS3,2025-06-26,2025-06-27,2025-07-03,4,20.21,21.22,5.00,3.09,1.91,take_profit,8,24.78,66.40
H2,TIMS3,2026-02-11,2026-02-12,2026-03-02,10,28.03,27.30,-2.60,0.66,-3.27,time_stop,6,1.20,41.28
H2,TOTS3,2022-08-10,2022-08-11,2022-08-25,10,28.89,29.33,1.51,3.51,-2.00,time_stop,6,0.07,58.23
H2,TOTS3,2023-11-08,2023-11-09,2023-11-13,2,29.18,30.64,5.00,1.42,3.58,take_profit,6,1.33,426.58
H2,TOTS3,2023-11-13,2023-11-14,2023-11-29,10,31.71,32.25,1.70,2.22,-0.52,time_stop,7,8.08,352.34
H2,TOTS3,2024-10-31,2024-11-01,2024-11-04,1,29.27,30.73,5.00,2.05,2.95,take_profit,6,1.03,145.93
H2,TOTS3,2025-01-31,2025-02-03,2025-02-17,10,33.25,34.00,2.28,2.13,0.15,time_stop,7,19.52,14.30
H2,UGPA3,2023-05-04,2023-05-05,2023-05-11,4,14.29,15.00,5.00,2.86,2.14,take_profit,7,30.21,211.63
H2,USIM5,2024-01-26,2024-01-29,2024-02-14,10,9.22,9.05,-1.89,-1.22,-0.67,time_stop,7,17.96,391.85
H2,USIM5,2024-02-15,2024-02-16,2024-02-22,4,9.57,10.05,5.00,1.14,3.86,take_profit,7,23.10,417.44
H2,USIM5,2025-12-10,2025-12-11,2025-12-29,10,6.11,5.93,-2.95,0.78,-3.73,time_stop,7,7.16,110.45
H2,USIM5,2026-01-28,2026-01-29,2026-02-12,10,7.10,6.03,-15.07,2.58,-17.65,time_stop,6,7.85,95.24
H2,VALE3,2024-09-26,2024-09-27,2024-10-11,10,56.66,54.41,-3.97,-1.99,-1.98,time_stop,6,1.59,139.31
H2,VALE3,2025-11-28,2025-12-01,2025-12-04,3,64.43,67.65,5.00,3.72,1.28,take_profit,8,5.84,254.19
H2,VALE3,2026-01-21,2026-01-22,2026-01-28,4,82.50,86.62,5.00,5.01,-0.01,take_profit,8,23.14,195.33
H2,VAMO3,2022-04-28,2022-04-29,2022-05-13,10,11.69,11.82,1.17,-0.11,1.27,time_stop,7,6.23,137.36
H2,VAMO3,2022-08-04,2022-08-05,2022-08-08,1,12.33,12.94,5.00,2.01,2.99,take_profit,8,22.05,50.25
H2,VAMO3,2022-08-10,2022-08-11,2022-08-25,10,13.52,12.38,-8.45,3.51,-11.97,time_stop,7,24.25,77.40
H2,VAMO3,2022-10-31,2022-11-01,2022-11-17,10,13.70,10.95,-20.12,-6.31,-13.81,time_stop,8,16.65,34.33
H2,VAMO3,2024-07-04,2024-07-05,2024-07-10,3,7.99,8.39,5.00,0.65,4.35,take_profit,6,2.02,37.81
H2,VBBR3,2022-02-16,2022-02-17,2022-03-07,10,17.98,15.91,-11.53,-1.82,-9.71,time_stop,7,1.34,87.82
H2,VBBR3,2023-08-16,2023-08-17,2023-08-29,8,14.03,14.73,5.00,2.93,2.07,take_profit,7,9.97,118.92
H2,VBBR3,2023-11-07,2023-11-08,2023-11-23,10,17.10,17.55,2.68,6.37,-3.69,time_stop,7,23.86,368.36
H2,VBBR3,2024-11-06,2024-11-07,2024-11-25,10,19.66,18.58,-5.46,-0.31,-5.15,time_stop,5,0.12,83.38
H2,VBBR3,2025-08-28,2025-08-29,2025-09-12,10,21.97,22.19,0.99,0.51,0.48,time_stop,7,18.25,29.48
H2,VBBR3,2026-02-05,2026-02-06,2026-02-24,10,30.99,31.00,0.03,4.76,-4.73,time_stop,8,16.06,68.50
H2,VIVA3,2023-05-12,2023-05-15,2023-05-18,3,21.43,22.50,5.00,1.21,3.79,take_profit,6,1.25,343.84
H2,VIVA3,2025-05-15,2025-05-16,2025-05-26,6,23.64,24.82,5.00,-0.81,5.81,take_profit,6,1.29,71.35
H2,WEGE3,2022-09-30,2022-10-03,2022-10-10,5,29.59,31.07,5.00,-0.28,5.28,take_profit,7,8.02,38.24
H2,WEGE3,2022-10-26,2022-10-27,2022-10-31,2,34.62,36.35,5.00,1.95,3.05,take_profit,6,25.41,188.88
H2,WEGE3,2024-07-31,2024-08-01,2024-08-15,10,47.66,49.83,4.54,5.45,-0.91,time_stop,7,34.00,322.89
H2,WEGE3,2026-01-26,2026-01-27,2026-02-10,10,52.00,52.40,0.77,2.34,-1.57,time_stop,5,2.25,12.85
H2,YDUQ3,2023-05-10,2023-05-11,2023-05-12,1,10.04,10.54,5.00,0.22,4.78,take_profit,7,7.25,391.35
H2,YDUQ3,2023-06-21,2023-06-22,2023-07-06,10,17.89,17.76,-0.75,-1.41,0.66,time_stop,7,69.96,262.54
H2,YDUQ3,2023-08-11,2023-08-14,2023-08-28,10,21.37,18.80,-12.01,0.17,-12.17,time_stop,7,84.95,82.60
H2,YDUQ3,2025-03-18,2025-03-19,2025-04-02,10,10.99,11.40,3.76,-0.54,4.30,time_stop,7,13.19,146.17
H2,YDUQ3,2025-04-17,2025-04-22,2025-05-02,7,13.56,14.24,5.00,3.55,1.45,take_profit,6,40.54,66.65
