estrategia,ticker,data_sinal,data_entrada,data_saida,dias,entrada,saida,pnl_pct,ret_bova,ret_rel,motivo,score,B,mrs,vol_ratio,contracao
A,CMIG4,2024-08-12,2024-08-13,2024-08-14,1,8.82,9.27,5.00,0.70,4.30,take_profit,8,0,13.98,0.69,0.34
A,CMIG4,2024-08-14,2024-08-15,2024-08-29,10,9.49,9.64,1.51,1.29,0.22,time_stop,7,2,21.87,2.28,0.82
A,CMIG4,2024-08-29,2024-08-30,2024-09-13,10,9.60,9.78,1.90,-1.05,2.95,time_stop,7,0,19.66,0.67,0.26
A,CMIG4,2024-09-19,2024-09-20,2024-10-04,10,9.65,9.41,-2.56,0.45,-3.01,time_stop,7,0,19.27,0.98,0.38
A,CMIG4,2024-10-29,2024-10-30,2024-11-13,10,9.60,9.68,0.88,-2.28,3.16,time_stop,7,1,14.70,0.60,0.67
A,CMIG4,2024-11-14,2024-11-18,2024-12-03,10,10.18,9.75,-4.22,-1.39,-2.83,time_stop,8,2,22.36,3.86,0.88
A,CMIG4,2024-12-04,2024-12-05,2024-12-19,10,9.69,9.52,-1.74,-5.24,3.51,time_stop,7,0,14.47,0.78,0.42
A,CMIG4,2024-12-20,2024-12-23,2025-01-10,10,9.68,8.98,-7.24,-1.48,-5.76,time_stop,7,1,16.69,1.78,0.55
A,CMIG4,2025-02-03,2025-02-04,2025-02-18,10,9.60,9.78,1.88,2.78,-0.90,time_stop,7,1,7.98,1.21,0.58
A,CMIG4,2025-11-11,2025-11-12,2025-11-27,10,11.72,11.08,-5.44,0.57,-6.01,time_stop,7,1,1.35,1.14,0.40
A,COGN3,2022-08-12,2022-08-15,2022-08-29,10,2.27,2.21,-2.63,-0.52,-2.11,time_stop,7,1,5.09,2.09,0.44
A,COGN3,2022-09-14,2022-09-15,2022-09-23,6,2.43,2.55,5.00,1.63,3.37,take_profit,7,1,13.31,1.99,0.83
A,COGN3,2022-09-28,2022-09-29,2022-10-06,5,2.47,2.59,5.00,9.32,-4.32,take_profit,7,0,18.68,1.41,0.45
A,COGN3,2022-10-11,2022-10-13,2022-10-27,10,2.61,2.58,-1.31,-0.24,-1.07,time_stop,7,0,17.38,0.67,0.43
A,COGN3,2022-10-31,2022-11-01,2022-11-17,10,2.81,2.01,-28.57,-6.31,-22.26,time_stop,7,2,22.43,2.24,0.85
A,COGN3,2023-05-22,2023-05-23,2023-05-29,4,2.29,2.40,5.00,0.31,4.69,take_profit,7,1,11.96,1.35,0.49
A,COGN3,2023-05-29,2023-05-30,2023-06-06,5,2.46,2.58,5.00,5.40,-0.40,take_profit,7,0,19.05,0.77,0.35
A,COGN3,2023-11-27,2023-11-28,2023-12-01,3,2.67,2.80,5.00,1.24,3.76,take_profit,7,0,6.55,1.03,0.26
A,COGN3,2023-12-01,2023-12-04,2023-12-14,8,2.78,2.92,5.00,3.19,1.81,take_profit,7,1,9.46,1.08,0.43
A,COGN3,2023-12-20,2023-12-21,2024-01-09,10,2.96,2.84,-3.76,-0.59,-3.17,time_stop,7,0,9.91,0.93,0.31
A,COGN3,2025-02-14,2025-02-17,2025-03-05,10,1.46,1.33,-8.77,-4.15,-4.62,time_stop,7,1,11.76,1.13,0.37
A,COGN3,2025-03-06,2025-03-07,2025-03-10,1,1.33,1.40,5.00,-0.53,5.53,take_profit,7,0,9.22,0.96,0.35
A,COGN3,2025-05-02,2025-05-05,2025-05-06,1,2.36,2.48,5.00,0.03,4.97,take_profit,7,0,66.44,0.61,0.29
A,COGN3,2025-05-06,2025-05-07,2025-05-15,6,2.56,2.69,5.00,4.50,0.50,take_profit,7,1,85.90,0.80,0.47
A,COGN3,2025-05-15,2025-05-16,2025-05-30,10,2.70,2.61,-3.57,-1.56,-2.01,time_stop,8,1,86.15,0.90,0.27
A,COGN3,2025-05-30,2025-06-02,2025-06-04,2,2.63,2.76,5.00,0.16,4.84,take_profit,8,1,73.12,1.87,0.34
A,COGN3,2025-07-01,2025-07-02,2025-07-16,10,2.51,2.38,-5.24,-2.58,-2.66,time_stop,7,0,49.32,0.65,0.33
A,COGN3,2025-08-06,2025-08-07,2025-08-08,1,2.51,2.63,5.00,-0.46,5.46,take_profit,7,2,39.80,2.02,0.54
A,COGN3,2025-08-18,2025-08-19,2025-09-02,10,2.55,2.50,-2.06,4.73,-6.79,time_stop,7,0,38.11,0.64,0.31
A,COGN3,2025-09-02,2025-09-03,2025-09-04,1,2.50,2.63,5.00,0.83,4.17,take_profit,7,0,26.88,0.71,0.31
A,COGN3,2025-09-04,2025-09-05,2025-09-19,10,2.68,2.77,3.27,2.25,1.02,time_stop,7,1,33.45,1.30,0.47
A,COGN3,2025-09-30,2025-10-01,2025-10-15,10,2.96,2.64,-10.68,-2.13,-8.56,time_stop,7,1,33.19,0.97,0.45
A,COGN3,2025-10-30,2025-10-31,2025-11-14,10,3.21,3.04,-5.46,5.42,-10.88,time_stop,7,1,31.36,0.71,0.35
A,COGN3,2025-12-02,2025-12-03,2025-12-17,10,3.40,3.14,-7.73,-2.56,-5.18,time_stop,7,0,19.85,0.57,0.28
A,COGN3,2025-12-23,2025-12-26,2026-01-07,6,3.21,3.37,5.00,0.62,4.38,take_profit,7,0,8.27,1.07,0.38
A,COGN3,2026-01-14,2026-01-15,2026-01-21,4,3.68,3.86,5.00,3.94,1.06,take_profit,7,0,17.64,1.24,0.32
A,COGN3,2026-01-21,2026-01-22,2026-01-23,1,4.06,4.26,5.00,1.71,3.29,take_profit,8,2,23.62,2.03,0.50
A,COGN3,2026-01-29,2026-01-30,2026-02-13,10,4.47,3.46,-22.60,2.68,-25.28,time_stop,7,0,27.66,1.11,0.26
A,CSMG3,2022-04-27,2022-04-28,2022-05-12,10,9.74,8.49,-12.81,-3.61,-9.20,time_stop,7,0,9.32,0.52,0.32
A,CSMG3,2022-10-03,2022-10-04,2022-10-19,10,10.84,10.98,1.29,0.00,1.29,time_stop,8,2,14.70,4.38,1.00
A,CSMG3,2022-10-20,2022-10-21,2022-11-07,10,10.94,10.55,-3.57,-4.47,0.90,time_stop,7,1,13.71,1.52,0.56
A,CSMG3,2022-11-30,2022-12-01,2022-12-15,10,11.02,10.67,-3.23,-6.13,2.90,time_stop,7,1,15.78,0.86,0.41
A,CSMG3,2022-12-26,2022-12-27,2023-01-11,10,10.91,10.90,-0.06,4.00,-4.07,time_stop,7,0,15.69,0.34,0.46
A,CSMG3,2023-02-27,2023-02-28,2023-03-14,10,10.47,11.00,5.00,-1.55,6.55,take_profit,7,1,10.99,1.34,0.77
A,CSMG3,2023-03-14,2023-03-15,2023-03-24,7,11.00,11.55,5.00,-3.55,8.55,take_profit,7,1,21.36,1.10,0.68
A,CSMG3,2023-03-27,2023-03-28,2023-04-04,5,11.78,12.37,5.00,0.49,4.51,take_profit,7,1,29.50,0.50,0.70
A,CSMG3,2023-04-04,2023-04-05,2023-04-20,10,12.26,12.25,-0.12,3.45,-3.57,time_stop,7,1,31.80,0.65,0.54
A,CSMG3,2023-04-20,2023-04-24,2023-05-03,6,12.12,12.73,5.00,-2.01,7.01,take_profit,7,0,24.57,0.66,0.47
A,CSMG3,2023-05-03,2023-05-04,2023-05-05,1,12.69,13.32,5.00,2.99,2.01,take_profit,7,1,31.65,1.09,0.67
A,CSMG3,2023-05-11,2023-05-12,2023-05-15,1,13.61,14.29,5.00,0.40,4.60,take_profit,7,1,30.71,1.64,0.44
A,CSMG3,2023-05-22,2023-05-23,2023-06-06,10,14.84,15.10,1.75,4.35,-2.60,time_stop,7,0,35.33,0.78,0.19
A,CSMG3,2023-06-06,2023-06-07,2023-06-22,10,15.06,15.40,2.25,3.11,-0.86,time_stop,7,0,29.34,1.38,0.34
A,CSMG3,2023-07-28,2023-07-31,2023-08-14,10,15.41,13.45,-12.71,-3.93,-8.77,time_stop,7,0,15.88,0.43,0.31
A,CSMG3,2023-08-16,2023-08-17,2023-08-31,10,14.10,13.55,-3.91,0.85,-4.77,time_stop,7,1,7.76,1.61,0.27
A,CSMG3,2023-09-15,2023-09-18,2023-10-02,10,14.52,13.16,-9.31,-2.76,-6.56,time_stop,8,1,7.12,1.02,0.48
A,CSMG3,2023-11-13,2023-11-14,2023-11-29,10,14.58,14.20,-2.59,2.22,-4.81,time_stop,7,1,2.82,0.30,0.29
A,CSMG3,2023-12-13,2023-12-14,2023-12-18,2,15.92,16.71,5.00,0.31,4.69,take_profit,7,1,2.16,1.14,0.29
A,CSMG3,2023-12-18,2023-12-19,2024-01-05,10,16.84,16.87,0.16,0.16,0.00,time_stop,7,1,6.01,0.56,0.42
A,CSMG3,2024-01-05,2024-01-08,2024-01-10,2,16.88,17.72,5.00,-1.27,6.27,take_profit,7,0,4.97,0.63,0.30
A,CSMG3,2024-01-18,2024-01-19,2024-02-02,10,18.36,17.28,-5.93,-0.21,-5.72,time_stop,7,1,17.50,1.57,0.41
A,CSMG3,2024-02-02,2024-02-05,2024-02-20,9,17.28,18.14,5.00,1.88,3.12,take_profit,8,1,9.45,2.28,0.50
A,CSMG3,2024-02-20,2024-02-21,2024-03-06,10,18.19,16.49,-9.36,-0.82,-8.54,time_stop,7,1,12.05,1.44,0.75
A,CSMG3,2024-03-25,2024-03-26,2024-03-28,2,17.65,18.53,5.00,0.88,4.12,take_profit,7,1,12.07,0.97,0.93
A,CSMG3,2024-04-03,2024-04-04,2024-04-18,10,18.50,17.88,-3.36,-2.59,-0.78,time_stop,7,0,15.64,0.84,0.35
A,CSMG3,2024-04-19,2024-04-22,2024-05-07,10,18.41,17.23,-6.39,2.96,-9.34,time_stop,8,1,16.27,2.08,0.36
A,CSMG3,2024-05-13,2024-05-14,2024-05-28,10,17.79,17.96,0.95,-3.71,4.65,time_stop,7,0,8.83,0.81,0.44
A,CSMG3,2024-05-28,2024-05-29,2024-06-13,10,17.96,17.32,-3.55,-2.47,-1.08,time_stop,7,0,13.29,0.68,0.47
A,CSMG3,2024-06-21,2024-06-24,2024-07-08,10,18.34,18.84,2.70,3.24,-0.54,time_stop,8,2,15.38,4.12,0.85
A,CSMG3,2024-07-08,2024-07-09,2024-07-23,10,18.92,19.86,5.00,-0.48,5.48,take_profit,7,0,12.70,0.57,0.47
A,CSMG3,2024-07-23,2024-07-24,2024-08-07,10,19.87,19.65,-1.13,0.96,-2.09,time_stop,7,1,17.60,1.08,0.86
A,CSMG3,2024-08-13,2024-08-14,2024-08-28,10,20.69,21.12,2.05,3.04,-0.99,time_stop,7,1,14.21,0.87,0.53
A,CSMG3,2024-08-28,2024-08-29,2024-09-05,5,21.21,22.27,5.00,0.54,4.46,take_profit,8,0,10.50,0.41,0.20
A,CSMG3,2024-09-05,2024-09-06,2024-09-16,6,22.40,23.53,5.00,0.32,4.68,take_profit,7,1,16.85,1.43,0.60
A,CSMG3,2024-09-20,2024-09-23,2024-10-07,10,22.82,20.87,-8.57,1.14,-9.71,time_stop,8,1,20.84,1.97,0.36
A,CSMG3,2024-10-18,2024-10-21,2024-11-04,10,20.38,21.18,3.90,0.32,3.58,time_stop,7,1,5.46,1.71,0.20
A,CSMG3,2024-11-11,2024-11-12,2024-11-27,9,22.21,23.32,5.00,-0.08,5.08,take_profit,7,1,16.62,1.39,0.71
A,CSMG3,2024-11-27,2024-11-28,2024-12-12,10,23.44,21.16,-9.71,1.17,-10.88,time_stop,8,0,21.97,0.54,0.33
A,CSMG3,2025-02-03,2025-02-04,2025-02-10,4,21.08,22.14,5.00,0.52,4.48,take_profit,8,1,6.40,0.53,0.46
A,CSMG3,2025-02-14,2025-02-17,2025-03-05,10,22.79,21.46,-5.83,-4.15,-1.68,time_stop,7,1,12.09,1.11,0.41
A,CSMG3,2025-03-13,2025-03-14,2025-03-28,10,22.07,19.40,-12.10,2.34,-14.44,time_stop,7,1,8.54,0.59,0.48
A,CSMG3,2025-06-13,2025-06-16,2025-06-26,7,25.25,26.51,5.00,-1.55,6.55,take_profit,7,2,12.11,3.37,0.78
A,CSMG3,2025-06-27,2025-06-30,2025-07-14,10,26.57,25.58,-3.75,-2.77,-0.98,time_stop,7,0,16.79,0.58,0.39
A,CSMG3,2025-07-18,2025-07-21,2025-08-04,10,25.21,24.40,-3.22,-0.91,-2.30,time_stop,8,1,13.24,1.71,0.46
A,CSMG3,2025-08-12,2025-08-13,2025-08-27,10,25.89,27.19,5.00,1.90,3.10,take_profit,7,1,9.81,1.19,0.73
A,CSMG3,2025-08-28,2025-08-29,2025-09-08,6,28.98,30.43,5.00,0.22,4.78,take_profit,7,1,18.91,1.13,0.48
A,CSMG3,2025-09-10,2025-09-11,2025-09-17,4,30.45,31.98,5.00,1.89,3.11,take_profit,7,0,23.59,0.68,0.29
A,CSMG3,2025-09-17,2025-09-18,2025-10-02,10,32.26,33.24,3.02,-1.08,4.10,time_stop,8,1,26.85,0.56,0.27
A,CSMG3,2025-10-03,2025-10-06,2025-10-15,7,33.26,34.93,5.00,-0.84,5.84,take_profit,7,0,30.19,0.84,0.34
A,CSMG3,2025-10-15,2025-10-16,2025-10-28,8,35.22,36.98,5.00,3.71,1.29,take_profit,7,2,37.22,2.75,0.98
A,CSMG3,2025-10-30,2025-10-31,2025-11-14,10,36.92,38.53,4.38,5.42,-1.04,time_stop,7,0,34.06,0.46,0.29
A,CSMG3,2025-11-14,2025-11-17,2025-11-27,7,38.54,40.47,5.00,0.99,4.01,take_profit,7,1,29.43,1.37,0.49
A,CSMG3,2025-12-01,2025-12-02,2025-12-16,10,42.11,41.68,-1.02,-1.78,0.76,time_stop,7,2,36.99,2.36,0.74
A,CSMG3,2025-12-16,2025-12-17,2026-01-06,10,42.21,43.07,2.03,3.79,-1.76,time_stop,7,0,33.13,1.14,0.26
A,CSMG3,2026-01-16,2026-01-19,2026-01-22,3,45.44,47.71,5.00,6.67,-1.67,take_profit,7,1,32.32,1.69,0.41
A,CSMG3,2026-01-30,2026-02-02,2026-02-09,5,52.40,55.02,5.00,2.00,3.00,take_profit,7,0,31.51,1.10,0.34
A,CSMG3,2026-02-09,2026-02-10,2026-02-19,5,55.31,58.07,5.00,1.42,3.58,take_profit,8,1,36.05,0.62,0.27
A,CSMG3,2026-02-19,2026-02-20,2026-03-06,10,57.73,52.17,-9.63,-5.78,-3.85,time_stop,8,1,38.25,1.56,0.33
A,CPLE3,2022-02-08,2022-02-09,2022-02-23,10,4.83,4.85,0.48,-0.60,1.08,time_stop,7,0,15.68,0.91,0.37
A,CPLE3,2022-02-23,2022-02-24,2022-03-14,10,4.77,4.83,1.29,-1.34,2.63,time_stop,8,0,15.73,1.09,0.31
A,CPLE3,2022-03-18,2022-03-21,2022-04-04,10,5.17,5.18,0.15,4.34,-4.19,time_stop,7,1,17.39,1.72,0.68
A,CPLE3,2022-04-05,2022-04-06,2022-04-22,10,5.16,5.07,-1.64,-6.25,4.61,time_stop,7,0,10.51,0.70,0.39
A,CPLE3,2022-04-22,2022-04-25,2022-05-09,10,5.07,4.80,-5.44,-6.63,1.19,time_stop,7,0,15.09,1.27,0.46
A,CPLE3,2022-05-13,2022-05-16,2022-05-23,5,5.25,5.51,5.00,2.26,2.74,take_profit,7,1,19.50,1.83,0.95
A,CPLE3,2022-05-23,2022-05-24,2022-06-07,10,5.65,5.39,-4.55,-0.46,-4.09,time_stop,8,1,23.48,0.69,0.39
A,CPLE3,2022-06-07,2022-06-08,2022-06-23,10,5.37,5.13,-4.48,-9.50,5.03,time_stop,8,0,15.51,0.48,0.23
A,CPLE3,2022-06-27,2022-06-28,2022-07-12,10,5.30,5.33,0.47,-2.22,2.68,time_stop,8,0,20.41,0.57,0.31
A,CPLE3,2022-08-01,2022-08-02,2022-08-16,10,5.37,5.38,0.15,10.28,-10.12,time_stop,7,1,15.89,3.82,0.75
A,CPLE3,2022-09-01,2022-09-02,2022-09-19,10,5.57,5.20,-6.69,1.06,-7.74,time_stop,7,1,8.69,1.49,0.94
A,CPLE3,2022-10-24,2022-10-25,2022-11-01,5,5.76,6.05,5.00,2.11,2.89,take_profit,8,2,5.52,2.44,0.79
A,CPLE3,2022-11-01,2022-11-03,2022-11-18,10,6.38,5.52,-13.51,-7.29,-6.21,time_stop,8,2,16.41,4.17,0.61
A,CPLE3,2022-11-18,2022-11-21,2022-12-05,10,6.46,6.16,-4.73,-0.42,-4.30,time_stop,7,1,5.78,1.55,0.54
A,CPLE3,2022-12-05,2022-12-06,2022-12-20,10,6.18,5.89,-4.76,-2.99,-1.77,time_stop,8,0,15.26,0.39,0.27
A,CPLE3,2022-12-28,2022-12-29,2023-01-13,10,5.98,5.88,-1.73,1.32,-3.06,time_stop,7,1,8.51,1.31,0.32
A,CPLE3,2023-04-19,2023-04-20,2023-05-08,10,5.92,5.92,0.00,1.48,-1.48,time_stop,7,0,9.66,0.46,0.25
A,CPLE3,2023-05-08,2023-05-09,2023-05-23,10,5.94,5.90,-0.73,2.54,-3.27,time_stop,7,0,7.23,0.53,0.26
A,CPLE3,2023-06-09,2023-06-12,2023-06-26,10,6.62,6.73,1.57,0.69,0.88,time_stop,8,2,8.01,3.17,0.90
A,CPLE3,2023-06-26,2023-06-27,2023-07-11,10,6.82,6.78,-0.63,0.03,-0.66,time_stop,8,0,7.61,0.70,0.34
A,CPLE3,2023-07-14,2023-07-17,2023-07-26,7,6.77,7.11,5.00,3.51,1.49,take_profit,7,0,7.29,0.83,0.43
A,CPLE3,2023-07-26,2023-07-27,2023-08-10,10,7.17,7.24,1.09,-1.32,2.40,time_stop,8,2,8.34,2.56,0.98
A,CPLE3,2023-08-10,2023-08-11,2023-08-25,10,7.26,7.15,-1.55,-1.84,0.29,time_stop,9,1,11.78,5.05,0.29
A,CPLE3,2023-08-25,2023-08-28,2023-09-12,10,7.15,7.15,-0.00,0.63,-0.63,time_stop,9,1,11.54,1.56,0.34
A,CPLE3,2023-09-12,2023-09-13,2023-09-27,10,7.16,7.10,-0.85,-3.28,2.44,time_stop,7,0,9.04,0.59,0.45
A,CPLE3,2023-11-03,2023-11-06,2023-11-14,6,7.35,7.71,5.00,4.18,0.82,take_profit,7,1,8.39,1.14,0.69
A,CPLE3,2023-11-14,2023-11-16,2023-11-30,10,7.89,7.88,-0.11,2.16,-2.27,time_stop,8,1,10.45,1.28,0.41
A,CPLE3,2023-11-30,2023-12-01,2023-12-15,10,7.88,8.22,4.21,1.64,2.57,time_stop,8,0,7.03,0.77,0.23
A,CPLE3,2023-12-20,2023-12-21,2024-01-09,10,8.20,8.30,1.20,-0.59,1.80,time_stop,7,0,6.61,1.41,0.42
A,CPLE3,2024-01-09,2024-01-10,2024-01-24,10,8.30,8.07,-2.70,-2.34,-0.36,time_stop,8,0,6.62,1.24,0.35
A,CPLE3,2024-01-24,2024-01-25,2024-02-08,10,8.07,8.07,-0.00,0.04,-0.04,time_stop,7,0,5.73,0.69,0.45
A,CPLE3,2024-02-15,2024-02-16,2024-03-01,10,8.31,8.14,-2.16,0.29,-2.45,time_stop,7,1,7.35,1.15,0.66
A,CPLE3,2024-07-16,2024-07-17,2024-07-31,10,8.29,8.09,-2.39,-1.41,-0.98,time_stop,7,1,2.78,0.80,0.27
A,CPLE3,2024-08-22,2024-08-23,2024-09-06,10,8.60,8.70,1.15,-0.77,1.93,time_stop,7,1,1.71,1.91,0.35
A,CPLE3,2025-02-04,2025-02-05,2025-02-19,10,8.33,8.59,3.15,1.34,1.81,time_stop,7,0,5.99,0.82,0.33
A,CPLE3,2025-02-20,2025-02-21,2025-03-11,10,8.60,8.39,-2.40,-2.74,0.34,time_stop,7,0,6.91,0.56,0.34
A,CPLE3,2025-03-19,2025-03-20,2025-04-03,10,8.97,9.12,1.67,-0.58,2.25,time_stop,7,1,6.11,1.00,0.73
A,CPLE3,2025-04-03,2025-04-04,2025-04-22,10,9.07,9.49,4.65,2.64,2.00,time_stop,8,1,8.57,1.54,0.42
A,CPLE3,2025-04-29,2025-04-30,2025-05-08,5,9.63,10.11,5.00,1.07,3.93,take_profit,7,1,10.04,1.77,0.37
A,CPLE3,2025-05-08,2025-05-09,2025-05-23,10,10.47,10.72,2.33,0.92,1.40,time_stop,8,2,16.02,2.10,0.42
A,CPLE3,2025-05-23,2025-05-26,2025-06-09,10,10.71,10.70,-0.09,-1.69,1.60,time_stop,7,0,18.17,0.37,0.35
A,CPLE3,2025-08-07,2025-08-08,2025-08-22,10,10.79,10.62,-1.65,1.69,-3.33,time_stop,7,1,13.45,1.10,0.75
A,CPLE3,2025-08-22,2025-08-25,2025-09-08,10,10.64,10.57,-0.70,2.73,-3.44,time_stop,7,0,8.91,0.48,0.37
A,CPLE3,2025-09-10,2025-09-11,2025-09-19,6,10.79,11.33,5.00,2.02,2.98,take_profit,7,1,6.15,0.67,0.67
A,CPLE3,2025-09-19,2025-09-22,2025-10-06,10,11.40,10.98,-3.70,-0.93,-2.77,time_stop,7,1,8.60,0.95,0.51
A,CPLE3,2025-10-13,2025-10-14,2025-10-20,4,10.93,11.48,5.00,1.82,3.18,take_profit,7,0,5.63,0.54,0.40
A,CPLE3,2025-10-20,2025-10-21,2025-10-29,6,11.56,12.14,5.00,2.93,2.07,take_profit,7,1,9.51,1.32,0.84
A,CPLE3,2025-10-29,2025-10-30,2025-11-05,4,12.12,12.73,5.00,3.21,1.79,take_profit,8,0,10.31,1.13,0.27
A,CPLE3,2025-11-05,2025-11-06,2025-11-21,10,12.72,12.20,-4.12,1.23,-5.36,time_stop,7,1,11.21,1.04,0.38
A,CPLE3,2025-11-26,2025-11-27,2025-12-11,10,12.84,12.52,-2.48,0.56,-3.04,time_stop,7,1,6.54,1.73,0.69
A,CSAN3,2022-06-02,2022-06-03,2022-06-20,10,20.80,17.31,-16.77,-10.41,-6.36,time_stop,7,1,2.05,0.72,0.22
A,CSAN3,2023-07-03,2023-07-04,2023-07-13,7,17.78,18.67,5.00,0.30,4.70,take_profit,7,1,5.13,0.85,0.49
A,CSAN3,2023-07-18,2023-07-19,2023-07-25,4,18.85,19.79,5.00,3.72,1.28,take_profit,7,0,13.17,0.47,0.35
A,CSAN3,2023-08-03,2023-08-04,2023-08-18,10,19.22,17.40,-9.50,-3.42,-6.07,time_stop,7,0,12.56,0.80,0.27
A,CSAN3,2024-01-12,2024-01-15,2024-01-29,10,18.87,17.63,-6.55,-2.40,-4.15,time_stop,7,0,0.49,0.89,0.29
A,CPFE3,2022-02-09,2022-02-10,2022-02-22,8,23.96,25.16,5.00,-0.09,5.09,take_profit,7,0,12.58,1.07,0.30
A,CPFE3,2022-02-22,2022-02-23,2022-03-11,10,25.03,25.49,1.83,0.11,1.72,time_stop,7,0,16.47,0.72,0.38
A,CPFE3,2022-03-17,2022-03-18,2022-04-01,10,26.63,27.78,4.32,5.84,-1.52,time_stop,7,1,20.65,1.22,0.55
A,CPFE3,2022-04-01,2022-04-04,2022-04-14,8,27.68,29.06,5.00,-4.41,9.41,take_profit,8,0,15.67,1.00,0.34
A,CPFE3,2022-04-18,2022-04-19,2022-05-04,10,29.53,30.36,2.78,-5.90,8.68,time_stop,7,1,27.65,0.91,0.50
A,CPFE3,2022-05-20,2022-05-23,2022-06-06,10,33.56,31.40,-6.44,-0.32,-6.12,time_stop,7,0,42.69,0.67,0.34
A,CPFE3,2022-08-01,2022-08-02,2022-08-15,9,30.27,31.78,5.00,9.48,-4.48,take_profit,7,1,22.12,1.03,0.68
A,CPFE3,2022-08-17,2022-08-18,2022-09-01,10,32.58,32.65,0.20,-3.05,3.24,time_stop,7,1,15.59,2.65,0.65
A,CPFE3,2022-09-01,2022-09-02,2022-09-19,10,32.97,31.71,-3.81,1.06,-4.86,time_stop,7,0,17.31,1.20,0.41
A,CPFE3,2022-09-19,2022-09-20,2022-10-04,10,31.71,32.13,1.33,3.22,-1.89,time_stop,7,0,10.17,0.57,0.43
A,CPFE3,2022-11-03,2022-11-04,2022-11-21,10,33.55,31.15,-7.15,-6.95,-0.20,time_stop,7,1,5.44,0.95,0.95
A,CPFE3,2022-11-24,2022-11-25,2022-12-09,10,31.61,29.50,-6.69,-1.11,-5.58,time_stop,7,0,3.52,0.53,0.32
A,CPFE3,2023-04-06,2023-04-10,2023-04-25,10,30.39,31.03,2.11,1.28,0.83,time_stop,7,1,7.58,0.81,0.49
A,CPFE3,2023-04-25,2023-04-26,2023-05-11,10,30.75,31.44,2.26,5.87,-3.61,time_stop,8,1,7.72,1.69,0.32
A,CPFE3,2023-07-06,2023-07-07,2023-07-21,10,35.05,34.78,-0.78,1.05,-1.83,time_stop,7,1,7.41,1.22,0.37
A,CPFE3,2023-08-14,2023-08-15,2023-08-29,10,34.99,34.84,-0.44,2.00,-2.44,time_stop,7,1,7.11,2.07,1.00
A,CPFE3,2023-08-29,2023-08-30,2023-09-14,10,35.07,35.25,0.51,1.48,-0.97,time_stop,7,0,5.59,0.40,0.41
A,CPFE3,2023-09-15,2023-09-18,2023-10-02,10,35.59,33.78,-5.09,-2.76,-2.33,time_stop,8,2,7.34,2.25,0.82
A,CPFE3,2023-11-10,2023-11-13,2023-11-28,10,35.55,36.72,3.29,5.05,-1.76,time_stop,7,1,4.03,0.96,0.46
A,CPFE3,2023-11-28,2023-11-29,2023-12-13,10,36.95,37.59,1.73,2.81,-1.08,time_stop,7,0,1.73,0.66,0.31
A,CPFE3,2023-12-26,2023-12-27,2024-01-12,10,38.61,37.50,-2.87,-2.30,-0.57,time_stop,7,0,0.25,0.61,0.31
A,CPFE3,2025-02-03,2025-02-04,2025-02-18,10,34.64,34.30,-0.98,2.78,-3.76,time_stop,7,0,5.55,0.74,0.35
A,CPFE3,2025-02-19,2025-02-20,2025-03-06,8,34.80,36.54,5.00,-3.27,8.27,take_profit,7,2,5.15,3.19,0.89
A,CPFE3,2025-03-11,2025-03-12,2025-03-26,10,38.95,38.42,-1.36,7.04,-8.40,time_stop,7,1,20.67,0.87,0.70
A,CPFE3,2025-03-26,2025-03-27,2025-04-10,10,38.60,38.15,-1.17,-4.91,3.74,time_stop,7,0,10.21,0.34,0.37
A,CPFE3,2025-04-16,2025-04-17,2025-05-06,10,38.25,37.98,-0.71,3.04,-3.75,time_stop,7,0,12.40,0.58,0.49
A,CPFE3,2025-05-08,2025-05-09,2025-05-20,7,38.53,40.46,5.00,2.70,2.30,take_profit,8,0,6.18,0.91,0.30
A,CPFE3,2025-05-20,2025-05-21,2025-06-04,10,40.67,40.86,0.47,-0.58,1.05,time_stop,7,1,8.97,0.65,0.67
A,CPFE3,2025-06-04,2025-06-05,2025-06-20,10,41.08,40.28,-1.95,0.49,-2.44,time_stop,8,0,10.53,0.50,0.24
A,CPFE3,2025-06-20,2025-06-23,2025-07-07,10,40.07,40.52,1.12,2.23,-1.11,time_stop,7,1,7.85,1.62,0.69
A,CPFE3,2025-08-08,2025-08-11,2025-08-25,10,39.94,39.28,-1.65,1.97,-3.62,time_stop,8,2,5.54,2.82,0.89
A,CPFE3,2025-11-03,2025-11-04,2025-11-12,6,42.70,44.84,5.00,4.68,0.32,take_profit,7,2,-0.07,2.14,0.37
A,CPFE3,2025-11-12,2025-11-13,2025-11-19,4,45.29,47.55,5.00,-1.36,6.36,take_profit,7,2,1.50,2.08,0.50
A,CPFE3,2025-11-19,2025-11-21,2025-12-05,10,47.99,48.55,1.17,1.47,-0.30,time_stop,8,1,8.04,1.19,0.42
A,CPFE3,2025-12-05,2025-12-08,2025-12-15,5,49.14,51.60,5.00,2.65,2.35,take_profit,8,0,7.50,1.28,0.31
A,CPFE3,2025-12-17,2025-12-18,2025-12-26,4,50.47,52.99,5.00,1.91,3.09,take_profit,7,1,11.16,1.67,0.73
A,CPFE3,2026-01-06,2026-01-07,2026-01-21,10,53.29,53.03,-0.49,6.39,-6.88,time_stop,7,0,12.59,0.71,0.30
A,CPFE3,2026-01-23,2026-01-26,2026-02-09,10,55.49,50.20,-9.53,4.27,-13.81,time_stop,7,2,5.64,2.16,0.96
