estrategia,ticker,data_sinal,data_entrada,data_saida,dias,entrada,saida,pnl_pct,ret_bova,ret_rel,motivo,score_entrada,score_saida,evolucao_score,B,mrs,vol_ratio,contracao
B,PETR3,2023-06-14,2023-06-15,2023-06-21,4,23.43,24.61,5.00,0.75,4.25,take_profit_ret,6,6,0,2,22.18,2.20,0.57
B,PETR3,2023-10-18,2023-10-19,2023-10-24,3,29.90,27.96,-6.48,-0.33,-6.16,stop_loss,7,6,-1,2,42.48,2.41,0.66
B,PETR3,2024-08-26,2024-08-27,2024-09-11,11,35.82,34.58,-3.46,-1.35,-2.10,stop_loss,8,8,0,2,8.60,3.13,0.56
B,PETR3,2024-11-22,2024-11-25,2024-12-02,5,36.32,36.00,-0.90,-3.02,2.11,take_profit_score,8,9,1,2,11.02,2.17,0.64
B,PETR3,2025-02-18,2025-02-19,2025-02-28,7,37.70,35.34,-6.26,-3.23,-3.03,stop_loss,8,7,-1,2,9.92,2.04,0.94
B,PETR3,2026-01-14,2026-01-15,2026-01-21,4,33.88,35.57,5.00,3.94,1.06,take_profit_ret,5,4,-1,2,-8.75,2.50,0.94
B,PETR3,2026-01-21,2026-01-22,2026-01-26,2,35.96,37.76,5.00,1.48,3.52,take_profit_ret,5,4,-1,2,-7.04,2.72,0.50
B,PETR4,2022-07-28,2022-07-29,2022-08-08,6,14.47,15.20,5.00,5.54,-0.54,take_profit_ret,8,8,0,2,29.90,2.05,0.66
B,PETR4,2022-08-12,2022-08-15,2022-08-17,2,16.33,17.15,5.00,0.94,4.06,take_profit_ret,8,7,-1,2,38.41,2.04,0.36
B,PETR4,2022-10-03,2022-10-04,2022-10-19,10,17.40,18.27,5.00,0.00,5.00,take_profit_ret,7,6,-1,2,22.99,2.15,0.73
B,PETR4,2023-05-11,2023-05-12,2023-05-26,10,16.31,17.08,4.77,2.34,2.43,time_stop,7,7,0,2,8.04,2.12,0.74
B,PETR4,2024-11-22,2024-11-25,2024-12-09,10,32.76,33.31,1.68,-1.52,3.20,time_stop,8,8,0,2,7.87,2.57,0.62
B,PETR4,2025-11-07,2025-11-10,2025-11-25,10,31.31,31.29,-0.06,0.47,-0.53,time_stop,5,5,0,2,-9.85,2.80,0.83
B,PETR4,2026-01-14,2026-01-15,2026-01-21,4,31.50,33.08,5.00,3.94,1.06,take_profit_ret,5,4,-1,2,-8.18,2.27,0.91
B,PETR4,2026-01-21,2026-01-22,2026-01-26,2,33.38,35.05,5.00,1.48,3.52,take_profit_ret,5,4,-1,2,-7.20,2.46,0.52
B,PETR4,2026-03-02,2026-03-03,2026-03-11,6,41.70,43.79,5.00,0.51,4.49,take_profit_ret,6,5,-1,2,4.95,2.03,0.53
B,RECV3,2022-11-04,2022-11-07,2022-11-10,3,24.65,18.78,-23.82,-4.60,-19.21,stop_loss,7,5,-2,2,35.33,2.33,0.74
B,RECV3,2022-12-29,2023-01-02,2023-01-04,2,22.85,22.73,-0.53,-0.69,0.16,stop_loss,7,6,-1,2,25.74,2.12,0.70
B,RECV3,2024-01-18,2024-01-19,2024-02-02,10,16.73,16.16,-3.43,-0.21,-3.22,time_stop,7,7,0,2,5.06,4.15,0.95
B,PRIO3,2022-04-28,2022-04-29,2022-05-03,2,26.51,25.09,-5.35,-0.66,-4.69,stop_loss,8,8,0,2,19.21,2.26,0.84
B,PRIO3,2022-10-04,2022-10-05,2022-10-07,2,30.24,31.75,5.00,-0.48,5.48,take_profit_ret,8,5,-3,2,14.62,2.02,1.00
B,PRIO3,2023-04-04,2023-04-05,2023-04-11,3,33.45,35.12,5.00,5.41,-0.41,take_profit_ret,6,5,-1,2,13.58,2.35,0.57
B,PRIO3,2024-03-13,2024-03-14,2024-03-25,7,48.97,46.90,-4.23,-0.51,-3.72,stop_loss,6,5,-1,2,4.46,2.04,0.81
B,PRIO3,2026-03-02,2026-03-03,2026-03-05,2,58.60,55.80,-4.78,-1.42,-3.36,stop_loss,6,5,-1,2,10.01,2.53,0.63
B,PSSA3,2022-08-08,2022-08-09,2022-08-23,10,17.95,17.72,-1.31,3.86,-5.17,time_stop,6,5,-1,2,4.85,2.53,0.74
B,PSSA3,2022-11-03,2022-11-04,2022-11-11,5,21.50,19.16,-10.87,-4.78,-6.09,stop_loss,8,7,-1,2,17.19,2.89,0.95
B,PSSA3,2023-01-30,2023-01-31,2023-02-08,6,21.63,22.45,3.82,-3.19,7.00,take_profit_score,8,9,1,2,15.47,2.63,0.61
B,PSSA3,2023-02-10,2023-02-13,2023-03-01,10,23.29,22.69,-2.57,-4.05,1.47,time_stop,8,6,-2,2,26.41,2.38,0.50
B,PSSA3,2023-11-07,2023-11-08,2023-11-23,10,24.17,24.99,3.41,6.37,-2.96,time_stop,6,5,-1,2,-0.39,2.25,1.00
B,PSSA3,2024-02-28,2024-02-29,2024-03-07,5,26.60,27.93,5.00,-0.46,5.46,take_profit_ret,7,7,0,2,2.34,3.65,0.85
B,PSSA3,2024-05-15,2024-05-16,2024-05-31,10,28.71,28.03,-2.38,-4.73,2.35,time_stop,8,6,-2,2,10.20,3.43,1.00
B,PSSA3,2024-11-12,2024-11-13,2024-11-29,10,36.62,35.06,-4.28,-1.62,-2.67,stop_loss,8,7,-1,2,25.34,2.25,0.63
B,PSSA3,2025-03-19,2025-03-20,2025-04-03,10,39.28,39.78,1.27,-0.58,1.86,take_profit_score,8,9,1,2,13.08,2.03,0.83
B,PSSA3,2025-05-09,2025-05-12,2025-05-19,5,45.42,47.69,5.00,2.27,2.73,take_profit_ret,8,7,-1,2,20.54,3.13,0.49
B,RADL3,2022-08-01,2022-08-02,2022-08-16,10,19.32,20.11,4.06,10.28,-6.21,time_stop,7,5,-2,2,5.54,2.38,0.76
B,RADL3,2023-03-08,2023-03-09,2023-03-23,10,21.72,21.19,-2.44,-6.87,4.43,time_stop,8,5,-3,2,10.08,2.07,1.00
B,RADL3,2023-04-12,2023-04-13,2023-04-20,5,23.68,22.75,-3.92,-1.88,-2.04,stop_loss,8,7,-1,2,15.18,2.31,0.67
B,RADL3,2024-05-14,2024-05-15,2024-05-29,10,25.61,24.39,-4.74,-4.11,-0.63,stop_loss,5,0,-5,2,-3.51,2.23,0.69
B,RADL3,2024-08-05,2024-08-06,2024-08-21,11,28.47,26.82,-5.78,8.15,-13.92,stop_loss,7,6,-1,2,13.84,2.01,0.61
B,RADL3,2026-02-03,2026-02-04,2026-02-20,10,26.68,26.49,-0.71,4.76,-5.48,time_stop,7,5,-2,2,15.01,2.23,0.83
B,RAIZ4,2023-06-26,2023-06-27,2023-07-07,8,4.23,2.95,-30.22,1.25,-31.47,stop_loss,6,5,-1,2,18.77,2.05,0.52
B,RDOR3,2024-05-07,2024-05-08,2024-05-17,7,26.25,27.56,5.00,-1.10,6.10,take_profit_ret,7,7,0,2,5.76,3.36,0.57
B,RDOR3,2024-08-14,2024-08-15,2024-08-20,3,27.62,29.00,5.00,1.49,3.51,take_profit_ret,8,7,-1,2,9.46,4.04,0.65
B,RDOR3,2025-01-27,2025-01-28,2025-01-30,2,25.65,24.66,-3.87,2.41,-6.29,stop_loss,7,2,-5,2,2.52,2.73,0.48
B,RDOR3,2025-05-08,2025-05-09,2025-05-15,4,30.39,31.90,5.00,2.12,2.88,take_profit_ret,8,5,-3,2,9.77,2.63,0.47
B,RDOR3,2025-08-07,2025-08-08,2025-08-18,6,32.96,34.60,5.00,1.07,3.93,take_profit_ret,8,8,0,2,13.38,3.65,0.89
B,RDOR3,2025-09-18,2025-09-19,2025-10-03,10,37.84,38.24,1.05,-1.10,2.15,time_stop,7,6,-1,2,18.31,2.10,0.63
B,RDOR3,2025-11-06,2025-11-07,2025-11-19,8,43.20,41.28,-4.45,0.80,-5.24,stop_loss,7,7,0,2,23.00,3.06,0.60
B,RAIL3,2022-05-31,2022-06-01,2022-06-15,10,16.81,16.24,-3.39,-7.53,4.13,time_stop,6,3,-3,2,2.40,2.10,0.71
B,RAIL3,2022-08-12,2022-08-15,2022-08-25,8,18.25,19.17,5.00,0.58,4.42,take_profit_ret,8,7,-1,2,9.43,2.19,0.41
B,RAIL3,2023-05-05,2023-05-08,2023-05-22,10,20.08,20.16,0.38,3.96,-3.58,time_stop,7,8,1,2,14.45,3.07,0.63
B,RAIL3,2023-06-01,2023-06-02,2023-06-19,10,21.17,21.11,-0.27,6.52,-6.79,time_stop,7,6,-1,2,12.63,2.38,0.84
B,RAIL3,2023-09-13,2023-09-14,2023-09-28,10,22.37,21.19,-5.29,-2.95,-2.34,stop_loss,8,4,-4,2,8.43,2.36,1.00
B,SBSP3,2022-03-31,2022-04-01,2022-04-04,1,41.47,43.54,5.00,-0.34,5.34,take_profit_ret,7,7,0,2,20.39,2.32,0.52
B,SBSP3,2022-10-03,2022-10-04,2022-10-17,8,51.29,48.42,-5.60,-2.18,-3.41,stop_loss,7,7,0,2,25.05,3.77,1.00
B,SBSP3,2023-05-12,2023-05-15,2023-05-25,8,47.25,46.21,-2.18,1.02,-3.21,stop_loss,6,2,-4,2,2.12,2.26,0.84
B,SBSP3,2023-08-16,2023-08-17,2023-08-31,10,52.63,52.44,-0.36,0.85,-1.21,time_stop,6,6,0,2,4.54,3.20,0.86
B,SBSP3,2024-01-11,2024-01-12,2024-01-26,10,69.36,69.76,0.57,-1.69,2.26,time_stop,7,5,-2,2,18.18,2.68,0.60
B,SBSP3,2025-03-19,2025-03-20,2025-04-03,10,94.58,97.27,2.85,-0.58,3.43,time_stop,8,8,0,2,8.35,2.67,0.89
B,SBSP3,2025-08-12,2025-08-13,2025-08-18,3,116.57,111.13,-4.67,0.50,-5.17,stop_loss,8,6,-2,2,14.89,3.06,0.90
B,SANB11,2022-03-18,2022-03-21,2022-03-25,4,27.25,28.61,5.00,2.51,2.49,take_profit_ret,6,6,0,2,2.37,2.15,0.52
B,SANB11,2024-04-29,2024-04-30,2024-05-15,10,25.52,24.94,-2.26,1.51,-3.78,time_stop,5,5,0,2,-2.12,2.02,0.62
B,SANB11,2025-02-05,2025-02-06,2025-02-14,6,25.07,23.94,-4.52,1.39,-5.91,stop_loss,6,1,-5,2,2.40,3.39,0.63
B,SANB11,2025-04-30,2025-05-02,2025-05-16,10,27.53,28.39,3.12,3.23,-0.11,time_stop,7,7,0,2,6.29,2.48,0.57
B,SANB11,2025-10-29,2025-10-30,2025-10-31,1,28.93,30.38,5.00,0.49,4.51,take_profit_ret,8,7,-1,2,1.15,3.08,0.49
B,CSNA3,2023-11-14,2023-11-16,2023-11-17,1,11.84,12.43,5.00,0.12,4.88,take_profit_ret,6,6,0,2,-5.49,2.60,0.45
B,CSNA3,2023-11-20,2023-11-21,2023-11-22,1,13.74,14.43,5.00,0.32,4.68,take_profit_ret,7,6,-1,2,9.87,2.49,0.69
B,CSNA3,2025-12-10,2025-12-11,2025-12-29,10,9.58,9.21,-3.86,0.78,-4.64,stop_loss,5,4,-1,2,-0.43,2.40,0.69
B,SLCE3,2022-03-03,2022-03-04,2022-03-07,1,16.04,16.84,5.00,-2.98,7.98,take_profit_ret,7,6,-1,2,18.46,2.98,0.99
B,SLCE3,2022-03-07,2022-03-08,2022-03-10,2,16.98,15.81,-6.89,1.97,-8.86,stop_loss,6,6,0,2,31.02,2.54,0.99
B,SLCE3,2022-04-26,2022-04-27,2022-05-03,4,16.92,17.76,5.00,-2.65,7.65,take_profit_ret,8,6,-2,2,29.60,2.03,0.65
B,SLCE3,2023-01-27,2023-01-30,2023-02-13,10,16.93,17.25,1.87,-2.97,4.84,time_stop,8,6,-2,2,5.45,2.69,0.40
B,SLCE3,2023-06-23,2023-06-26,2023-06-29,3,15.16,14.53,-4.15,0.43,-4.58,stop_loss,5,0,-5,2,-8.36,2.47,0.62
B,SLCE3,2023-07-27,2023-07-28,2023-08-11,10,17.31,16.75,-3.23,-1.95,-1.28,time_stop,6,5,-1,2,4.47,2.64,0.51
B,SLCE3,2024-07-01,2024-07-02,2024-07-16,10,15.33,15.86,3.42,3.33,0.09,time_stop,6,6,0,2,2.84,2.81,0.84
B,SLCE3,2024-09-27,2024-09-30,2024-10-08,6,15.14,14.55,-3.90,-0.39,-3.51,stop_loss,5,0,-5,2,-0.38,2.75,1.00
B,SMFT3,2023-02-01,2023-02-02,2023-02-08,4,15.15,14.73,-2.77,0.04,-2.81,stop_loss,8,7,-1,2,10.60,2.57,0.39
B,SMFT3,2023-05-11,2023-05-12,2023-05-25,9,15.41,16.18,5.00,1.43,3.57,take_profit_ret,8,7,-1,2,11.46,3.41,0.45
B,SMFT3,2023-11-14,2023-11-16,2023-11-27,7,21.15,20.56,-2.79,0.81,-3.60,stop_loss,8,8,0,2,11.89,2.11,0.71
B,SMFT3,2025-08-07,2025-08-08,2025-08-18,6,22.03,23.13,5.00,1.07,3.93,take_profit_ret,8,8,0,2,6.73,4.01,0.89
B,SUZB3,2022-10-26,2022-10-27,2022-11-10,9,47.64,50.03,5.00,-3.55,8.55,take_profit_ret,6,5,-1,2,-0.22,2.67,0.46
B,SUZB3,2023-08-03,2023-08-04,2023-08-18,10,45.80,46.94,2.49,-3.42,5.91,time_stop,5,6,1,2,-2.82,2.19,0.56
B,SUZB3,2023-09-15,2023-09-18,2023-09-21,3,48.62,51.05,5.00,-1.79,6.79,take_profit_ret,7,7,0,2,5.73,2.86,0.81
B,SUZB3,2023-09-21,2023-09-22,2023-09-29,5,52.12,50.94,-2.26,0.48,-2.74,stop_loss,7,7,0,2,15.06,4.37,0.60
B,SUZB3,2024-06-27,2024-06-28,2024-07-08,6,54.50,51.77,-5.01,2.13,-7.14,stop_loss,7,6,-1,2,5.41,3.95,0.87
B,SUZB3,2024-10-25,2024-10-28,2024-11-11,10,56.18,55.14,-1.86,-2.73,0.87,time_stop,7,6,-1,2,6.13,2.22,0.70
B,SUZB3,2025-12-18,2025-12-19,2026-01-08,10,51.29,49.57,-3.35,2.77,-6.12,time_stop,5,4,-1,2,-9.16,2.05,0.86
B,SUZB3,2026-02-11,2026-02-12,2026-03-02,10,58.10,58.06,-0.07,0.66,-0.73,time_stop,5,5,0,2,-10.48,3.60,0.87
B,TAEE11,2022-02-22,2022-02-23,2022-03-04,5,26.60,27.93,5.00,2.62,2.38,take_profit_ret,7,6,-1,2,7.71,2.05,0.96
B,TAEE11,2022-03-04,2022-03-07,2022-03-21,10,28.21,28.97,2.71,4.51,-1.80,time_stop,7,7,0,2,12.16,2.66,0.70
B,TAEE11,2023-11-10,2023-11-13,2023-11-28,10,29.46,30.34,2.99,5.05,-2.06,time_stop,6,5,-1,2,-4.73,2.29,0.47
B,TAEE11,2023-12-15,2023-12-18,2024-01-04,10,30.91,31.62,2.27,0.06,2.21,time_stop,6,6,0,2,-6.33,2.27,1.00
B,TAEE11,2024-05-02,2024-05-03,2024-05-17,10,30.77,30.77,0.01,-0.36,0.37,time_stop,7,5,-2,2,0.28,2.12,0.72
B,TAEE11,2024-10-16,2024-10-17,2024-10-31,10,31.35,31.50,0.49,-0.82,1.31,time_stop,6,4,-2,2,-0.03,3.73,0.90
B,TAEE11,2025-04-30,2025-05-02,2025-05-16,10,33.73,33.78,0.16,3.23,-3.07,time_stop,7,5,-2,2,3.64,2.27,0.49
B,TAEE11,2025-09-19,2025-09-22,2025-10-06,10,34.86,35.61,2.16,-0.93,3.09,time_stop,6,7,1,2,-0.98,2.49,0.53
B,TAEE11,2025-11-05,2025-11-06,2025-11-11,3,39.20,41.16,5.00,3.13,1.87,take_profit_ret,8,8,0,2,5.19,2.09,0.54
B,TAEE11,2025-11-11,2025-11-12,2025-11-13,1,41.76,43.85,5.00,-0.22,5.22,take_profit_ret,8,7,-1,2,8.21,2.83,0.48
B,VIVT3,2022-03-18,2022-03-21,2022-04-04,10,21.02,21.51,2.31,4.34,-2.03,time_stop,8,8,0,2,16.38,2.70,0.71
B,VIVT3,2023-07-26,2023-07-27,2023-08-10,10,18.95,18.60,-1.81,-1.32,-0.50,time_stop,6,7,1,2,-0.44,2.33,0.87
B,VIVT3,2024-08-01,2024-08-02,2024-08-16,10,23.35,24.09,3.16,6.46,-3.30,time_stop,6,5,-1,2,3.80,2.56,0.76
B,VIVT3,2025-04-01,2025-04-02,2025-04-08,4,25.23,24.01,-4.84,-6.10,1.26,stop_loss,7,5,-2,2,4.05,2.16,0.71
B,VIVT3,2025-05-30,2025-06-02,2025-06-16,10,28.10,29.49,4.94,1.85,3.09,time_stop,7,5,-2,2,7.17,2.17,0.67
B,VIVT3,2025-06-30,2025-07-01,2025-07-15,10,30.26,30.61,1.16,-3.04,4.20,time_stop,8,7,-1,2,12.26,2.37,0.53
B,TIMS3,2022-02-09,2022-02-10,2022-02-21,7,9.81,9.43,-3.81,-1.51,-2.30,stop_loss,8,8,0,2,18.63,3.75,0.77
B,TIMS3,2022-04-01,2022-04-04,2022-04-11,5,10.06,9.51,-5.47,-3.62,-1.85,stop_loss,8,7,-1,2,8.77,2.33,0.51
B,TIMS3,2023-11-08,2023-11-09,2023-11-17,5,14.02,13.47,-3.94,5.14,-9.08,take_profit_score,7,9,2,2,21.01,2.19,0.87
B,TIMS3,2024-07-31,2024-08-01,2024-08-15,10,14.96,15.46,3.33,5.45,-2.12,time_stop,6,5,-1,2,3.81,2.07,0.79
B,TIMS3,2025-02-11,2025-02-12,2025-02-26,10,14.75,14.52,-1.57,0.47,-2.04,time_stop,6,7,1,2,4.58,2.79,0.61
B,TIMS3,2025-06-26,2025-06-27,2025-07-03,4,20.21,21.22,5.00,3.09,1.91,take_profit_ret,8,5,-3,2,24.78,2.64,0.43
B,TIMS3,2026-02-11,2026-02-12,2026-03-02,10,28.03,27.30,-2.60,0.66,-3.27,time_stop,6,6,0,2,1.20,2.05,0.62
B,TOTS3,2022-08-10,2022-08-11,2022-08-25,10,28.89,29.33,1.51,3.51,-2.00,time_stop,6,6,0,2,0.07,2.24,0.53
B,TOTS3,2023-11-08,2023-11-09,2023-11-13,2,29.18,30.64,5.00,1.42,3.58,take_profit_ret,6,5,-1,2,1.33,4.13,0.93
B,TOTS3,2023-11-13,2023-11-14,2023-11-29,10,31.71,32.25,1.70,2.22,-0.52,time_stop,7,7,0,2,8.08,2.36,0.68
B,TOTS3,2024-05-22,2024-05-23,2024-05-29,4,29.03,27.65,-4.77,-1.64,-3.14,stop_loss,5,0,-5,2,-0.35,2.49,0.69
B,TOTS3,2024-10-31,2024-11-01,2024-11-04,1,29.27,30.73,5.00,2.05,2.95,take_profit_ret,6,7,1,2,1.03,2.48,0.63
B,TOTS3,2025-01-31,2025-02-03,2025-02-06,3,33.25,31.63,-4.86,0.42,-5.28,stop_loss,7,7,0,2,19.52,2.03,0.58
B,UGPA3,2022-04-14,2022-04-18,2022-04-25,4,12.68,11.97,-5.60,-4.22,-1.38,stop_loss,5,1,-4,2,-0.14,2.57,0.63
B,UGPA3,2023-05-04,2023-05-05,2023-05-11,4,14.29,15.00,5.00,2.86,2.14,take_profit_ret,7,5,-2,2,30.21,3.42,0.97
B,USIM5,2023-11-16,2023-11-17,2023-12-01,10,7.30,7.66,5.00,2.59,2.41,take_profit_ret,5,5,0,2,-2.51,2.27,0.57
B,USIM5,2024-01-26,2024-01-29,2024-01-31,2,9.22,8.75,-5.14,-0.64,-4.49,stop_loss,7,5,-2,2,17.96,2.89,0.85
B,USIM5,2024-02-15,2024-02-16,2024-02-22,4,9.57,10.05,5.00,1.14,3.86,take_profit_ret,7,5,-2,2,23.10,2.59,0.55
B,USIM5,2025-10-27,2025-10-28,2025-11-11,10,5.41,5.29,-2.22,7.26,-9.48,time_stop,5,5,0,2,-0.82,2.30,0.72
B,USIM5,2025-12-03,2025-12-04,2025-12-10,4,5.81,6.10,5.00,-3.28,8.28,take_profit_ret,5,4,-1,2,-1.04,3.02,0.65
B,USIM5,2025-12-10,2025-12-11,2025-12-22,7,6.11,5.86,-4.09,-0.72,-3.37,stop_loss,7,6,-1,2,7.16,2.12,0.56
B,USIM5,2026-01-28,2026-01-29,2026-02-02,2,7.10,6.30,-11.27,-0.25,-11.02,stop_loss,6,3,-3,2,7.85,2.33,0.78
B,VALE3,2024-09-26,2024-09-27,2024-10-09,8,56.66,53.13,-6.23,-2.08,-4.14,stop_loss,6,6,0,2,1.59,2.71,0.92
B,VALE3,2025-07-02,2025-07-03,2025-07-17,10,50.95,49.85,-2.16,-3.95,1.79,time_stop,5,1,-4,2,-5.80,2.59,0.81
B,VALE3,2025-11-28,2025-12-01,2025-12-04,3,64.43,67.65,5.00,3.72,1.28,take_profit_ret,8,6,-2,2,5.84,2.07,0.77
B,VALE3,2026-01-21,2026-01-22,2026-01-28,4,82.50,86.62,5.00,5.01,-0.01,take_profit_ret,8,6,-2,2,23.14,2.70,0.43
B,VBBR3,2022-02-16,2022-02-17,2022-03-04,9,17.98,17.14,-4.70,1.19,-5.90,stop_loss,7,0,-7,2,1.34,2.04,0.49
B,VBBR3,2023-08-16,2023-08-17,2023-08-29,8,14.03,14.73,5.00,2.93,2.07,take_profit_ret,7,6,-1,2,9.97,2.98,1.00
B,VBBR3,2023-11-07,2023-11-08,2023-11-23,10,17.10,17.55,2.68,6.37,-3.69,time_stop,7,7,0,2,23.86,3.72,0.81
B,VBBR3,2024-01-31,2024-02-01,2024-02-19,10,19.11,19.31,1.05,0.47,0.59,time_stop,7,6,-1,2,20.24,2.03,0.58
B,VBBR3,2024-11-06,2024-11-07,2024-11-19,7,19.66,18.58,-5.46,-0.94,-4.53,stop_loss,5,0,-5,2,0.12,2.42,0.86
B,VBBR3,2025-08-28,2025-08-29,2025-09-12,10,21.97,22.19,0.99,0.51,0.48,time_stop,7,7,0,2,18.25,2.25,0.91
B,VBBR3,2026-02-05,2026-02-06,2026-02-24,10,30.99,31.00,0.03,4.76,-4.73,time_stop,8,6,-2,2,16.06,2.18,0.46
B,WEGE3,2022-09-30,2022-10-03,2022-10-10,5,29.59,31.07,5.00,-0.28,5.28,take_profit_ret,7,5,-2,2,8.02,2.14,0.68
B,WEGE3,2022-10-26,2022-10-27,2022-10-31,2,34.62,36.35,5.00,1.95,3.05,take_profit_ret,6,4,-2,2,25.41,3.26,0.51
B,WEGE3,2023-07-20,2023-07-21,2023-07-24,1,35.31,37.07,5.00,1.01,3.99,take_profit_ret,5,4,-1,2,-6.81,2.58,1.00
B,WEGE3,2023-07-24,2023-07-25,2023-08-01,5,38.68,37.04,-4.22,-0.39,-3.83,stop_loss,5,4,-1,2,-1.11,2.81,0.96
B,WEGE3,2024-02-21,2024-02-22,2024-03-07,10,34.04,34.66,1.80,-1.29,3.09,time_stop,5,5,0,2,-6.49,3.59,0.79
B,WEGE3,2024-07-31,2024-08-01,2024-08-08,5,47.66,45.67,-4.18,1.26,-5.45,stop_loss,7,5,-2,2,34.00,3.32,0.57
B,WEGE3,2026-01-22,2026-01-23,2026-01-27,2,49.35,51.82,5.00,1.44,3.56,take_profit_ret,5,5,0,2,-1.21,2.44,1.00
B,YDUQ3,2023-05-10,2023-05-11,2023-05-12,1,10.04,10.54,5.00,0.22,4.78,take_profit_ret,7,7,0,2,7.25,4.14,0.79
B,YDUQ3,2023-06-21,2023-06-22,2023-06-26,2,17.89,16.32,-8.81,-0.73,-8.08,stop_loss,7,5,-2,2,69.96,2.13,0.43
B,YDUQ3,2023-08-11,2023-08-14,2023-08-16,2,21.36,19.59,-8.29,-1.27,-7.02,stop_loss,7,6,-1,2,84.95,2.93,0.57
B,YDUQ3,2025-03-18,2025-03-19,2025-03-25,4,10.99,10.49,-4.59,-0.43,-4.16,stop_loss,7,5,-2,2,13.19,2.47,0.86
B,YDUQ3,2025-04-17,2025-04-22,2025-04-24,2,13.56,12.73,-6.09,3.18,-9.27,stop_loss,6,4,-2,2,40.54,3.12,0.66
B,YDUQ3,2025-10-31,2025-11-03,2025-11-06,3,13.54,12.89,-4.80,1.85,-6.65,stop_loss,5,3,-2,2,-1.97,2.42,0.58
B,YDUQ3,2026-01-27,2026-01-28,2026-02-04,5,14.82,13.88,-6.34,-1.76,-4.58,stop_loss,5,5,0,2,-11.87,2.47,0.85
